 	a66	a57	a79	a62	a96	a66	a53	a90	a92	a56	a25	a15	a69	a90	a93	a96	a34	a56	a96	a12	a47	a88	a0	a62	a88	a71	a9	a87	a23	a99	a87	</S>
ekomba	0.047512	0.0586373	0.0557348	0.0829556	0.039843	0.0514418	0.0305216	0.0306571	0.0236588	0.0250443	0.0226668	0.0405706	0.0542445	0.0715045	0.0412038	0.0411564	0.048992	0.0354896	0.0130621	0.00822575	0.00823183	0.00831521	0.0139777	0.0151932	0.0134557	0.0145777	0.0149494	0.010341	0.0148026	0.0167165	0.012948	0.033369
a	0.0090786	0.00792749	0.00907303	0.0160254	0.0185318	0.0193945	0.038123	0.0341056	0.0784945	0.0670562	0.0654625	0.0492308	0.0566567	0.0260806	0.0154787	0.0197721	0.0375756	0.0268735	0.0197872	0.0236812	0.0271376	0.0165597	0.019722	0.0288534	0.0265875	0.0305044	0.0293014	0.0395191	0.0366208	0.0358853	0.0339146	0.0369851
pris	0.0291107	0.0357088	0.0431912	0.0476727	0.0538336	0.042666	0.0336277	0.0297472	0.0318877	0.0368796	0.0502451	0.027648	0.0184417	0.00661403	0.0123462	0.00411009	0.00810228	0.0179041	0.0244975	0.0284973	0.022939	0.0248571	0.0197789	0.0226914	0.0237342	0.0266451	0.0231125	0.0288831	0.0547413	0.0424414	0.0797214	0.0477234
une	0.0797397	0.05197	0.0359074	0.0162904	0.014773	0.00842844	0.00672312	0.0104453	0.0281787	0.045625	0.0692095	0.0864777	0.0939347	0.0394988	0.0403064	0.0262736	0.0452221	0.0327083	0.0292004	0.0305448	0.0317419	0.0256159	0.01875	0.0107661	0.0193499	0.0122008	0.0113564	0.0161029	0.0106038	0.0142474	0.0121616	0.0256459
antilope	0.104097	0.0502977	0.040408	0.0336522	0.0284001	0.0250987	0.01744	0.0190432	0.0161713	0.0239427	0.0213348	0.032697	0.0313199	0.0328805	0.0351632	0.0333863	0.0393884	0.0343567	0.0248715	0.0238451	0.0214749	0.01793	0.0171311	0.0152542	0.0200926	0.024171	0.0244594	0.0295223	0.0392695	0.0429071	0.0454093	0.0345845
dans	0.0744372	0.0537723	0.0369338	0.032491	0.0188703	0.0164721	0.0124306	0.0138569	0.0178022	0.0309715	0.0280002	0.0502737	0.0435841	0.0335113	0.0278784	0.0277951	0.0337145	0.022206	0.0208635	0.0238355	0.03232	0.0413225	0.0379217	0.0321814	0.0469376	0.0348189	0.0248612	0.0229652	0.0230932	0.0287015	0.0254568	0.0297198
le	0.0768977	0.0484664	0.0367867	0.0414954	0.0306077	0.0388015	0.0234427	0.033655	0.0260325	0.0314005	0.0229419	0.0221271	0.0248682	0.0224404	0.0248113	0.0175058	0.0191923	0.0178134	0.0147412	0.0118201	0.0222145	0.017473	0.0191077	0.0147958	0.025473	0.0242234	0.0295645	0.0310794	0.0465735	0.0386856	0.0569187	0.0880432
piège	0.0572714	0.0295415	0.0256058	0.0213466	0.0163233	0.0148528	0.0155486	0.0176466	0.0191488	0.0289045	0.0223617	0.0186866	0.0251873	0.0278616	0.0320056	0.0237843	0.0262771	0.0265999	0.0266429	0.0240572	0.0236366	0.0208722	0.0287299	0.0386935	0.0368678	0.0446907	0.0479573	0.0464161	0.0585196	0.0535863	0.0634538	0.0369219
à	0.0582814	0.0418488	0.0385408	0.049674	0.0351749	0.0356581	0.0372018	0.0294715	0.0174747	0.0130126	0.0113765	0.0133986	0.0146328	0.0130849	0.0113561	0.00899868	0.0115263	0.0116625	0.00630003	0.00660037	0.0127073	0.00890856	0.0139064	0.0146199	0.0217426	0.0368228	0.0424764	0.049957	0.0726438	0.0667439	0.105233	0.0889626
noeud	0.0523547	0.0340761	0.0280009	0.0240602	0.0128425	0.0100925	0.0128351	0.010441	0.00914165	0.011469	0.0112661	0.0231438	0.0229658	0.0211372	0.0224159	0.0124327	0.0226581	0.0226266	0.0120949	0.0117385	0.0187524	0.0127136	0.019474	0.0174405	0.022074	0.0438678	0.0525317	0.0580145	0.0678269	0.0761336	0.0973505	0.126027
coulant	0.0461719	0.0340064	0.0281461	0.0316442	0.0115698	0.0120181	0.0118989	0.0137773	0.0152676	0.0140774	0.0119416	0.019259	0.0202887	0.019467	0.0256994	0.0133549	0.0259395	0.0246867	0.0115849	0.0100875	0.0195688	0.0115813	0.0156994	0.0164766	0.0214849	0.0449481	0.0531947	0.0547684	0.0593292	0.0725235	0.0774723	0.152066
</S>	0.0359516	0.0284701	0.0228019	0.0246625	0.0101065	0.0136682	0.0122585	0.0145316	0.0145308	0.0127527	0.00875128	0.010824	0.0125307	0.0119758	0.0189533	0.00993683	0.0172645	0.0219672	0.01399	0.0139329	0.0255873	0.0214415	0.0279052	0.028941	0.0340023	0.0609432	0.0723794	0.0649498	0.0700499	0.0635741	0.0778745	0.122491
