 	a66	a87	a23	a87	a23	a87	a23	a53	a4	a58	a53	a93	a96	a11	a75	a47	a73	a40	a25	a56	a75	a47	a37	a75	a79	a7	a44	a93	a44	a66	a27	a57	a87	a23	a97	a99	a87	a97	a87	a23	a99	a97	a87	</S>
qui	0.0174101	0.0316957	0.039889	0.0332696	0.0337736	0.0226206	0.0217681	0.0233328	0.0360371	0.0345715	0.0262036	0.0420359	0.0263973	0.042452	0.0308131	0.0219816	0.0217638	0.0200197	0.0151145	0.0139083	0.0121806	0.00853744	0.00458547	0.00438372	0.00798131	0.00454084	0.00390304	0.00819148	0.0108587	0.0159342	0.0185503	0.0207115	0.0241013	0.0304603	0.0310143	0.0409243	0.0323857	0.0209848	0.0200424	0.0223381	0.0235505	0.0243299	0.0179743	0.0364774
a	0.011816	0.0108083	0.0128657	0.0148857	0.0124038	0.0223841	0.0219089	0.0192973	0.0250877	0.0220906	0.0258838	0.0399145	0.0329665	0.0344472	0.026526	0.0240063	0.0138353	0.012638	0.0168677	0.0125961	0.0146824	0.00909751	0.0206813	0.0108153	0.00969798	0.0141059	0.0150397	0.0202617	0.0305074	0.0354164	0.0329869	0.0242613	0.0312504	0.0335955	0.0328325	0.0225499	0.0204564	0.0220641	0.0217976	0.0273063	0.0363133	0.0332837	0.0356103	0.0321568
attendri	0.0292393	0.0223455	0.0191339	0.0179942	0.0171256	0.0275929	0.0197852	0.0330445	0.0368378	0.028753	0.0232626	0.0385409	0.0408867	0.0370066	0.0473438	0.0550156	0.0461192	0.0431254	0.0208561	0.0121751	0.0255404	0.00837787	0.0165653	0.00875016	0.00648766	0.00815938	0.00379881	0.00400308	0.00504292	0.00882949	0.00759921	0.010653	0.0115724	0.00890052	0.0117338	0.014876	0.012694	0.0130115	0.0150533	0.0226959	0.0277602	0.0276227	0.0381114	0.0659773
mes	0.0585505	0.024205	0.0182248	0.0119032	0.0100692	0.0208362	0.0178764	0.0144428	0.0186781	0.0160837	0.0190419	0.0390898	0.0357568	0.0262529	0.0272318	0.0186167	0.0116884	0.0100159	0.0120929	0.0117597	0.0149479	0.0126198	0.0309771	0.054999	0.0681033	0.0662145	0.028641	0.0125298	0.0106215	0.017196	0.0168983	0.0210472	0.018032	0.0165734	0.0175767	0.0129584	0.0140127	0.0215512	0.0162714	0.0200281	0.0192921	0.0201326	0.0190375	0.0273216
pieds	0.107795	0.0601589	0.0401603	0.0255698	0.0142619	0.0139981	0.0267088	0.0169435	0.0171067	0.0247614	0.0242742	0.0306904	0.0372046	0.0107961	0.0180521	0.0105386	0.00694871	0.00718138	0.00755921	0.0102951	0.0224642	0.0118457	0.0223017	0.0171367	0.0173846	0.0303321	0.0325695	0.0214187	0.0288142	0.0303642	0.0198234	0.0095749	0.0132011	0.0158726	0.0140728	0.0117806	0.015752	0.0189585	0.0243904	0.0235584	0.0264785	0.0203409	0.0304612	0.0100987
de	0.0306122	0.0171993	0.0142056	0.0101141	0.00599499	0.00683889	0.00883732	0.0101649	0.0206207	0.0227907	0.0235618	0.0799624	0.0536874	0.0480462	0.0404108	0.020869	0.0132366	0.0100124	0.00679065	0.00631641	0.0106125	0.00417045	0.00641908	0.0075357	0.0068875	0.0116287	0.0219045	0.0271064	0.029226	0.0539345	0.0607508	0.0521507	0.0465722	0.034904	0.033203	0.028368	0.0228431	0.020178	0.020552	0.0155823	0.0140164	0.00953398	0.00911829	0.00252946
porc	0.0441405	0.0178352	0.00757197	0.00419381	0.00274021	0.0053421	0.0114963	0.0143289	0.0163787	0.0119926	0.0116921	0.0256445	0.0231682	0.0193877	0.0133318	0.0126805	0.0102782	0.0114371	0.00797648	0.00541452	0.00968371	0.00310104	0.00768123	0.0042775	0.00336522	0.00488292	0.0142104	0.0229072	0.0319088	0.0384761	0.0395349	0.0443723	0.040636	0.024364	0.0325652	0.0418031	0.0458669	0.0392042	0.0662139	0.0563324	0.0592628	0.0430816	0.0409213	0.00831602
de	0.0291226	0.0221412	0.0212475	0.0232355	0.0184525	0.0207771	0.0193395	0.0255371	0.0370807	0.0198271	0.0260983	0.0348707	0.0368029	0.0312852	0.0343523	0.0185475	0.00784837	0.00795152	0.00396624	0.00310488	0.0108667	0.00277171	0.00754711	0.00510568	0.00442868	0.00686508	0.00925883	0.0136484	0.0155786	0.0214535	0.0247658	0.0240072	0.0270468	0.0154966	0.0182261	0.0332877	0.0270452	0.0251489	0.0316821	0.0440544	0.0471005	0.0437793	0.0553377	0.0439085
la	0.028827	0.0326455	0.0347085	0.0330539	0.0362643	0.025094	0.0241369	0.0172733	0.0224715	0.0204243	0.019985	0.0246422	0.0293025	0.0224755	0.0286063	0.0176691	0.0132197	0.0128307	0.00654715	0.00626312	0.0123318	0.00571082	0.00933684	0.00770163	0.00818263	0.00577811	0.00731372	0.00905947	0.0118817	0.0148344	0.0109076	0.0107717	0.0154607	0.0124735	0.0135123	0.0281924	0.026101	0.017912	0.0300373	0.0469296	0.0483596	0.0573133	0.0582969	0.0751605
sorte	0.0284051	0.0198016	0.0205416	0.0178307	0.0183421	0.0148424	0.0133868	0.0203404	0.0280992	0.0195914	0.0195702	0.0315405	0.0419416	0.0342438	0.0391934	0.0269654	0.0234348	0.0353275	0.0296614	0.0156888	0.0323543	0.0115328	0.0112688	0.0052312	0.00538239	0.00829476	0.0132462	0.0104135	0.0171494	0.0186425	0.0109649	0.0139877	0.0209073	0.016373	0.0190991	0.0141167	0.0198397	0.0243412	0.0320503	0.0312788	0.0411945	0.030694	0.044372	0.0485162
