 	a23	a87	a40	a20	a57	a20	a73	a2	a40	a73	a44	a26	a94	a13	a38	a98	a73	a84	a87	a23	a53	a15	a73	a32	a73	a4	a94	a44	a57	a87	</S>
il	0.0567095	0.040963	0.0331509	0.0888435	0.059924	0.0490805	0.0450566	0.0368693	0.031718	0.043356	0.0349535	0.062367	0.0318619	0.0283323	0.0247915	0.0178428	0.0234576	0.0181508	0.015801	0.0124121	0.0213101	0.0261318	0.0337441	0.0287064	0.0287827	0.0208844	0.0172278	0.016516	0.0179653	0.0121137	0.020976
y	0.0116496	0.0124899	0.00976455	0.011822	0.0107699	0.0220875	0.0290006	0.0302984	0.0194155	0.0289702	0.0218156	0.042383	0.037348	0.0539676	0.065172	0.0549095	0.0611574	0.0219065	0.0141455	0.00820001	0.00663555	0.00511267	0.00670634	0.0109509	0.0242723	0.0283707	0.0495714	0.0595357	0.0686762	0.0858057	0.0870891
a	0.0293893	0.0279274	0.00788124	0.00882797	0.00763454	0.00764056	0.0144146	0.0106001	0.00759736	0.00878314	0.00989827	0.0162428	0.00941083	0.0120019	0.0101375	0.00804027	0.011281	0.00695752	0.00483106	0.00445602	0.00257079	0.00806972	0.0153404	0.00926024	0.0207339	0.0386785	0.0494111	0.137608	0.125153	0.153617	0.215604
autant	0.0730025	0.103527	0.101532	0.0741458	0.0395059	0.0306913	0.0316575	0.0488244	0.0443636	0.0229896	0.0290008	0.0207625	0.0139266	0.0112913	0.0116348	0.0203377	0.0259812	0.0368332	0.0269677	0.0278333	0.0403603	0.0463397	0.0341354	0.0201674	0.0102871	0.0115247	0.00977664	0.00738231	0.00738221	0.00918744	0.00864814
de	0.0807419	0.079353	0.0796103	0.0757541	0.0483715	0.0281264	0.0232798	0.029091	0.0267453	0.00978116	0.010584	0.0146803	0.0151154	0.0173825	0.0131197	0.0294926	0.028246	0.0196308	0.018672	0.0198096	0.0276634	0.0250122	0.0144458	0.00704407	0.00727271	0.00867408	0.0145868	0.0153706	0.0212984	0.0478103	0.143234
couteaux	0.0670484	0.0565624	0.0452981	0.0383876	0.0426195	0.0313147	0.0286267	0.0220558	0.0358513	0.0285477	0.0138548	0.0212289	0.0244507	0.0245762	0.0208344	0.020133	0.0234338	0.0150439	0.0130063	0.0145761	0.0183787	0.0156455	0.0131682	0.0132091	0.0171051	0.0315597	0.0419612	0.04949	0.0542125	0.0741024	0.0837173
que	0.063325	0.0536876	0.0598881	0.0554465	0.0582811	0.0433358	0.0332468	0.0373024	0.0314831	0.0288865	0.0161563	0.0286976	0.0285554	0.0414415	0.0292702	0.0418399	0.0491705	0.0297732	0.00930092	0.010094	0.0100318	0.00932547	0.00795342	0.00868718	0.011055	0.0145575	0.0221408	0.0192166	0.026441	0.0451057	0.0763031
des	0.0786978	0.0548239	0.0295824	0.0323958	0.0282284	0.0201008	0.00699317	0.0111767	0.00695152	0.00732156	0.00388107	0.00850793	0.00929576	0.0115887	0.00928646	0.0142405	0.0254673	0.011866	0.00829053	0.00846403	0.0102815	0.0220589	0.0174839	0.0178179	0.0210357	0.0346873	0.0583918	0.0687743	0.0677528	0.100692	0.193863
fourchettes	0.070316	0.0792275	0.0412335	0.0698185	0.020496	0.0107566	0.00556178	0.0073836	0.00606973	0.00493829	0.00413974	0.00735494	0.00867988	0.00760593	0.0103233	0.0178563	0.0263033	0.0134396	0.0162057	0.0183122	0.032128	0.043932	0.0305591	0.0185693	0.0369405	0.0367189	0.0449249	0.0598016	0.0622314	0.0710073	0.117165
</S>	0.0674284	0.0459134	0.0147151	0.0223762	0.0111395	0.00397938	0.00368179	0.00545763	0.00760023	0.00827064	0.00420871	0.0156578	0.0123677	0.0092922	0.00813182	0.0100629	0.00912149	0.00698577	0.00330461	0.0030284	0.00719421	0.0103535	0.0164417	0.0158945	0.0504135	0.0281042	0.050947	0.0622491	0.0716273	0.12493	0.289121
