 	a66	a87	a23	a87	a23	a99	a88	a71	a9	a53	a11	a75	a92	a37	a12	a93	a44	a96	a54	a79	a44	a5	a61	a21	a5	a37	a6	a36	a54	a36	a2	a57	a87	a23	a10	a83	a18	a70	a66	a13	a66	a99	a13	a9	a24	a9	a87	</S>
je	0.028351	0.0322036	0.0219387	0.0132028	0.0268792	0.0369967	0.0414849	0.0490223	0.0416586	0.0449643	0.0398288	0.0345803	0.0289376	0.021303	0.0124483	0.0232702	0.0183166	0.0182211	0.014422	0.0105861	0.00939712	0.0104052	0.00802125	0.00517773	0.00994967	0.00988934	0.0180358	0.0119444	0.0221713	0.0171293	0.045509	0.0317565	0.0186988	0.019391	0.018861	0.0152399	0.0159908	0.0281752	0.0123246	0.0156746	0.0163962	0.00873928	0.0094533	0.0103793	0.0110521	0.0136902	0.0120888	0.0158419
ne	0.0146092	0.00852903	0.0146342	0.00707363	0.00495275	0.00809331	0.0103143	0.0116542	0.0148858	0.0155174	0.0148691	0.0223055	0.0192678	0.0291967	0.0211537	0.0198657	0.0227564	0.0297113	0.0331357	0.0295051	0.0459016	0.0423535	0.0490457	0.0485022	0.0342896	0.0403814	0.0289151	0.0384767	0.0146627	0.0151899	0.0173441	0.0175322	0.011955	0.0191334	0.00869222	0.0102354	0.0149633	0.00892217	0.0125539	0.0127578	0.0128367	0.0186359	0.0152935	0.0203829	0.0193005	0.0193643	0.0207198	0.0296277
veux	0.0187527	0.00800727	0.0105086	0.00425082	0.00293789	0.00641479	0.0090734	0.0060354	0.0108181	0.00917912	0.00867545	0.0193676	0.018312	0.0181019	0.026101	0.0179814	0.021825	0.0408567	0.0664533	0.0501109	0.104348	0.0678264	0.0777436	0.0569997	0.0433477	0.0477591	0.0429467	0.0316784	0.028099	0.0319588	0.00424635	0.0056454	0.00706941	0.00726969	0.00267818	0.0027656	0.00244735	0.00257171	0.00230537	0.00387469	0.00310766	0.00531652	0.00554212	0.00724525	0.00593341	0.006436	0.00820332	0.0108716
pas	0.0556451	0.0363634	0.0250898	0.0148822	0.00893551	0.00878863	0.0193452	0.013635	0.0164916	0.0153903	0.0149841	0.0178791	0.0190765	0.00957997	0.00761413	0.0141061	0.0158206	0.0207644	0.0166831	0.0132328	0.0194865	0.0167954	0.0155516	0.0138455	0.0128621	0.0159199	0.0124273	0.00936112	0.0127385	0.0119171	0.0118654	0.0209108	0.0236249	0.0292199	0.026717	0.020138	0.0109965	0.0177077	0.0183692	0.0217169	0.0304298	0.0186611	0.0426153	0.0447946	0.030697	0.0386375	0.0343602	0.0533257
que	0.0554368	0.037834	0.0289547	0.0266997	0.0184024	0.00779666	0.00445303	0.00270707	0.0031232	0.00204584	0.00212114	0.00603637	0.00516671	0.00331039	0.00980776	0.00639572	0.0109589	0.02755	0.03447	0.0178452	0.0789016	0.0771018	0.0703059	0.0673531	0.0356383	0.0324714	0.0242343	0.0193559	0.0205752	0.0259522	0.0134555	0.0200086	0.0250234	0.0285476	0.0186812	0.010883	0.00789758	0.0109289	0.0100808	0.0105006	0.0124814	0.0126448	0.0141552	0.0111859	0.00704323	0.00740148	0.00823689	0.00783848
tu	0.0155953	0.00927262	0.00766092	0.00442336	0.00214596	0.00141482	0.00204909	0.00155498	0.00218912	0.00167377	0.00194509	0.00426852	0.00643476	0.0043744	0.0153284	0.0191917	0.0223001	0.0491342	0.0496429	0.0395784	0.0958747	0.0708137	0.0896442	0.0736285	0.0426899	0.0362654	0.0275305	0.0181748	0.0258477	0.0349171	0.0152143	0.0394667	0.0353006	0.0588173	0.0171631	0.0115739	0.00625334	0.00820172	0.00324823	0.00272272	0.00311131	0.00256741	0.00297286	0.00439146	0.00272572	0.00314226	0.00432214	0.00323981
restes	0.0271208	0.0178603	0.0134232	0.00771909	0.0033041	0.00160789	0.00224799	0.0017073	0.00268256	0.00181021	0.00218285	0.00406797	0.00705796	0.00520479	0.0213152	0.00751908	0.0183075	0.0343038	0.0469068	0.0348156	0.110252	0.0572795	0.0891841	0.104241	0.0430432	0.0244127	0.0150933	0.010265	0.0199324	0.0231239	0.0126849	0.028124	0.0315889	0.0564372	0.0235038	0.0182257	0.00917966	0.00869794	0.0054928	0.00496507	0.00393037	0.00411885	0.00481908	0.00675011	0.00580711	0.00538593	0.00796508	0.00433206
près	0.0722632	0.0486193	0.0529695	0.0364419	0.0219851	0.0126163	0.0063914	0.00429386	0.00583543	0.00428356	0.00344866	0.00635528	0.00547479	0.00617252	0.00997051	0.00760878	0.0108804	0.0130964	0.014303	0.0119537	0.0234696	0.018628	0.016207	0.0191185	0.010136	0.0046775	0.00650281	0.00496951	0.0108294	0.00804642	0.00609306	0.0147938	0.0145881	0.0145118	0.0239363	0.029521	0.0258869	0.0340897	0.0258131	0.0293842	0.0451354	0.0298495	0.0446755	0.0373698	0.0396319	0.0418092	0.0321909	0.0331714
de	0.0309979	0.0283472	0.0274054	0.0206302	0.0148524	0.0119221	0.00719368	0.00599372	0.00726698	0.00653722	0.00621323	0.00808366	0.0091362	0.0120522	0.0163725	0.0146142	0.014049	0.01734	0.0163301	0.0124044	0.0198398	0.0197649	0.0175755	0.0174562	0.0167092	0.0158016	0.0186343	0.0172505	0.021931	0.0175976	0.0223705	0.027123	0.0201256	0.0224008	0.0269442	0.0209704	0.0187878	0.032918	0.016482	0.0296809	0.0472946	0.0356431	0.0318107	0.0324947	0.0299156	0.0350572	0.0319777	0.0477004
moi	0.0345471	0.0316199	0.0333559	0.0223883	0.0132445	0.0115832	0.00732478	0.0067779	0.00694634	0.00602912	0.00578367	0.00859133	0.00802934	0.0117483	0.0217863	0.012889	0.0145605	0.0208336	0.0220873	0.0163418	0.0286016	0.0275973	0.0261686	0.0232856	0.0190115	0.0149545	0.0169257	0.015472	0.0152364	0.0161336	0.0199821	0.0165803	0.0165835	0.0211584	0.0239873	0.0193769	0.0176844	0.0304237	0.0162592	0.0237913	0.0412901	0.0250323	0.0248876	0.0261931	0.0234418	0.0338965	0.0312722	0.0683046
