 	a66	a87	a10	a87	a83	a75	a85	a6	a37	a90	a94	a58	a61	a21	a85	a6	a56	a94	a90	a4	a90	a56	a34	a21	a12	a18	a21	a5	a18	a25	a82	a87	a23	a87	a23	a97	</S>
j'	0.0284309	0.0427787	0.0257578	0.0299268	0.0394088	0.0424828	0.048884	0.0616742	0.190565	0.117386	0.0923731	0.0240994	0.017579	0.0118864	0.00909039	0.0109166	0.0108119	0.0157453	0.0171626	0.0154931	0.00965373	0.00950137	0.0116756	0.00857482	0.00510152	0.00633695	0.0048186	0.00744591	0.00571257	0.00638155	0.00825548	0.00554429	0.00790924	0.00624555	0.0113431	0.00804953	0.0249972
ai	0.0196432	0.0139279	0.0158431	0.0138537	0.0161066	0.0168533	0.0187112	0.0228	0.0177822	0.0223075	0.0302747	0.0416129	0.0408952	0.0510583	0.0843454	0.064048	0.0412345	0.0261416	0.0158413	0.0201424	0.0201385	0.0105329	0.00866014	0.0115795	0.015546	0.0280334	0.0264338	0.0414209	0.0312527	0.025275	0.0250097	0.045416	0.0220743	0.0245471	0.0232719	0.0244327	0.0229524
déjà	0.0333875	0.0213006	0.0178253	0.0170763	0.0183311	0.0165036	0.0241381	0.0219456	0.016646	0.0175028	0.0249543	0.0398362	0.0391138	0.0551614	0.0675779	0.0585238	0.0283092	0.0290156	0.0176528	0.014439	0.0116187	0.0132423	0.015984	0.0115819	0.0114534	0.0118823	0.0174179	0.0203847	0.0222869	0.0310905	0.0259113	0.0346596	0.0358961	0.0461524	0.0268964	0.0388079	0.0454929
attrapé	0.0317141	0.0276684	0.0262101	0.0190034	0.013757	0.0177382	0.0138081	0.011868	0.00790419	0.00913461	0.0105763	0.0173956	0.0210285	0.0189207	0.0228349	0.0303566	0.0422542	0.0581506	0.0973597	0.0816641	0.0636978	0.0583498	0.0435253	0.0331742	0.0323433	0.0263746	0.0146462	0.0352432	0.01291	0.00756137	0.020083	0.00804307	0.0148356	0.0111955	0.0129883	0.00760865	0.018073
un	0.0315737	0.0260861	0.0241848	0.0233524	0.016763	0.0148729	0.0131616	0.0106712	0.00945383	0.00981079	0.0129043	0.0134168	0.0136152	0.0122043	0.00952393	0.0152838	0.018548	0.020586	0.0263513	0.0254029	0.0280963	0.0296487	0.0591805	0.04666	0.0539958	0.050712	0.0476394	0.0396943	0.0301706	0.0213771	0.0310473	0.0311622	0.0358494	0.038818	0.0305629	0.0364125	0.0412062
barbu	0.0767506	0.0711103	0.0552369	0.04488	0.0437678	0.0482588	0.0501307	0.0404931	0.0268964	0.0231075	0.0211632	0.0285125	0.0266247	0.0251603	0.0170524	0.0230673	0.0248781	0.0336562	0.0330345	0.0250409	0.0254673	0.0283638	0.0259756	0.0327769	0.0268732	0.0170778	0.0193925	0.0126195	0.0119165	0.0107416	0.0105032	0.00561164	0.00888427	0.00674628	0.00801927	0.00394462	0.0062641
à	0.046751	0.0538646	0.0490601	0.0455764	0.0532334	0.0478856	0.0532721	0.0382904	0.0217905	0.0185803	0.0267062	0.0470228	0.0424649	0.0430476	0.0270089	0.0278058	0.0192923	0.0246515	0.018381	0.021099	0.02048	0.0166169	0.0173725	0.0193512	0.0173198	0.0183072	0.0162941	0.00944727	0.0139889	0.0100933	0.0166283	0.0182474	0.0127355	0.0158014	0.0134921	0.0142798	0.02376
diadème	0.0761377	0.0506788	0.0469074	0.0278154	0.03792	0.0352149	0.0504569	0.0357492	0.0245703	0.0194492	0.0239041	0.0368427	0.0326994	0.0202999	0.0147146	0.0137906	0.0137768	0.0195584	0.0152474	0.0219512	0.0207638	0.0144797	0.0198146	0.0180493	0.0222665	0.0202472	0.0189132	0.0195755	0.0178695	0.0179723	0.0212083	0.0244553	0.0344126	0.0328864	0.0270542	0.0239568	0.0283898
dans	0.0574873	0.0434191	0.0367149	0.0304982	0.0372914	0.02741	0.0353773	0.0279403	0.023895	0.0209351	0.0332214	0.0313775	0.0249501	0.0204785	0.0196455	0.0180213	0.0175416	0.0179249	0.0164862	0.0208209	0.0212472	0.0155174	0.0189524	0.015854	0.0168053	0.0161607	0.0167012	0.0240327	0.0174061	0.0182549	0.0262507	0.0311808	0.0436427	0.0465316	0.0311901	0.0349761	0.0438599
le	0.0684848	0.0354463	0.0230794	0.0195351	0.0223843	0.0232395	0.024876	0.0236621	0.0276649	0.0276809	0.0396473	0.0259614	0.0214168	0.0204731	0.0199212	0.0173645	0.0159076	0.014441	0.0110898	0.0194601	0.0217624	0.0166887	0.0194809	0.015138	0.0183463	0.0219796	0.0294838	0.0326305	0.0312317	0.0289002	0.0280852	0.0359514	0.0457577	0.0435301	0.0296769	0.0419336	0.0376869
gluau	0.0404981	0.0352329	0.029623	0.030252	0.0330493	0.0318636	0.0322435	0.024747	0.024443	0.0216125	0.0264042	0.0288919	0.0226234	0.0235728	0.0222908	0.0198898	0.019304	0.0150698	0.0131209	0.0217568	0.0320378	0.0344819	0.0358125	0.0315587	0.019364	0.0258378	0.0111895	0.0240477	0.0206735	0.0210882	0.0265584	0.0203825	0.0271351	0.0291953	0.0415607	0.0237906	0.0587962
</S>	0.035718	0.0223938	0.0101338	0.00801505	0.0139777	0.0108924	0.0106053	0.00678604	0.0159324	0.0151215	0.0197739	0.00972941	0.0126922	0.00804076	0.00846693	0.004779	0.00621833	0.00609382	0.00508212	0.0108701	0.0141223	0.0283833	0.0494468	0.0491092	0.0455453	0.0433236	0.0484105	0.0395949	0.0358254	0.0416273	0.0521434	0.0347562	0.0481475	0.0572682	0.0527348	0.0516999	0.0665389
