 	a23	a79	a69	a58	a54	a44	a25	a44	a90	a25	a92	a85	a47	a36	a75	a5	a61	a21	a37	a75	a85	a5	a61	a18	a25	a10	a87	a23	a87	</S>
le	0.0533519	0.0808103	0.0581211	0.0344116	0.0478325	0.0361905	0.0268341	0.0245917	0.0414983	0.0313437	0.0398658	0.0455603	0.0455167	0.0265986	0.0270254	0.0191178	0.0147076	0.013363	0.0145121	0.0168604	0.0184003	0.0190434	0.0248492	0.0268584	0.0234139	0.0189956	0.0207627	0.0321138	0.029887	0.0875623
sculpteur	0.00418083	0.0259724	0.0425548	0.0700337	0.0687335	0.0540481	0.0535696	0.0510219	0.0537727	0.0646073	0.232083	0.135045	0.0526794	0.0219678	0.0177592	0.01296	0.00706122	0.0091986	0.00732566	0.00431352	0.0030463	0.00215135	0.000944493	0.000899697	0.000293179	0.000367528	0.000630173	0.000504274	0.00109717	0.00117767
est	0.0513251	0.0653432	0.0530132	0.067785	0.0543632	0.0704528	0.069957	0.0724627	0.0389021	0.0186417	0.0300853	0.0401336	0.040297	0.0409965	0.0406893	0.0279101	0.0231074	0.0251935	0.0185445	0.00997602	0.00460238	0.00553376	0.00823554	0.0264719	0.0150374	0.0115592	0.023696	0.0163803	0.022006	0.00729818
en	0.0168527	0.0112554	0.0137486	0.00953176	0.0106562	0.00911957	0.0175033	0.0337213	0.0245763	0.0248978	0.0247161	0.0407173	0.0445873	0.0649952	0.100976	0.0772131	0.0761902	0.0551247	0.0650349	0.0460062	0.0126654	0.0179565	0.0271437	0.0431765	0.0162622	0.025583	0.022246	0.0213348	0.0188636	0.0273443
train	0.0567035	0.0368279	0.0263478	0.0166367	0.0197582	0.00977158	0.00758484	0.0117477	0.0170162	0.0301748	0.0273361	0.0958684	0.0766869	0.0783612	0.0925056	0.0719298	0.0556677	0.0804152	0.057887	0.0378248	0.0155945	0.019444	0.0139289	0.0159447	0.00625612	0.00407706	0.0035076	0.0051553	0.00432886	0.00471137
de	0.0582722	0.0551693	0.043619	0.0195694	0.0249895	0.0183211	0.0226127	0.0239457	0.0250789	0.0296849	0.0300081	0.0273865	0.0240529	0.0273189	0.0223387	0.0158921	0.0197914	0.013224	0.0137051	0.0119946	0.0122564	0.0156496	0.0195512	0.0209059	0.0387895	0.0673343	0.0792226	0.0812259	0.0787695	0.0593201
tailler	0.0290755	0.0285328	0.022128	0.0170674	0.0321433	0.0428507	0.0431413	0.0453078	0.0848345	0.137445	0.156486	0.100699	0.0574482	0.0513993	0.0153324	0.0128085	0.00997696	0.00727061	0.00588504	0.00515948	0.0035346	0.00458263	0.00493835	0.00531726	0.00644783	0.0127186	0.0162854	0.0134405	0.0161233	0.0116193
la	0.101134	0.0426805	0.0209664	0.0129597	0.0101533	0.00793251	0.00653036	0.00736412	0.0152473	0.0333549	0.0246369	0.0137901	0.0119821	0.0110209	0.00661722	0.00698597	0.00603446	0.00642093	0.00705429	0.0103361	0.0137635	0.0459759	0.0522488	0.0664349	0.0793784	0.127654	0.0799263	0.0613582	0.0650259	0.0450321
pirogue	0.0353814	0.0263727	0.015389	0.0123865	0.00959014	0.00421536	0.00430562	0.00407903	0.0052102	0.00595071	0.00689109	0.00720888	0.00904367	0.011742	0.0165367	0.0130056	0.00968298	0.00670085	0.0085119	0.0161836	0.0161518	0.0331358	0.0540897	0.0693249	0.0991713	0.0940819	0.0996376	0.113452	0.0911365	0.101431
</S>	0.0415249	0.0395319	0.0249707	0.018988	0.0168919	0.0161959	0.0236876	0.0169979	0.0138642	0.00720783	0.00609936	0.0102536	0.018253	0.0332367	0.0302141	0.0280352	0.0276067	0.017198	0.0263946	0.0309433	0.0209274	0.0242834	0.030207	0.0354504	0.0596151	0.0597685	0.061077	0.08079	0.066547	0.113239
