 	a87	a23	a53	a93	a57	a9	a53	a90	a76	a73	a94	a98	a73	a44	a98	a85	a61	a21	a98	a71	a38	a47	a0	a24	a25	a10	a38	a90	a70	a98	a92	a75	a5	a96	a21	a47	a88	a25	a38	a75	a47	a36	a57	a87	a23	a87	</S>
ne	0.0301758	0.0290988	0.0504123	0.0498956	0.0797025	0.0347508	0.0319718	0.0292529	0.0288438	0.0323205	0.0369573	0.0201868	0.0239761	0.0238911	0.0272013	0.021546	0.0356655	0.0311196	0.0292648	0.0147792	0.0110465	0.0104596	0.0107496	0.0111702	0.00847222	0.0105646	0.00983216	0.00927215	0.00820209	0.00666665	0.0067282	0.00579676	0.00583875	0.00465785	0.00651855	0.00447718	0.00853424	0.00990755	0.0130105	0.0162769	0.0172155	0.0281343	0.0245817	0.0196792	0.0239173	0.0143636	0.0329141
me	0.00539359	0.00381895	0.00347789	0.00636608	0.0117545	0.00915073	0.0234525	0.0160976	0.0237979	0.0253872	0.0274202	0.0252755	0.0198427	0.0222847	0.0231065	0.0311034	0.0384085	0.0438773	0.0319301	0.0531231	0.064623	0.0270883	0.0234939	0.0178089	0.0399056	0.0378259	0.0284541	0.0340686	0.0231992	0.0163068	0.0126215	0.0139905	0.0117849	0.011504	0.00939536	0.0111216	0.00962091	0.0114188	0.0133068	0.0167117	0.0183623	0.0162523	0.0200231	0.0189326	0.0182118	0.0152365	0.0136624
prends	0.00622647	0.00407552	0.00435327	0.00804815	0.00856402	0.0102207	0.00554901	0.0104968	0.00974567	0.0193433	0.0212695	0.0333521	0.0282955	0.0297625	0.0344113	0.0377777	0.0451788	0.0421364	0.0224191	0.027761	0.0296262	0.0342833	0.0587937	0.0514662	0.0561144	0.0519083	0.0426231	0.056471	0.0227857	0.0103644	0.00543824	0.00310171	0.00330124	0.00298649	0.00476321	0.00582726	0.00695836	0.00732087	0.0115391	0.0130458	0.0213604	0.0183123	0.0134979	0.0117156	0.0129696	0.0169525	0.0174861
pas	0.0223086	0.0296299	0.0201285	0.014104	0.0141482	0.0564408	0.0409622	0.0521014	0.0278267	0.0331002	0.0408845	0.0344797	0.04131	0.0205206	0.027798	0.0250607	0.0249922	0.027787	0.0317184	0.0386178	0.0322568	0.0212006	0.0132591	0.0223514	0.0133809	0.0130498	0.0136872	0.0139647	0.0215956	0.019667	0.0180294	0.0229763	0.0200778	0.0314388	0.0168466	0.00937272	0.00494767	0.00535516	0.00652745	0.00540635	0.0059592	0.00505669	0.00637302	0.00560934	0.00590869	0.0073238	0.0144585
pour	0.0280175	0.0176133	0.0146663	0.0172455	0.0156696	0.015573	0.0132529	0.0177517	0.0194864	0.0142998	0.0192434	0.0209781	0.0206011	0.0240365	0.0203548	0.0268644	0.028066	0.0276534	0.0298972	0.0335498	0.0508796	0.0387624	0.0274124	0.0285135	0.025062	0.0199635	0.0127356	0.0168769	0.0171891	0.01436	0.0132926	0.0142771	0.011706	0.0119989	0.0130981	0.0142459	0.0174306	0.0191012	0.0164356	0.0211915	0.0228538	0.0224697	0.0271473	0.0254356	0.0248952	0.025348	0.0224968
un	0.030127	0.0173617	0.0153655	0.0156397	0.0114808	0.0111784	0.00919503	0.00856715	0.010481	0.00914652	0.0128336	0.0134824	0.0153648	0.0171329	0.0149978	0.0145236	0.0168499	0.0177486	0.0198515	0.0208792	0.0287087	0.0336475	0.0391127	0.0381655	0.0323045	0.0271816	0.0204304	0.0250202	0.0165658	0.0132784	0.0129765	0.013251	0.0138136	0.0129961	0.0170663	0.0143539	0.0170534	0.0195348	0.0239972	0.034755	0.0368942	0.0477634	0.0354516	0.0294744	0.0310413	0.0255688	0.0373858
profane	0.0176718	0.0174472	0.016811	0.0119384	0.0102565	0.0140278	0.0119856	0.00984016	0.0149427	0.0126849	0.0251935	0.0234433	0.0276104	0.0144733	0.0194798	0.0139825	0.0179572	0.0239205	0.029273	0.0417005	0.0331909	0.0320644	0.0357673	0.0681263	0.0485354	0.0497817	0.0407465	0.0409135	0.025144	0.0219037	0.0221124	0.018674	0.0183578	0.00981641	0.0119863	0.015228	0.0135432	0.00469976	0.0049976	0.0150697	0.0137806	0.0139981	0.018312	0.0102644	0.0138761	0.0126297	0.0118404
en	0.0763461	0.037331	0.0328928	0.0246742	0.0145142	0.0176343	0.0110696	0.0091238	0.0176929	0.0126646	0.019725	0.0144178	0.0158817	0.0197262	0.0220023	0.021456	0.0225521	0.0241799	0.0265088	0.0196244	0.0220406	0.0267579	0.0290922	0.0149309	0.00963897	0.00700477	0.00494237	0.00493081	0.00294812	0.00372218	0.00719588	0.00666924	0.00614117	0.00854864	0.00817008	0.00798617	0.00701265	0.0221139	0.0133514	0.0245079	0.0484172	0.0485741	0.0449208	0.0522156	0.0400265	0.0387524	0.0293699
construction	0.0249873	0.0286798	0.0324498	0.0232458	0.0194122	0.0210053	0.0135798	0.0111288	0.0125772	0.00954919	0.0177227	0.0138012	0.0130068	0.0152959	0.0214985	0.0270685	0.0446562	0.0655233	0.046443	0.0596801	0.0303023	0.0356688	0.0376544	0.0283505	0.0295297	0.024474	0.0242083	0.0249983	0.0224954	0.0185855	0.0201872	0.0170427	0.0115174	0.0116818	0.00489626	0.00517494	0.0053308	0.00280388	0.00269062	0.0069073	0.0118903	0.0146146	0.0125217	0.00798653	0.0173853	0.0222167	0.0275737
de	0.0267386	0.0165226	0.0202697	0.0100684	0.0128213	0.0070041	0.0110044	0.00852726	0.0123406	0.0102968	0.0155111	0.00572948	0.00436279	0.00734969	0.00668873	0.0132228	0.0133107	0.0117232	0.0116156	0.0107155	0.0138944	0.0264164	0.0188625	0.0117869	0.0099262	0.00670329	0.00722215	0.0138346	0.0129415	0.0115835	0.0116637	0.0105024	0.0115187	0.011207	0.0177659	0.0237224	0.0177366	0.0254194	0.0214553	0.0482896	0.0641228	0.0704361	0.0596031	0.0665725	0.0653047	0.0491926	0.0564929
maison	0.018354	0.0099417	0.00932951	0.00559201	0.00839012	0.00418933	0.00662134	0.00536477	0.0078592	0.00405329	0.00754051	0.005919	0.00463569	0.00545991	0.00405369	0.00634621	0.00832179	0.00647076	0.00980143	0.0127757	0.0148052	0.0236494	0.0210671	0.0133733	0.0141831	0.00821323	0.0087995	0.015374	0.0140206	0.0144424	0.012538	0.012166	0.0182457	0.0168573	0.0295007	0.0384582	0.0264816	0.0419278	0.0441547	0.0647193	0.0828823	0.0924642	0.0494689	0.0651702	0.0485683	0.0360279	0.0214212
</S>	0.0164583	0.0076502	0.0117059	0.00898479	0.0107077	0.00392847	0.00395133	0.00346821	0.00451681	0.00232862	0.00462571	0.00378128	0.00349698	0.0062344	0.00445074	0.00731311	0.0147816	0.00989915	0.0206865	0.0256508	0.0240598	0.0267819	0.02032	0.0119164	0.0118952	0.00709625	0.00759388	0.011654	0.0123504	0.0117725	0.0100197	0.00918231	0.00978407	0.0096929	0.0149192	0.0236029	0.0241479	0.0391237	0.0446647	0.0784861	0.0935137	0.0962256	0.0518869	0.0720185	0.0483987	0.0339285	0.0203437
