 	a66	a87	a97	a87	a23	a30	a53	a15	a79	a56	a75	a5	a12	a31	a62	a61	a75	a56	a75	a5	a37	a47	a88	a71	a9	a97	a87	a97	a99	a97	a87	a23	a99	a87	</S>
notre	0.0515388	0.0572437	0.0783894	0.057004	0.0446399	0.0428449	0.047649	0.0278815	0.0183434	0.0289407	0.0208431	0.0140742	0.0111459	0.0116367	0.0134697	0.00956765	0.00724075	0.00725458	0.00756877	0.0117483	0.0227563	0.0269648	0.0266377	0.0342468	0.0321798	0.0411586	0.0362467	0.0321854	0.0289198	0.0298579	0.0250283	0.0274882	0.030266	0.0156088	0.0214299
maman	0.00751349	0.0107597	0.0143668	0.0221889	0.0321852	0.0600557	0.0597324	0.0442661	0.0147406	0.0128279	0.0206279	0.105387	0.111901	0.162092	0.090817	0.0814316	0.0304661	0.0202616	0.0171359	0.0101829	0.00618891	0.00686364	0.00445459	0.00694757	0.00576579	0.00444756	0.00479461	0.00521627	0.00605053	0.00354166	0.00342299	0.00299622	0.00503644	0.00374137	0.00159175
a	0.103931	0.114237	0.109816	0.0923156	0.0918274	0.0326481	0.0344191	0.0129981	0.00797879	0.0017747	0.0140045	0.0119157	0.010897	0.00834795	0.00991574	0.0316418	0.0212794	0.0225977	0.016487	0.0142443	0.0165424	0.00940947	0.00769217	0.0083976	0.0233359	0.010919	0.0156707	0.0132673	0.0203777	0.0186601	0.0138221	0.0172363	0.0283	0.0206662	0.0124269
un	0.0356781	0.02428	0.0113007	0.0121967	0.0119931	0.00471631	0.00563534	0.00808546	0.0209232	0.012993	0.0150283	0.0124738	0.0111297	0.00968145	0.00965535	0.0348937	0.028439	0.0241821	0.0286556	0.0234711	0.0208124	0.0218272	0.0269894	0.0404205	0.0436834	0.04687	0.0580931	0.0509005	0.0512169	0.0521711	0.0487408	0.0528263	0.0513438	0.0439979	0.0446947
panier	0.0200147	0.0142242	0.0140308	0.0134077	0.0165819	0.0165943	0.0211007	0.0344866	0.0682997	0.0858403	0.0851425	0.0493085	0.0754891	0.0468489	0.0806978	0.0743878	0.0513321	0.0320105	0.0186602	0.0117729	0.00877884	0.0102853	0.00875816	0.00978392	0.00713617	0.00371938	0.00484061	0.0126512	0.0042533	0.0070448	0.018383	0.0128052	0.0197727	0.0217162	0.0198401
de	0.035757	0.0202754	0.0162078	0.0230916	0.0170701	0.0106051	0.0185948	0.0371787	0.0601129	0.0334673	0.0292346	0.0216607	0.0130219	0.0166064	0.0225561	0.03344	0.0189767	0.0124989	0.00886163	0.0124985	0.0241339	0.0365399	0.051444	0.0326634	0.0349778	0.0302969	0.0338063	0.0442179	0.0250172	0.0345395	0.0339612	0.0375497	0.041518	0.0302167	0.0474015
pêche	0.0474248	0.0267664	0.0119434	0.0103321	0.00694552	0.00475845	0.00612302	0.0080131	0.0100245	0.0150724	0.0127489	0.0134177	0.0112517	0.0131112	0.0141356	0.0198243	0.0202107	0.0356612	0.027813	0.0111191	0.0216014	0.0223723	0.0326801	0.0327113	0.0699016	0.0524036	0.0627778	0.0564466	0.065064	0.0541151	0.0341653	0.0493736	0.0475674	0.0324231	0.0396996
dans	0.104639	0.072908	0.026524	0.0239353	0.0127241	0.0115179	0.0129748	0.0128152	0.0153358	0.0166002	0.0127607	0.0109907	0.00949109	0.0116228	0.0143748	0.0112705	0.0137651	0.0266812	0.0225654	0.00589185	0.0139229	0.0122018	0.0206037	0.0231969	0.0464317	0.0416726	0.065334	0.0877798	0.0432168	0.034953	0.0318776	0.0415928	0.0365588	0.0315079	0.0197615
la	0.0240227	0.0179351	0.0149725	0.013385	0.00845189	0.005877	0.00596489	0.00517322	0.00555259	0.00687428	0.00411446	0.00469831	0.00393028	0.00526557	0.00605959	0.00758512	0.00999725	0.0157396	0.013631	0.00982744	0.0344498	0.0416117	0.0613667	0.0690299	0.0775642	0.114634	0.0850309	0.0683003	0.0575529	0.0358518	0.0325145	0.0396534	0.0340267	0.0266301	0.032725
maison	0.0132468	0.0108931	0.00833279	0.0116997	0.0136708	0.0132893	0.0103626	0.010595	0.00784778	0.0057404	0.00325873	0.00500332	0.0052654	0.00858159	0.0291212	0.0272534	0.0254965	0.0272923	0.0217202	0.0118672	0.0183221	0.0200679	0.0488497	0.0427159	0.0513878	0.0528999	0.0452327	0.0649922	0.0538458	0.0576037	0.0502344	0.0719299	0.0475789	0.0508944	0.0529066
</S>	0.0252017	0.0202073	0.0138296	0.01455	0.0133414	0.0112784	0.0146422	0.019679	0.0138291	0.00854246	0.012512	0.0152757	0.0139809	0.0107671	0.0212077	0.0246555	0.023427	0.0214664	0.0124191	0.00992295	0.0143321	0.0179873	0.028522	0.0229895	0.0217774	0.0225246	0.0294401	0.0510509	0.0263783	0.0397762	0.0722061	0.0696766	0.076355	0.0923414	0.0939069
