 	a87	a23	a62	a88	a18	a43	a56	a96	a83	a0	a21	a43	a75	a37	a98	a92	a37	a75	a85	a37	a98	a85	a61	a18	a21	a5	a21	a5	a18	a53	a15	a92	a66	a9	a99	a87	a23	a87	</S>
la	0.0361188	0.0455638	0.028017	0.0296089	0.0191684	0.0182243	0.00937712	0.00518701	0.00597023	0.00659357	0.00673208	0.00323718	0.00444608	0.00625236	0.00556171	0.00759022	0.00731042	0.0065833	0.00911592	0.0190167	0.0269103	0.038794	0.0569633	0.0519622	0.0407618	0.0427345	0.030468	0.0301473	0.0392444	0.026129	0.0492323	0.067485	0.0510314	0.0277976	0.0201603	0.0299918	0.0280958	0.0312256	0.0311904
tempête	0.00356877	0.00931119	0.0111471	0.0123336	0.0123621	0.0205663	0.0146703	0.0205937	0.0470849	0.0715401	0.108035	0.0789428	0.0764209	0.0854177	0.0780562	0.0536619	0.0743142	0.07525	0.0434185	0.0448441	0.0326364	0.00863468	0.0019338	0.00356644	0.00253863	0.000720388	0.000861077	0.000431956	0.000500229	0.000335886	0.00059148	0.000441256	0.000246548	0.000216603	0.000266752	0.00120681	0.000482061	0.00146129	0.00138819
a	0.058084	0.0306914	0.0236499	0.0269668	0.019478	0.0171584	0.0113944	0.0177261	0.0176732	0.0277813	0.0242789	0.0199401	0.0175059	0.0287332	0.0580443	0.0548576	0.129996	0.0491062	0.043359	0.0756543	0.0574397	0.0280754	0.0273095	0.0163071	0.0134948	0.00724944	0.00537536	0.00349067	0.00684585	0.00547189	0.00925565	0.00546613	0.00364499	0.00543131	0.00735426	0.0131047	0.0133881	0.0151907	0.00402557
emporté	0.14041	0.0842988	0.0840629	0.0648165	0.0764345	0.0433255	0.0409455	0.038354	0.0382389	0.0420593	0.0290853	0.0234202	0.00785638	0.0213804	0.0390776	0.0139317	0.0304009	0.0111492	0.0126532	0.0126662	0.0148163	0.0106221	0.0150401	0.00670229	0.00749266	0.00538683	0.00468032	0.00402187	0.00311872	0.00354243	0.00421843	0.00422619	0.00441195	0.00534193	0.0126499	0.012231	0.0107661	0.00953911	0.00662525
le	0.0689382	0.046666	0.0473592	0.0473121	0.0442636	0.0377664	0.0549341	0.0352189	0.0381305	0.03799	0.0241661	0.0239393	0.0171853	0.0143573	0.0185112	0.0208811	0.0218187	0.0171021	0.0198235	0.0209377	0.022278	0.0214091	0.0255466	0.0141304	0.0150543	0.0212108	0.0140705	0.0144441	0.0198072	0.0225316	0.0162113	0.0126667	0.0230897	0.0304081	0.0195057	0.00829986	0.0135009	0.0120084	0.0165253
toit	0.0463403	0.0388607	0.0491725	0.0509478	0.0535952	0.0564863	0.0491603	0.0787446	0.0703756	0.0395547	0.0282392	0.0273864	0.0120142	0.013466	0.0176185	0.0196421	0.0159328	0.00794379	0.00854423	0.0116782	0.0163793	0.0164668	0.0216059	0.0204344	0.023495	0.0226297	0.0109763	0.0125725	0.0222964	0.0266751	0.0166607	0.0167133	0.0152223	0.0197489	0.0187068	0.00513814	0.00922657	0.00417555	0.00517294
de	0.118894	0.0565131	0.0588081	0.0420252	0.0393936	0.0383947	0.0286078	0.0280496	0.0222451	0.0291228	0.0285953	0.0243794	0.0107417	0.00775711	0.0100225	0.00763637	0.00914602	0.0102112	0.00937799	0.0166635	0.0199186	0.013182	0.015926	0.0199714	0.0202581	0.0135238	0.0163465	0.0186335	0.00807991	0.0070577	0.0136649	0.0118794	0.0230281	0.0237115	0.0395822	0.0299511	0.0260226	0.0313469	0.0513311
l'	0.0291784	0.0169364	0.0117875	0.0163828	0.0100935	0.0130415	0.0185409	0.0246735	0.0203192	0.0189125	0.0223232	0.0207417	0.0167979	0.0127736	0.019481	0.018779	0.0181292	0.0303292	0.0206187	0.031403	0.0358214	0.0394942	0.0297347	0.0386247	0.0382829	0.0277365	0.0340399	0.0440015	0.0177807	0.0249879	0.0395133	0.0271255	0.0290493	0.0409014	0.0396608	0.0260956	0.0275631	0.0305587	0.0177851
école	0.0233422	0.0192635	0.0109142	0.0136422	0.0094564	0.0105364	0.015512	0.0200422	0.0169495	0.0156394	0.015016	0.0144889	0.0101715	0.00873328	0.00856697	0.00908585	0.0137736	0.0255105	0.0224975	0.0287029	0.0439334	0.0305841	0.0319417	0.0407329	0.0405909	0.0371074	0.0399818	0.0652823	0.0259839	0.0161166	0.0370267	0.0301998	0.0264968	0.0280668	0.0347996	0.0494478	0.0436243	0.0499885	0.0162497
</S>	0.0281665	0.0239659	0.0160658	0.0159619	0.011503	0.0139015	0.0108452	0.010608	0.00918506	0.00891238	0.0163631	0.0116159	0.00971915	0.0101842	0.0123742	0.0122121	0.0097403	0.0122839	0.0104209	0.0182	0.0239153	0.0222127	0.0285044	0.032312	0.0348834	0.0195441	0.0262514	0.0484955	0.0155299	0.0129441	0.0310199	0.0322777	0.0353724	0.0318502	0.0802147	0.065248	0.0623817	0.0540692	0.0707445
