 	a23	a10	a87	a23	a79	a44	a54	a7	a54	a7	a12	a96	a88	a0	a31	a88	a9	a53	a58	a15	a0	a90	a44	a96	a18	a27	a82	a87	a23	a87	</S>
la	0.0409255	0.0336557	0.0439061	0.0408559	0.046259	0.0799587	0.0643845	0.0286389	0.0185067	0.0248416	0.0155649	0.0131859	0.00860001	0.00890711	0.00951961	0.00821309	0.0064509	0.00563124	0.00613898	0.00360842	0.00435102	0.00926511	0.0309658	0.0599274	0.0666382	0.0789255	0.0473176	0.0399914	0.0553589	0.0407994	0.0587069
cuisinière	0.00565956	0.00856688	0.0101029	0.00927976	0.0188395	0.0475122	0.0591728	0.223175	0.146683	0.0888326	0.0885784	0.0687804	0.0385416	0.0449613	0.0268776	0.012358	0.0272916	0.0165772	0.0118294	0.00844008	0.00619842	0.00355477	0.00627604	0.00283978	0.00294537	0.00291416	0.00197416	0.00305411	0.00274138	0.00334123	0.00210086
a	0.0258862	0.0301513	0.0371491	0.0359171	0.0409562	0.0487052	0.153596	0.171483	0.0887173	0.0787409	0.0533523	0.0329938	0.0249051	0.0246991	0.0222787	0.0248611	0.0211738	0.0184532	0.0136314	0.00410305	0.00233132	0.00131875	0.00297354	0.00131102	0.00186943	0.00216706	0.0028439	0.00572246	0.00595086	0.00863399	0.0131238
mis	0.0153195	0.00662377	0.0121738	0.0119053	0.0269491	0.0271669	0.0315527	0.0590733	0.0703435	0.090955	0.049562	0.0364241	0.0373934	0.042029	0.0584561	0.0585036	0.0854539	0.0654354	0.0380654	0.0259932	0.0104019	0.00696177	0.0140704	0.0106705	0.0148134	0.00821794	0.00921054	0.0119155	0.00926719	0.01168	0.0434118
trop	0.0966693	0.0621506	0.0483757	0.0552987	0.0498344	0.0184404	0.0147525	0.0308877	0.0577814	0.043068	0.0430616	0.0455312	0.0382077	0.0279432	0.0378395	0.0478005	0.0224602	0.0171891	0.0161303	0.00762204	0.00555542	0.0117842	0.0114283	0.0106941	0.00821455	0.0130574	0.0231073	0.0196106	0.0147994	0.0197212	0.0809834
de	0.0475218	0.0268079	0.0252567	0.0172507	0.0207185	0.0203495	0.0165172	0.0183495	0.041134	0.0607942	0.067784	0.0420385	0.0183783	0.0269918	0.0133338	0.0182521	0.0107697	0.0110878	0.00834884	0.00569981	0.00636715	0.0141721	0.0224265	0.022494	0.0262723	0.0404619	0.0359212	0.0497855	0.0554536	0.0553869	0.153874
sel	0.0455287	0.035258	0.0331455	0.0295589	0.0169893	0.0122959	0.0146556	0.0171391	0.0255129	0.0400069	0.0434265	0.0447347	0.0233148	0.0263543	0.0168699	0.0160031	0.00920388	0.0103927	0.00890766	0.0102742	0.0094625	0.0179653	0.0363841	0.0174191	0.0211285	0.0428698	0.0441417	0.0737754	0.0611749	0.0528261	0.14328
dans	0.0357356	0.0278341	0.0379209	0.036263	0.0279672	0.0198419	0.0245084	0.0320628	0.0509599	0.0724743	0.0609226	0.0670327	0.0561236	0.0643212	0.0344201	0.0250496	0.0119638	0.0126384	0.0098138	0.00720999	0.00586144	0.0098207	0.0193958	0.0138545	0.0135134	0.0239885	0.0260392	0.0255382	0.028216	0.0269998	0.0917084
la	0.0435114	0.0416981	0.0402031	0.0251876	0.0167564	0.0121901	0.0117473	0.0070202	0.0100914	0.0265355	0.0110659	0.0261828	0.0133551	0.0123687	0.00768488	0.00716473	0.00674977	0.00563515	0.00519261	0.00396416	0.00619056	0.0204222	0.060847	0.0474342	0.0549877	0.0668472	0.0834424	0.0894917	0.0747539	0.0710558	0.0902225
nourriture	0.0253988	0.0105695	0.0109455	0.00699012	0.00421823	0.00261026	0.00265024	0.00237336	0.00255337	0.00529439	0.00504768	0.00670147	0.00659071	0.00908912	0.0063091	0.0059205	0.0099753	0.00767795	0.00548298	0.00492308	0.00670603	0.0111409	0.0328809	0.032065	0.0911967	0.111658	0.0757397	0.0965191	0.132731	0.102772	0.165269
</S>	0.0487594	0.0218441	0.0286749	0.0235876	0.0223252	0.0320645	0.0120979	0.00338624	0.00510244	0.0085251	0.0129161	0.0126939	0.0108629	0.0124785	0.00798322	0.00530125	0.00290151	0.00309239	0.00632341	0.0056995	0.00659049	0.0161318	0.0334865	0.040356	0.0521612	0.0985968	0.0760506	0.074706	0.0852823	0.0724875	0.157531
