 	a10	a57	a99	a13	a11	a26	a24	a35	a14	a35	a14	a35	a57	a38	a14	a73	a66	a35	a14	a35	a94	a84	a87	a23	a87	a97	</S>
ce	0.0511581	0.0494791	0.0488744	0.0423357	0.0617576	0.060122	0.0346267	0.016538	0.0149948	0.0242018	0.0204812	0.0230816	0.0253204	0.0142637	0.00887949	0.00934842	0.0118528	0.0214705	0.0207264	0.0295743	0.0306526	0.0374013	0.0421366	0.0755729	0.056777	0.0793315	0.0890412
n'	0.0167733	0.0208026	0.0345652	0.0603464	0.0685634	0.0984435	0.0617444	0.0461122	0.0221687	0.0117934	0.0140041	0.0138757	0.0423481	0.062444	0.0661007	0.0378478	0.0426104	0.0500658	0.01817	0.0166273	0.0166381	0.0133833	0.0260018	0.0184294	0.0323495	0.0629567	0.0248342
est	0.0943778	0.07778	0.0679871	0.0503	0.0468223	0.0485626	0.0446155	0.0192603	0.0184535	0.0155203	0.013977	0.0141397	0.00731035	0.00644902	0.00833928	0.00902703	0.00716681	0.0126411	0.0152009	0.0145678	0.0242345	0.0396535	0.0474453	0.0718543	0.0642791	0.091314	0.0687208
pas	0.011337	0.0180629	0.0259842	0.0442503	0.0320098	0.0671562	0.0672514	0.0398084	0.0687448	0.0402291	0.0339467	0.0675006	0.055026	0.0619454	0.0440009	0.02209	0.0353362	0.0221612	0.0192079	0.0235593	0.0233466	0.029561	0.0316614	0.0237223	0.0237686	0.0242762	0.0440555
mon	0.213944	0.144996	0.0916378	0.0576571	0.0289388	0.0192525	0.0178644	0.0113936	0.00909797	0.00631995	0.0131383	0.0131387	0.0144452	0.0155901	0.0102791	0.0138254	0.0180543	0.0165478	0.0124678	0.0178431	0.01779	0.0291969	0.029512	0.041017	0.0404671	0.0289698	0.0666158
affaire	0.135835	0.100756	0.0862826	0.0829515	0.0557065	0.026457	0.0334401	0.0140546	0.00958899	0.00688151	0.0222629	0.0223131	0.019565	0.013587	0.0151714	0.0133812	0.0124943	0.0210176	0.0180624	0.0173588	0.0186568	0.0268848	0.0265522	0.0562272	0.0553316	0.0432497	0.0459303
c'	0.115025	0.0690991	0.0545712	0.0430844	0.0283566	0.0136689	0.0124335	0.00570932	0.00363476	0.00295223	0.00508642	0.00502292	0.00546779	0.00576247	0.00499074	0.00758648	0.0147291	0.0252323	0.0262389	0.0263216	0.0356	0.0452126	0.0495741	0.101621	0.0742818	0.0736412	0.145096
est	0.150273	0.0592579	0.0334686	0.0191435	0.0133263	0.00399212	0.00514007	0.00429501	0.00224868	0.00256709	0.00585436	0.00757121	0.00680979	0.00645267	0.00704476	0.00889855	0.017744	0.0230554	0.0233056	0.0221952	0.0349887	0.0453775	0.0615457	0.08029	0.0803093	0.0852185	0.189626
ton	0.0182287	0.0112916	0.00729833	0.00901058	0.00596636	0.0105093	0.0105054	0.0129732	0.0172598	0.0310152	0.0318565	0.0565727	0.108659	0.116519	0.077189	0.044774	0.052875	0.0657626	0.0284623	0.0238514	0.0294859	0.0329903	0.0495297	0.0352056	0.0317817	0.0344773	0.0459506
affaire	0.0344609	0.0162427	0.0115531	0.0165686	0.0113815	0.010635	0.0144139	0.0186263	0.0177262	0.0261221	0.0650048	0.0723637	0.0637788	0.0593568	0.0460709	0.0275241	0.0414562	0.0556613	0.0393275	0.0408822	0.0478638	0.044546	0.0550171	0.0331866	0.0323691	0.0325985	0.0652623
</S>	0.0810749	0.043176	0.0256845	0.0303206	0.0171313	0.014762	0.0126318	0.00846038	0.00813815	0.00354051	0.0063	0.00592415	0.00811854	0.0149221	0.00947886	0.0117017	0.0233046	0.0341454	0.0269481	0.0317091	0.0387007	0.0555915	0.0920545	0.064974	0.07038	0.104438	0.156388
