 	a23	a87	a23	a20	a94	a32	a54	a30	a41	a24	a43	a41	a36	a40	a41	a54	a41	a35	a26	a94	a38	a98	a73	a35	a73	a7	a98	a41	a61	a18	a38	a76	a94	a90	a4	a57	a53	a90	a4	a90	a4	a57	a9	a87	</S>
le	0.0299273	0.0276849	0.0533714	0.0582444	0.0234833	0.0285619	0.0311754	0.0302777	0.0183353	0.0192624	0.0150862	0.0136461	0.0188046	0.0140324	0.0120647	0.0122868	0.0126969	0.0179919	0.0237224	0.0102455	0.0109541	0.00900873	0.00655366	0.00714393	0.00655692	0.0129748	0.00929162	0.0136213	0.0113714	0.0153585	0.0105415	0.0137781	0.00937812	0.00966832	0.0138767	0.0161757	0.0211048	0.0227255	0.0267028	0.032176	0.0223987	0.0439096	0.0624625	0.0584377	0.0629275
jardinier	0.00219696	0.010808	0.017181	0.0161389	0.0214552	0.0202749	0.0171009	0.0176802	0.0180465	0.0244163	0.024696	0.0311172	0.0474668	0.0666236	0.0371127	0.0368194	0.0618063	0.0614505	0.0316102	0.0385206	0.0477724	0.0660439	0.0539837	0.040146	0.0328484	0.0558013	0.02491	0.0251653	0.0146157	0.00685097	0.00371549	0.00318701	0.00404287	0.00286764	0.00347454	0.00329549	0.00262603	0.000832121	0.000727094	0.000626909	0.000698944	0.000531997	0.000600389	0.00114242	0.000971149
arrose	0.00953659	0.0191479	0.0234242	0.0399811	0.0631376	0.0459816	0.0670954	0.0457093	0.0297657	0.0269406	0.0303995	0.0239106	0.0407311	0.031392	0.0236254	0.0265225	0.0308043	0.0529066	0.0323277	0.0477299	0.0264169	0.0320621	0.0230935	0.0121529	0.00942418	0.00705568	0.00730198	0.014949	0.00570451	0.00744151	0.00855897	0.00646037	0.00481443	0.00484981	0.00842568	0.00795257	0.0113984	0.00516506	0.00533618	0.00392315	0.0121487	0.0263805	0.0138906	0.0136191	0.0104047
les	0.0298548	0.0218118	0.019801	0.031098	0.0334869	0.024478	0.041143	0.0203489	0.018206	0.0162054	0.0440032	0.0174652	0.0347027	0.0423883	0.0424116	0.0233839	0.030583	0.0554414	0.0452233	0.0727966	0.0443955	0.0286006	0.0234393	0.0219157	0.0359271	0.0309285	0.0158523	0.00839811	0.00684782	0.0041791	0.0049889	0.00352095	0.00238442	0.00353532	0.00438094	0.00286755	0.00383244	0.00493607	0.00557063	0.00355641	0.00361738	0.00705182	0.00908394	0.0128809	0.0424754
légumes	0.0294004	0.0177349	0.0131608	0.0140098	0.0198355	0.0138355	0.0213706	0.0186925	0.0138196	0.0186766	0.0392641	0.0230444	0.0418969	0.0346698	0.0263107	0.024768	0.0365841	0.0752924	0.0682508	0.0913805	0.0541905	0.0501495	0.042935	0.0266693	0.0177671	0.0129548	0.0149279	0.0111569	0.0132705	0.0084262	0.00836742	0.00941501	0.00663282	0.0072143	0.00936478	0.00441298	0.00537113	0.005992	0.00471493	0.00535277	0.00540661	0.00608371	0.00655867	0.00764112	0.0130265
pour	0.0424198	0.0218495	0.0199159	0.0204352	0.0288162	0.0154329	0.0230733	0.0173895	0.0117117	0.0172518	0.0365383	0.0211536	0.035082	0.0263062	0.013662	0.0173395	0.0367106	0.084251	0.0605936	0.0711538	0.0441269	0.0389938	0.0288255	0.0222658	0.0176086	0.00838097	0.00955849	0.00984923	0.00742089	0.00591508	0.0037389	0.00637078	0.00269122	0.00270396	0.00402983	0.00450737	0.00390977	0.0082849	0.0103897	0.0112851	0.0130782	0.0292892	0.0261807	0.0188736	0.0406352
les	0.0187606	0.00894385	0.00585761	0.00559439	0.013283	0.00562438	0.00867011	0.00556707	0.00497045	0.00695832	0.0115053	0.00538565	0.00982356	0.0114818	0.00819614	0.00668045	0.0138143	0.0186316	0.0198733	0.0217274	0.0252657	0.0233142	0.0214302	0.0285311	0.0575124	0.0570058	0.07048	0.0706676	0.0452403	0.0410017	0.0400766	0.0616206	0.0233596	0.022281	0.0322228	0.0287765	0.0199689	0.0162999	0.0133744	0.0141214	0.013596	0.0140087	0.0215844	0.00791701	0.0189938
faire	0.0203064	0.00882519	0.00763675	0.00913964	0.00975079	0.00626114	0.00617608	0.00467168	0.00207892	0.00494601	0.006758	0.00353472	0.00596778	0.00428671	0.00287944	0.00270872	0.00645227	0.0157765	0.0130993	0.0263113	0.0264043	0.0340157	0.023299	0.0374318	0.0504605	0.0567296	0.0636921	0.0917984	0.0780696	0.0649795	0.0454928	0.0433426	0.0217551	0.029063	0.0288768	0.0209052	0.0198046	0.0138512	0.00956725	0.0100063	0.0092574	0.00999569	0.0151315	0.00961641	0.0188865
pousser	0.0505521	0.0243669	0.0184606	0.014192	0.0178185	0.0102828	0.0146926	0.00843847	0.00439822	0.00864068	0.0141675	0.00599512	0.0103739	0.0120642	0.00649709	0.0055321	0.0116069	0.0164614	0.0229467	0.0153718	0.0279754	0.0269735	0.0186798	0.0249966	0.0368565	0.0723067	0.0385106	0.0537594	0.0287598	0.0256584	0.0135198	0.0164624	0.00843247	0.00879351	0.0116016	0.00704567	0.0116206	0.0239955	0.0348938	0.0490246	0.0254829	0.0210552	0.0385531	0.0170844	0.0650984
plus	0.0146497	0.00537064	0.00681889	0.00482177	0.00261746	0.00237928	0.00272988	0.00283093	0.00102	0.00149834	0.0022424	0.00152519	0.00195669	0.00184489	0.00136647	0.00124642	0.00231406	0.00398312	0.00343861	0.00299893	0.00203289	0.00276012	0.00215866	0.0018788	0.00329903	0.00512018	0.00384141	0.0106763	0.0040117	0.00834466	0.00561998	0.00848427	0.00422093	0.0100326	0.0145462	0.0116494	0.0370191	0.087943	0.145136	0.165225	0.110039	0.091697	0.0566172	0.048517	0.0914759
