 	a66	a87	a79	a47	a88	a71	a9	a75	a61	a12	a75	a98	a56	a96	a61	a21	a85	a79	a44	a93	a75	a61	a83	a61	a47	a31	a21	a66	a93	a70	a13	a9	a87	a23	a9	a87	</S>
là	0.0375098	0.105999	0.144697	0.112962	0.0735395	0.0540711	0.0413447	0.0289027	0.0240971	0.0204231	0.0133844	0.011191	0.00913518	0.0111755	0.00887209	0.00890013	0.010676	0.0180252	0.0207158	0.0192149	0.0142812	0.00945352	0.0106773	0.00984656	0.00857306	0.0073461	0.0101459	0.0154306	0.0110168	0.0161829	0.0197234	0.0121533	0.00884013	0.00770618	0.0154659	0.0128256	0.035496
où	0.0498927	0.0375987	0.0331501	0.038891	0.0237436	0.0284245	0.0175222	0.0164394	0.0142448	0.0126514	0.0123823	0.00977627	0.0106877	0.0114695	0.0152666	0.0149836	0.0150232	0.0148461	0.0106048	0.0106019	0.0107163	0.00859194	0.0107914	0.0188296	0.0196084	0.0114326	0.0212143	0.0283268	0.0365432	0.068227	0.0339985	0.0469426	0.0465922	0.0649296	0.0527714	0.0671033	0.0551801
tombe	0.0402033	0.0353241	0.0433767	0.0223527	0.0240521	0.0251837	0.0251452	0.027522	0.015021	0.0172775	0.019172	0.022177	0.0228187	0.021209	0.0327514	0.0280571	0.026705	0.0131799	0.0125997	0.0151653	0.0140816	0.012061	0.0147576	0.0167527	0.0146432	0.00953303	0.0137708	0.0153597	0.0203551	0.0513927	0.0276614	0.059003	0.0601289	0.0777945	0.0318385	0.0406856	0.0308873
un	0.0553328	0.0359368	0.0234334	0.0150777	0.0118132	0.012628	0.00782414	0.0132317	0.00916597	0.0102364	0.00960016	0.0129558	0.013131	0.0135676	0.0132912	0.0164057	0.0149718	0.0124563	0.0105802	0.010926	0.0127412	0.0166607	0.0172444	0.0249093	0.0181908	0.0132786	0.0198071	0.0209129	0.0292506	0.0958146	0.0482533	0.0582632	0.0465203	0.0767204	0.0594079	0.0699059	0.0495529
régime	0.037015	0.0126899	0.0114971	0.00723924	0.0180134	0.00990226	0.00859203	0.0209442	0.0137994	0.0139528	0.0184131	0.0366563	0.0393322	0.0273741	0.0272878	0.0253625	0.0151008	0.0113061	0.00916445	0.00969666	0.0115942	0.00965292	0.0122135	0.0125108	0.0256603	0.0295403	0.0708195	0.0482427	0.0493439	0.0594464	0.0540582	0.068678	0.0412547	0.0392529	0.0284982	0.038706	0.0271882
de	0.10981	0.0483653	0.0225921	0.0214472	0.0110259	0.0118564	0.00898533	0.0140291	0.0148299	0.0190489	0.0178078	0.0197711	0.0189596	0.0182721	0.0144671	0.0124412	0.0106183	0.00884684	0.0183262	0.018887	0.0274804	0.0233842	0.0252618	0.021433	0.0247148	0.0191412	0.0246375	0.0290982	0.0468509	0.0374334	0.0579184	0.0438703	0.0432481	0.0399104	0.0339566	0.0474102	0.013863
noix	0.0489163	0.0221518	0.00665587	0.00680656	0.00472118	0.00599318	0.00583738	0.00641851	0.00805834	0.0143798	0.013768	0.0129853	0.0102777	0.0123447	0.0113378	0.00810862	0.00641757	0.00677248	0.0111579	0.013647	0.0204565	0.0212861	0.0311264	0.0280794	0.0316974	0.033106	0.0343209	0.0314846	0.060189	0.0622206	0.0495603	0.0627386	0.0695046	0.088814	0.0513084	0.0597451	0.027606
de	0.0617591	0.0451358	0.0388298	0.0271142	0.0168093	0.0174462	0.0125658	0.0130642	0.0127841	0.0133484	0.0154601	0.0224327	0.0179921	0.0210671	0.0162264	0.0124899	0.0124457	0.0120288	0.0174881	0.020967	0.0274364	0.0256003	0.0335318	0.0417716	0.0255969	0.0195456	0.0348	0.0342674	0.0380341	0.0364941	0.0292228	0.0516848	0.0486754	0.0430545	0.0213429	0.0441587	0.017328
palme	0.0389651	0.018499	0.00880098	0.00527147	0.0038755	0.00296505	0.00202535	0.00328295	0.00364447	0.00501045	0.0058133	0.00907578	0.0111689	0.0160351	0.0139255	0.0120722	0.0123282	0.0162964	0.0242984	0.0337294	0.035335	0.0315023	0.0333343	0.0417756	0.0397189	0.0333977	0.0595323	0.0624814	0.0575644	0.0621856	0.0546808	0.0658513	0.0515164	0.0440387	0.0281751	0.0405241	0.0113026
il	0.0244626	0.0163263	0.00646425	0.0061964	0.00261864	0.00322746	0.00377423	0.00736851	0.00983601	0.015972	0.0171598	0.0232997	0.0224537	0.0263142	0.0269768	0.021876	0.016313	0.0199021	0.0271061	0.0284305	0.0298549	0.0183686	0.0182789	0.0177945	0.0236043	0.0194458	0.0346792	0.0373972	0.0347307	0.0446026	0.061517	0.0664031	0.0512879	0.0557164	0.0581425	0.0627685	0.0393298
