 	a66	a87	a23	a99	a50	a83	a5	a18	a12	a5	a18	a50	a96	a70	a66	a50	a98	a99	a57	a13	a53	a44	a4	a44	a13	a71	a3	a97	a87	a23	a87	</S>
je	0.0563474	0.0407339	0.0474961	0.0448043	0.0285817	0.0223375	0.0393567	0.0287129	0.0271094	0.0219746	0.01463	0.0178562	0.0210979	0.0109983	0.00953897	0.0146986	0.0115873	0.0222496	0.00710896	0.0109071	0.022344	0.0313851	0.0382961	0.0816287	0.0750188	0.0852747	0.0613491	0.0244918	0.0322295	0.0215957	0.0111511	0.0171075
suis	0.0671711	0.0322654	0.0517964	0.0622904	0.0421827	0.0379439	0.0511041	0.0335059	0.0576345	0.041781	0.0301727	0.026847	0.0214906	0.0320683	0.0258141	0.0307459	0.0230145	0.0159464	0.0198225	0.0172412	0.020294	0.0200401	0.0277516	0.0320182	0.03699	0.024373	0.019315	0.0126684	0.0121236	0.0198583	0.0276508	0.0260785
dans	0.0345776	0.0269584	0.03498	0.0332116	0.0334302	0.0264303	0.0309836	0.0199599	0.045166	0.0343571	0.0170659	0.0169166	0.0198957	0.00995762	0.0157272	0.0238517	0.0191364	0.0356677	0.0320516	0.0185066	0.0117485	0.0111655	0.017908	0.0278887	0.0357624	0.0370799	0.0275069	0.0471018	0.076324	0.0685904	0.0783685	0.0317236
la	0.0941659	0.031186	0.0266721	0.0247328	0.0385843	0.0193661	0.0258248	0.0118133	0.0172343	0.0148095	0.0183236	0.0153953	0.0287117	0.0224284	0.0621125	0.0395415	0.0413425	0.0708164	0.0398812	0.0344172	0.0223878	0.0181298	0.0387224	0.0277747	0.0488802	0.0301981	0.0278418	0.0216199	0.0189655	0.0242055	0.0207475	0.0231675
joie	0.0462509	0.0419104	0.0253654	0.024156	0.0112368	0.0140403	0.0295497	0.0255994	0.0232496	0.0234793	0.0333866	0.0438703	0.0671347	0.0651381	0.107066	0.0598464	0.0340604	0.0355639	0.0115625	0.016832	0.0144345	0.0142225	0.0126713	0.0164586	0.010135	0.0138643	0.0260966	0.0301463	0.0376663	0.0337871	0.0207341	0.0304844
parce	0.136136	0.0736609	0.0637789	0.0433423	0.0183772	0.0148577	0.0231849	0.0110545	0.0159423	0.0204806	0.0329421	0.0238494	0.0516085	0.0329297	0.0904262	0.0755948	0.0337216	0.0319192	0.0175338	0.0073411	0.00420592	0.0019728	0.00283134	0.00269259	0.00237379	0.0054819	0.0127283	0.0170112	0.0232142	0.0483667	0.0404729	0.0199665
que	0.085576	0.0664853	0.0429694	0.0225501	0.0314495	0.0210835	0.0207839	0.00426519	0.00437223	0.00328277	0.00498718	0.00437562	0.0154911	0.00615208	0.0270411	0.0197852	0.0134707	0.0180402	0.0102906	0.0154157	0.0122155	0.0122367	0.0167091	0.026123	0.0203326	0.0514127	0.0689335	0.0790698	0.0947094	0.10392	0.0606756	0.0157946
je	0.0778606	0.0549322	0.0408244	0.024074	0.018132	0.0120062	0.0131433	0.00850793	0.00760327	0.0073774	0.010287	0.00998561	0.015902	0.0112242	0.0407879	0.0557481	0.0469495	0.0712966	0.0459254	0.0226102	0.0191915	0.0183531	0.0219705	0.0184479	0.0118708	0.0300268	0.0443524	0.055927	0.0715169	0.0706955	0.0321055	0.0103643
me	0.0589929	0.0407664	0.0304118	0.0242656	0.0223719	0.0188581	0.00887403	0.00509791	0.00365455	0.00496484	0.0106566	0.00716779	0.013443	0.00993384	0.0293902	0.0275352	0.0331925	0.0461908	0.0611363	0.0265541	0.0206157	0.0139115	0.027898	0.0180248	0.0222802	0.0369565	0.0532336	0.0611901	0.0838608	0.07698	0.0663021	0.0352882
suis	0.0261228	0.0288978	0.0253277	0.0140271	0.013674	0.0145352	0.00612308	0.00643028	0.00547437	0.00759535	0.0115049	0.00953786	0.0208693	0.0175084	0.025088	0.0317877	0.0257447	0.0513325	0.0530501	0.0216828	0.0197921	0.015777	0.0143775	0.012746	0.0344789	0.0404597	0.0684758	0.0572728	0.0975822	0.0813619	0.0775428	0.0638194
fait	0.0321116	0.0202631	0.0219187	0.0147841	0.0104211	0.0081788	0.00612455	0.0048691	0.00377679	0.00511078	0.00769451	0.00601116	0.0103951	0.00812869	0.00874187	0.00790004	0.00604208	0.0112411	0.026162	0.0132853	0.0218227	0.0201972	0.014177	0.0174876	0.0268882	0.0365564	0.0466503	0.0668103	0.0804794	0.126709	0.134614	0.174448
baptiser	0.0335888	0.0218855	0.0241179	0.0210298	0.0157829	0.0107092	0.00809761	0.00810575	0.00372461	0.00551652	0.00764449	0.00749924	0.00778098	0.00635381	0.00375728	0.00376052	0.00382092	0.00447856	0.0121976	0.00871154	0.0166024	0.0196707	0.0210629	0.0237665	0.0404191	0.0752017	0.0628394	0.0704297	0.0671325	0.113893	0.0957067	0.174712
</S>	0.0907021	0.0457236	0.0418454	0.0352893	0.0192164	0.0223578	0.0191813	0.0103166	0.0054274	0.00525409	0.0100229	0.00679284	0.0127567	0.00295965	0.00358753	0.00297571	0.00254779	0.00660409	0.00752657	0.00540347	0.0220961	0.0283516	0.0143413	0.0341209	0.0286173	0.0450085	0.0478268	0.0525764	0.0617006	0.0815231	0.0807339	0.146612
