 	a66	a87	a23	a97	a79	a90	a79	a44	a98	a47	a15	a79	a15	a69	a98	a85	a5	a21	a47	a96	a88	a71	a9	a97	a87	a23	a10	a83	a54	a79	a92	a85	a6	a36	a61	a62	a88	a62	a21	a12	a18	a71	a25	a87	a23	a87	</S>
ne	0.024832	0.0230171	0.0381811	0.0236174	0.0308542	0.0380264	0.0417274	0.0162297	0.0232223	0.0200903	0.0139764	0.0218299	0.0711124	0.0718793	0.0958001	0.0779712	0.0346592	0.054636	0.0253796	0.0154804	0.021856	0.00950405	0.0056536	0.00492537	0.00332892	0.00381289	0.00481837	0.0054154	0.00451066	0.00443815	0.00435089	0.00470929	0.00425856	0.0050816	0.00477089	0.00771935	0.0072312	0.00913671	0.00966231	0.0114091	0.0102639	0.0151035	0.014175	0.0102414	0.0106532	0.0115112	0.0289357
pense	0.00927298	0.00676181	0.0093231	0.0125154	0.0138414	0.012658	0.0198922	0.0367902	0.050698	0.0729932	0.0482177	0.0521953	0.0414625	0.0319877	0.034271	0.0221463	0.0162223	0.0184463	0.0179834	0.0223681	0.0239077	0.0351332	0.0172795	0.0229031	0.0178661	0.0179166	0.0163952	0.0186735	0.0157346	0.0100466	0.010348	0.00629828	0.0137854	0.0124164	0.00725221	0.0137558	0.00998463	0.0151448	0.0158603	0.0217943	0.0228456	0.0238713	0.0174639	0.0197088	0.0188437	0.0154385	0.00928504
pas	0.0120467	0.0083242	0.0071607	0.0082962	0.00579464	0.00590667	0.00688237	0.0154315	0.0210572	0.0277346	0.0214367	0.0346259	0.0249319	0.0308562	0.0410573	0.0584101	0.0448937	0.0455707	0.0610515	0.024537	0.0347722	0.029386	0.019975	0.0308633	0.0298478	0.021541	0.0127864	0.0171251	0.0111592	0.00405041	0.0023821	0.00206464	0.00475518	0.00850023	0.00454089	0.00464578	0.00317901	0.00532504	0.00571644	0.00761617	0.0117992	0.0199043	0.03194	0.0414208	0.0428797	0.0338615	0.0519571
trop	0.0409847	0.0179195	0.0154364	0.0222811	0.0171402	0.0122714	0.00869055	0.00903874	0.0096005	0.0130037	0.0184041	0.0190487	0.00840822	0.00790249	0.00937069	0.0165438	0.0244736	0.0300798	0.0300371	0.0180987	0.0233669	0.0119523	0.00834931	0.0100352	0.01081	0.00662342	0.0067187	0.00896303	0.0119212	0.0135244	0.0173497	0.0127471	0.00884898	0.016324	0.0157616	0.0136664	0.0150946	0.02443	0.0320843	0.0364415	0.0413486	0.0428312	0.0317258	0.0561746	0.0535791	0.0427872	0.0778068
à	0.0187236	0.00911804	0.00628573	0.00871181	0.00713534	0.00561156	0.00667852	0.00485708	0.00569292	0.00948524	0.0102351	0.0129896	0.0115892	0.0097567	0.0163917	0.0248265	0.0359858	0.0380905	0.0332633	0.042299	0.0343115	0.0207218	0.0251019	0.0256314	0.0304952	0.0219286	0.0196845	0.0193906	0.0174098	0.0120452	0.00961135	0.00541008	0.00789302	0.0120682	0.00783922	0.0161718	0.0187644	0.0338155	0.0338544	0.0325921	0.0355943	0.0305907	0.0266766	0.0477831	0.0450135	0.0422056	0.0496683
cela	0.0149723	0.00744814	0.00697002	0.00875657	0.0134088	0.0126909	0.0222584	0.0184886	0.0222497	0.0161382	0.0219626	0.0156278	0.0194519	0.0168174	0.0191418	0.026681	0.0442068	0.060442	0.0504106	0.0824563	0.0645319	0.0503495	0.0449913	0.050059	0.0716942	0.039195	0.022534	0.017175	0.0110968	0.0061825	0.00424424	0.0036752	0.00495643	0.00297394	0.00307942	0.00464057	0.00761942	0.00779644	0.00974785	0.00911067	0.00736082	0.00863591	0.00748883	0.0108618	0.00985363	0.00833984	0.0112261
parce	0.0300502	0.0184011	0.00956266	0.00653131	0.00679387	0.00898811	0.0160574	0.0279206	0.0182854	0.0251173	0.0290499	0.0362158	0.0343037	0.0321185	0.0262559	0.0245344	0.031429	0.0251943	0.0264631	0.0219414	0.0246785	0.0208939	0.0212852	0.0201496	0.0291321	0.0174112	0.0111191	0.0125534	0.00714292	0.0068792	0.00399985	0.00303804	0.00976045	0.0201083	0.00438966	0.0132625	0.00867555	0.0183451	0.0241419	0.0215089	0.0305939	0.0441194	0.0394318	0.0326774	0.0384246	0.0296796	0.0313837
qu'	0.0395332	0.0377354	0.0260349	0.0239142	0.0262192	0.0227053	0.028168	0.039783	0.0305842	0.0450204	0.0644279	0.0344963	0.0168843	0.0149822	0.0189796	0.0170816	0.0153876	0.0178783	0.0165108	0.016087	0.0163782	0.0238713	0.0266638	0.0286427	0.0324264	0.0241596	0.0262133	0.0210695	0.019651	0.0168666	0.0174115	0.0144414	0.0141552	0.00932893	0.00348705	0.00601729	0.00273772	0.00859273	0.0101119	0.00654856	0.00902701	0.0141447	0.0254417	0.0193209	0.0225734	0.0205219	0.00778206
il	0.0539043	0.0582086	0.0280951	0.027113	0.018462	0.0149739	0.0138638	0.0269115	0.0216434	0.030539	0.0422167	0.0235809	0.0158799	0.0136981	0.0135549	0.0141015	0.0134137	0.0163409	0.0131578	0.0127151	0.0119653	0.0103627	0.015784	0.0152736	0.0158286	0.0150065	0.0128078	0.0179345	0.0159637	0.0154607	0.0203113	0.0126813	0.0116588	0.0121803	0.00542845	0.0106338	0.00505082	0.0205576	0.0165455	0.0188236	0.0199766	0.0380845	0.0403098	0.0458069	0.0459006	0.0428025	0.0144857
blague	0.0346239	0.0508078	0.0631328	0.0398997	0.0540404	0.0349137	0.0575684	0.0336051	0.0487156	0.0330077	0.0269997	0.00851619	0.00741134	0.0064613	0.00800309	0.00567018	0.00472581	0.00480982	0.00434975	0.00347891	0.00396528	0.00576872	0.00559768	0.0058793	0.00595635	0.00640281	0.00458651	0.00615136	0.00556885	0.00472598	0.00591821	0.00459223	0.0128594	0.0202184	0.00828504	0.0128474	0.00478828	0.013482	0.0118076	0.0179739	0.020962	0.0406062	0.0573064	0.0423099	0.0440519	0.0500256	0.0466214
