 	a66	a87	a23	a18	a82	a53	a79	a44	a96	a12	a21	a5	a36	a44	a79	a44	a56	a37	a26	a75	a6	a37	a11	a24	a62	a88	a24	a88	a66	a62	a21	a5	a18	a26	a36	a26	a57	a87	a23	a87	</S>
la	0.0388265	0.0562336	0.0400308	0.0442489	0.0546043	0.0488015	0.0546715	0.0505963	0.0377787	0.0310678	0.0290061	0.0131916	0.00759677	0.0105793	0.0121785	0.0154672	0.00823299	0.0107163	0.0141687	0.0145246	0.0208684	0.0175261	0.0215863	0.0341355	0.024176	0.0152049	0.022702	0.0305265	0.0276805	0.0191028	0.0139326	0.00906073	0.0122991	0.0122738	0.0113373	0.0108807	0.0130723	0.0169142	0.0158051	0.0142268	0.0441664
manière	0.00123338	0.00278485	0.00303544	0.00931751	0.0142272	0.0177468	0.0530705	0.10998	0.0749957	0.0372508	0.055177	0.068497	0.0543214	0.031461	0.0367458	0.0542077	0.0369147	0.0304211	0.0417079	0.053106	0.0717556	0.045784	0.0312565	0.0251168	0.0128822	0.0108674	0.00373982	0.0016626	0.00232969	0.00219194	0.000490986	0.000525672	0.000814014	0.000604387	0.00088304	0.000469018	0.00047049	0.000199275	0.000337836	0.000984916	0.000432434
dont	0.0382507	0.03185	0.0200406	0.0492181	0.0445433	0.0228788	0.0212414	0.0363739	0.0218913	0.0407	0.082249	0.0843948	0.0541442	0.0442733	0.044356	0.0537198	0.0587303	0.0553809	0.0491665	0.0163218	0.024153	0.00958865	0.0116144	0.00884591	0.00683431	0.0047805	0.00428696	0.00344799	0.00377823	0.00428213	0.00262721	0.0013102	0.00351961	0.00436699	0.00251292	0.00335425	0.00635744	0.00541127	0.00514748	0.0105839	0.00347202
souffre	0.0156929	0.0157778	0.0126864	0.0126701	0.0122865	0.00687524	0.00779303	0.00979573	0.0115102	0.0106621	0.0221991	0.0224645	0.0135246	0.0150681	0.0190178	0.0232137	0.00970086	0.00820937	0.0148888	0.0216981	0.0153529	0.032742	0.0373904	0.025285	0.0550144	0.0360083	0.0162752	0.0179348	0.0194727	0.0311629	0.0146524	0.0211651	0.0489968	0.0676656	0.0255658	0.0346961	0.0574008	0.0475972	0.0416423	0.0601161	0.00812848
notre	0.0148517	0.00816941	0.00592915	0.00570097	0.0102572	0.0253618	0.0127473	0.013002	0.0215047	0.015015	0.0210618	0.0267034	0.0122989	0.0278175	0.0260278	0.0404862	0.0453068	0.0460793	0.0703638	0.0276252	0.0478258	0.039403	0.0427569	0.0509151	0.0763061	0.0423286	0.0474334	0.0182299	0.017409	0.0115987	0.0019425	0.00328169	0.00974881	0.00757517	0.0105391	0.00685265	0.0161143	0.0183216	0.014997	0.0262054	0.0139051
père	0.0415704	0.0334142	0.0214745	0.0162034	0.0215264	0.0168825	0.0160981	0.010363	0.0162006	0.0151158	0.013819	0.010239	0.00827821	0.0123275	0.0106078	0.013741	0.0126627	0.0106546	0.0107376	0.0145275	0.0114455	0.0126058	0.0129456	0.0211638	0.0212601	0.0143673	0.018789	0.0191804	0.0217093	0.0256419	0.00617023	0.00814878	0.042461	0.0188106	0.0178906	0.0141221	0.0573916	0.0635604	0.0540395	0.15118	0.0606719
ne	0.0280292	0.0246132	0.0200543	0.017801	0.0144849	0.0147787	0.0119376	0.0110397	0.0120748	0.00914219	0.0107264	0.00994094	0.00868543	0.0100438	0.0128597	0.0105498	0.0124628	0.0126413	0.0121862	0.0144929	0.0143169	0.013104	0.0110369	0.0137629	0.0115852	0.00606272	0.0175542	0.0173364	0.0205653	0.0263559	0.0106717	0.0135439	0.0465249	0.0373005	0.0247045	0.033805	0.0831092	0.065335	0.0452771	0.151682	0.0578213
nous	0.0220699	0.0179629	0.0141661	0.0127987	0.018317	0.0215003	0.00880439	0.00454684	0.00805058	0.00869679	0.00717002	0.00905365	0.00599115	0.0116146	0.012017	0.0147726	0.0167042	0.0150301	0.0109695	0.0117672	0.00997273	0.00635922	0.00651391	0.00802754	0.0139569	0.00959612	0.00986607	0.0216439	0.0275755	0.0312376	0.0319998	0.0350137	0.0380537	0.0514719	0.0473858	0.0554592	0.0740063	0.0557536	0.0561166	0.0798503	0.078136
laisse	0.014684	0.0218631	0.0166074	0.0194243	0.0158065	0.023649	0.0142038	0.00379152	0.00848503	0.0109346	0.00854177	0.0115794	0.0102899	0.0125647	0.0147284	0.0150524	0.0172406	0.0182623	0.00838933	0.00834266	0.00706523	0.00399632	0.00384033	0.00456769	0.00514098	0.00410138	0.00555503	0.00742277	0.0120445	0.0168922	0.0122067	0.0189454	0.0309034	0.0450185	0.0440796	0.0549625	0.102665	0.0879677	0.0612659	0.13413	0.0627871
aucun	0.0258595	0.0277935	0.0199767	0.0198452	0.0168672	0.022635	0.0121113	0.00394591	0.00816904	0.0123315	0.0112077	0.00987323	0.0102806	0.0128211	0.0151212	0.0137685	0.0141395	0.0143409	0.0100656	0.00871071	0.0104969	0.00676024	0.00612917	0.00565637	0.00612219	0.00597542	0.00918716	0.00986277	0.0121899	0.0152057	0.0172166	0.023576	0.0281992	0.0500067	0.0448704	0.0554105	0.0785302	0.0691168	0.049388	0.0949877	0.111248
