 	a23	a90	a94	a98	a14	a73	a76	a14	a30	a84	a57	a87	a23	a87	a40	a44	a57	a90	a76	a90	a38	a24	a41	a27	a57	a40	a54	a73	a84	a87	</S>
attends-le	0.0213302	0.0312803	0.0168263	0.0358598	0.0271322	0.0551446	0.0784281	0.0547576	0.104261	0.0508149	0.094095	0.0592061	0.0618279	0.0441862	0.012382	0.0114426	0.0121875	0.00920817	0.00400136	0.00392106	0.00853302	0.0147336	0.0131781	0.0141762	0.0235343	0.0184438	0.0224102	0.0267327	0.023413	0.0149635	0.0315884
ici	0.029776	0.0243391	0.0473314	0.0155129	0.0500596	0.0588715	0.0402632	0.0448496	0.0485759	0.0745621	0.0539404	0.0493241	0.0486703	0.0504415	0.0283447	0.0284839	0.0368479	0.0159622	0.00724817	0.00722968	0.00625028	0.00905642	0.0107028	0.0143885	0.0168681	0.0291919	0.0258644	0.0218405	0.0304071	0.0381895	0.0366063
il	0.116998	0.0460717	0.0445202	0.0210482	0.0117179	0.00897363	0.0116262	0.0104159	0.0105768	0.0120141	0.0133283	0.0158086	0.0131686	0.0195852	0.00802055	0.00927824	0.0061699	0.00373166	0.00272056	0.00233709	0.00267384	0.00371231	0.00491814	0.0219758	0.0253638	0.0816689	0.059957	0.053712	0.0742982	0.0883167	0.195292
n'	0.0381092	0.0515144	0.0737046	0.0431595	0.0242041	0.0175106	0.0291553	0.0122057	0.00825381	0.0116607	0.0104478	0.0118628	0.009144	0.0160534	0.0139752	0.0158028	0.0121629	0.0141383	0.0181138	0.0141639	0.0267636	0.0729644	0.0584375	0.0542509	0.0418892	0.0590372	0.0660158	0.0554166	0.0454671	0.0401233	0.0342915
en	0.0366736	0.0359571	0.0384056	0.0239471	0.0225104	0.0130148	0.0121413	0.0136413	0.0137428	0.0155994	0.006504	0.00548382	0.00422458	0.00669649	0.00733849	0.00835653	0.00711248	0.0071016	0.00946827	0.0134246	0.0205209	0.0316448	0.0382678	0.0526937	0.0487987	0.0807494	0.0888317	0.0720943	0.0625249	0.0927931	0.109737
a	0.0104024	0.0156284	0.0161549	0.0190662	0.0179584	0.0140538	0.0116725	0.0105067	0.00851128	0.00912693	0.00780647	0.00873581	0.00831009	0.00971308	0.0116572	0.0200745	0.0256587	0.0226071	0.028791	0.0294743	0.0399818	0.0571562	0.0787277	0.0829328	0.085419	0.101633	0.0632148	0.0487514	0.0443672	0.0513065	0.0406001
pas	0.0642419	0.0636086	0.047587	0.0446246	0.0646932	0.0389353	0.0287046	0.0358455	0.0362868	0.0391089	0.0250395	0.0245641	0.0236609	0.0191884	0.0256562	0.0338088	0.0314908	0.0194008	0.0214009	0.0155832	0.017177	0.0198516	0.0265971	0.0297196	0.0275145	0.0332607	0.0251308	0.0204224	0.0200971	0.0230993	0.0536998
pour	0.0646824	0.0579318	0.0429396	0.0458069	0.0406152	0.0320074	0.039173	0.0310648	0.0298567	0.0321279	0.0347714	0.0362534	0.0338887	0.0338318	0.0273993	0.020598	0.0138122	0.0190808	0.0215138	0.0127765	0.0123717	0.0107014	0.0154095	0.025114	0.0311723	0.0374144	0.0343336	0.0372135	0.0373236	0.0383376	0.0504768
longtemps	0.081751	0.0630846	0.0485195	0.0304803	0.0246066	0.0199611	0.0304832	0.0216144	0.0255928	0.0325396	0.0423029	0.0493666	0.0405814	0.0372315	0.0267801	0.01838	0.0152121	0.0149336	0.0153125	0.0158963	0.0190403	0.0141809	0.0151995	0.0142784	0.02157	0.0328276	0.0301823	0.0343791	0.0273309	0.0527379	0.0836429
</S>	0.0510723	0.0672456	0.0376383	0.0548385	0.0354876	0.0302124	0.0291235	0.0221537	0.0242236	0.0289626	0.0286587	0.0257347	0.0229164	0.0231583	0.00783175	0.00840824	0.00550242	0.00403001	0.00431637	0.00656711	0.0108253	0.0117059	0.0181758	0.0219197	0.0340065	0.051215	0.0324663	0.0472594	0.0376857	0.0724069	0.144252
