 	a66	a87	a10	a82	a10	a30	a93	a75	a96	a75	a41	a75	a85	a27	a82	a38	a96	a98	a73	a35	a98	a85	a37	a56	a44	a83	a9	a10	a87	a97	a87	a23	a87	a23	a99	a82	a3	</S>
il	0.0515951	0.0873784	0.0821834	0.0783832	0.0690218	0.0464322	0.0341425	0.0328193	0.028694	0.0267126	0.0259981	0.0195799	0.0180437	0.0156833	0.0117274	0.00993568	0.00862351	0.00922571	0.00696337	0.00738117	0.00375872	0.00789994	0.012767	0.00906313	0.0258314	0.0228868	0.0208273	0.0263055	0.0257619	0.0263626	0.0199579	0.0178625	0.018852	0.0175386	0.014036	0.0227989	0.0135953	0.0233701
finira	0.0155976	0.0134534	0.0188151	0.0183996	0.0165659	0.0272108	0.0248924	0.0287193	0.0248818	0.0176445	0.0173757	0.0202128	0.0194741	0.0211728	0.0211552	0.0158118	0.0290301	0.0183056	0.0103662	0.0111347	0.0155186	0.0305091	0.0367881	0.0505231	0.0412146	0.0552756	0.0481442	0.0358148	0.03533	0.0306813	0.0239606	0.0416355	0.0355869	0.0372906	0.0314916	0.0213491	0.0228035	0.0158635
par	0.0703053	0.0478633	0.0411366	0.0333059	0.032686	0.0244353	0.032818	0.043837	0.0295278	0.0381543	0.0291889	0.040484	0.031563	0.0271519	0.0305745	0.0137825	0.0135754	0.0109833	0.0125276	0.0212773	0.0243913	0.0241378	0.0236957	0.0184133	0.0187613	0.0219829	0.0153235	0.010988	0.0121639	0.0116307	0.0129994	0.0227326	0.02019	0.0282237	0.0251015	0.0224916	0.0282497	0.0333446
maigrir	0.033477	0.0240509	0.0156193	0.0149867	0.0143641	0.0184276	0.0254374	0.0195307	0.0244782	0.0277689	0.0205831	0.0338924	0.0506414	0.0617907	0.056362	0.075577	0.0505526	0.0488511	0.0482166	0.0352355	0.0343874	0.0266096	0.0148825	0.0208787	0.0172056	0.0120171	0.0165418	0.0134167	0.0158125	0.00943302	0.0177491	0.0205916	0.0154173	0.0114523	0.0130739	0.0128311	0.0132427	0.0146139
à	0.0251784	0.0191454	0.0145349	0.0161091	0.0129802	0.0173871	0.0207768	0.0168393	0.0160617	0.0170051	0.0197943	0.0246727	0.0216719	0.021884	0.0234769	0.0196745	0.0198995	0.0172599	0.017473	0.0136275	0.0100025	0.012891	0.0148134	0.0205065	0.0312294	0.018738	0.0322167	0.028912	0.0383613	0.0320153	0.057868	0.0936929	0.062134	0.0351141	0.0416843	0.039924	0.023867	0.0305774
cause	0.0653068	0.0425503	0.0286926	0.0167051	0.0119962	0.0206506	0.023711	0.0213011	0.0216684	0.0358737	0.041788	0.0211495	0.010811	0.0171818	0.0111131	0.00585497	0.00946367	0.00808492	0.00976433	0.0166041	0.00982798	0.0185824	0.0330522	0.0349857	0.0568378	0.0325299	0.0358673	0.0434322	0.0282162	0.035859	0.0336218	0.0334285	0.030247	0.0211669	0.0267109	0.0367931	0.0284448	0.020125
de	0.0414913	0.0354832	0.0310487	0.0176916	0.012929	0.011651	0.0160422	0.0159634	0.0211372	0.0251939	0.0334325	0.00991948	0.00343662	0.00646989	0.00549965	0.00165277	0.00304403	0.00215751	0.00504108	0.00857614	0.00915059	0.0193097	0.0300505	0.0208047	0.0311469	0.0241726	0.0194752	0.0300378	0.0275424	0.0458238	0.0472454	0.0445829	0.0568593	0.0502134	0.0569368	0.0653157	0.0550189	0.0584521
l'	0.0669895	0.0620085	0.0456818	0.0290768	0.0252609	0.0188442	0.0210772	0.0186839	0.0244467	0.0260445	0.0213837	0.0114498	0.00566434	0.0108892	0.0123006	0.00502916	0.00723468	0.00650523	0.00865179	0.0143456	0.00861014	0.0171529	0.0270053	0.0157625	0.0329298	0.0211573	0.0130749	0.0273891	0.0235163	0.0255429	0.0385516	0.036344	0.030151	0.0319519	0.036706	0.0393276	0.0438331	0.0894257
alcool	0.0488825	0.0319705	0.0332076	0.029278	0.0281515	0.0283235	0.0297514	0.0251431	0.0288599	0.0325616	0.0294169	0.0252356	0.0171951	0.0258281	0.0257575	0.00982687	0.0133368	0.0087246	0.0092964	0.00841292	0.00921103	0.0175782	0.0222485	0.015227	0.0193868	0.0136467	0.00934005	0.016156	0.0144104	0.0162163	0.023996	0.0329014	0.0361136	0.0373306	0.0482925	0.0529662	0.0551187	0.0706997
</S>	0.0312566	0.011092	0.00440573	0.00705176	0.00574146	0.00268419	0.00196348	0.00241983	0.00340048	0.00267222	0.00308979	0.00228357	0.00147876	0.00210819	0.00501615	0.0015905	0.00227548	0.00212954	0.00433318	0.0108317	0.0162217	0.0178476	0.0283308	0.0230734	0.0727515	0.0379934	0.0354527	0.0597153	0.0446902	0.0509542	0.0845379	0.067403	0.0705702	0.0638761	0.0611576	0.058947	0.0718935	0.0267595
