 	a87	a23	a38	a30	a14	a44	a38	a75	a70	a11	a38	a35	a32	a75	a14	a44	a57	a40	a76	a69	a58	a82	a87	a23	a40	a44	a57	a40	a20	a94	a90	a76	a90	a38	a94	a54	a73	a44	a57	a9	a53	a4	a13	a9	a87	</S>
ils	0.0246821	0.0335543	0.0209386	0.0272697	0.052936	0.0420255	0.0659376	0.0594839	0.0435157	0.0795336	0.0549977	0.0604121	0.0425427	0.036478	0.013865	0.0118365	0.00885527	0.00712594	0.00473782	0.00744672	0.00664634	0.0112289	0.00632905	0.0164515	0.00665531	0.00744217	0.0121327	0.00311937	0.00741883	0.00699326	0.00645825	0.0113699	0.00632297	0.00764691	0.00703096	0.00960865	0.0150071	0.0174898	0.0109377	0.0129089	0.00876515	0.016278	0.0211721	0.0161373	0.0125328	0.0377412
se	0.00684799	0.0172469	0.0250787	0.0272401	0.0317413	0.0294328	0.0330233	0.034414	0.0320503	0.029047	0.024724	0.0325782	0.023063	0.0169312	0.0118602	0.00961892	0.012945	0.0235861	0.0106365	0.0373798	0.0406353	0.0461789	0.0684868	0.0428473	0.0238142	0.0491113	0.0462782	0.0173914	0.017116	0.0124861	0.00771082	0.0102041	0.00704257	0.00469035	0.0102078	0.0173444	0.026313	0.0154945	0.0144147	0.00612457	0.0043486	0.00791552	0.00687501	0.00714514	0.00895631	0.011422
sont	0.0256154	0.0211099	0.0234176	0.0357544	0.0229792	0.0335233	0.0301156	0.0332009	0.0305869	0.0178027	0.0241449	0.02485	0.0181741	0.0178799	0.00968261	0.0137916	0.0108726	0.0179852	0.00833457	0.0146284	0.0230418	0.0133596	0.0445398	0.0205528	0.0827377	0.030521	0.0260289	0.0435848	0.0174728	0.0207633	0.0176774	0.0160917	0.0220207	0.00767459	0.0155739	0.0138529	0.0141064	0.012141	0.0155076	0.0130276	0.015682	0.0191419	0.0207667	0.0145268	0.0178333	0.00732298
anuités	0.00738547	0.00577997	0.00893223	0.0108229	0.016314	0.0252182	0.0304713	0.0395202	0.0491637	0.0397322	0.0687209	0.0701095	0.110039	0.0711527	0.0445159	0.0247218	0.0314939	0.0149443	0.0350622	0.0292856	0.0234945	0.0117295	0.016542	0.0152111	0.0142172	0.0127256	0.0121104	0.0172046	0.0103534	0.0171928	0.0408454	0.0250028	0.0111743	0.0078468	0.00588834	0.00409079	0.00416724	0.00402375	0.00286667	0.00149068	0.00173705	0.00147241	0.00204212	0.00122344	0.000656708	0.00130489
dans	0.0508346	0.0425881	0.0326025	0.0311586	0.0148738	0.01576	0.0151064	0.0194534	0.0141806	0.0110172	0.0140867	0.0275486	0.0435773	0.0334374	0.0378468	0.0325734	0.0388179	0.0383812	0.0388041	0.0350364	0.0423906	0.047976	0.0394963	0.0336721	0.0309777	0.0191711	0.0174076	0.0108571	0.00684138	0.00590019	0.00923262	0.00751295	0.0114035	0.0147998	0.0149665	0.00540097	0.00866145	0.00766349	0.00613798	0.00463341	0.0148655	0.010579	0.0141587	0.00714709	0.00380031	0.0166618
la	0.0238998	0.0198827	0.0160813	0.0129403	0.00823906	0.00905425	0.012457	0.0121506	0.0104651	0.00997182	0.0116919	0.0129791	0.012796	0.0167357	0.0159393	0.0214487	0.027146	0.0362577	0.0322281	0.0410805	0.0433373	0.0404063	0.0469009	0.0402933	0.0377944	0.0397226	0.0370239	0.03923	0.0194897	0.0182158	0.0233789	0.0273716	0.0262664	0.0247578	0.0201829	0.00934296	0.00847999	0.00851161	0.00713009	0.00910901	0.01362	0.0239544	0.0174326	0.0186078	0.0133037	0.0226915
forêt	0.0326822	0.0198924	0.0104924	0.00501509	0.00370521	0.00278805	0.00743131	0.00460147	0.00475367	0.00429472	0.0119452	0.0104548	0.00606807	0.0136591	0.0148403	0.0221753	0.0268356	0.0248537	0.0433562	0.0330367	0.0409601	0.0413484	0.0524354	0.0657888	0.0522254	0.032533	0.0375452	0.0390452	0.0358097	0.0358041	0.0404479	0.0324624	0.0358412	0.0138169	0.0186493	0.00987641	0.0118905	0.00889951	0.0074929	0.00601365	0.00548491	0.0111261	0.0147301	0.0142375	0.0255377	0.00711614
ils	0.0282348	0.021968	0.0104573	0.0114187	0.00752469	0.00596102	0.0178052	0.0097047	0.010628	0.0100366	0.0229134	0.0151843	0.00910032	0.0206472	0.0235463	0.0322917	0.0456778	0.0375294	0.0737934	0.0481942	0.0431657	0.0365829	0.0593843	0.0625025	0.05826	0.0202574	0.0259093	0.0248546	0.0196257	0.0320148	0.0389032	0.0276833	0.0158862	0.00458614	0.00648819	0.00375986	0.00660018	0.00593005	0.0044782	0.00353796	0.00213041	0.00451505	0.00467387	0.00555784	0.011877	0.00821846
n'	0.0282686	0.0288099	0.0108282	0.0166362	0.0122412	0.00961466	0.00919994	0.0115383	0.00885165	0.0150252	0.0201508	0.0186331	0.0181852	0.0189852	0.0178878	0.0185584	0.0253289	0.0206091	0.035222	0.034941	0.0350163	0.0232743	0.0441255	0.0420117	0.0516217	0.0374926	0.0351281	0.0292828	0.021908	0.0194178	0.0268747	0.0339058	0.026427	0.0187273	0.0231433	0.00991687	0.0120709	0.0127325	0.00795164	0.0141862	0.0156718	0.0141085	0.00930163	0.0115041	0.0142129	0.0304707
ont	0.0277064	0.0306998	0.01607	0.0243781	0.0204631	0.0168749	0.0236172	0.0207376	0.0180167	0.0284201	0.0290625	0.0293654	0.0164685	0.0231947	0.0159382	0.0152996	0.0192171	0.018283	0.0217583	0.0268312	0.0274547	0.0261703	0.0208995	0.0294774	0.023725	0.016205	0.0202268	0.00729876	0.0145109	0.0118728	0.0155327	0.0189303	0.0154666	0.0109916	0.014286	0.0168664	0.0225332	0.0330214	0.0244972	0.0285302	0.0165926	0.0288012	0.0202107	0.0199608	0.0263256	0.04721
