 	a66	a87	a23	a79	a4	a58	a54	a79	a37	a98	a6	a75	a98	a6	a7	a44	a93	a96	a93	a56	a93	a4	a13	a38	a13	a99	a87	a23	a99	a97	</S>
la	0.0324915	0.070886	0.0507527	0.0509817	0.0568165	0.066949	0.0557459	0.0419263	0.0474899	0.0594494	0.0346952	0.0268148	0.0204699	0.0183321	0.0156596	0.0263351	0.0232525	0.0141958	0.0136998	0.0164344	0.0148785	0.017551	0.0284329	0.0409451	0.0358027	0.0203301	0.0162893	0.0240914	0.0241557	0.0149963	0.019149
seule	0.00195122	0.00458644	0.00897762	0.0147282	0.0162904	0.0105714	0.0213528	0.10746	0.134101	0.242869	0.162242	0.0838001	0.0781743	0.0358383	0.0177556	0.0128313	0.00471006	0.00682481	0.00447313	0.00514756	0.00447797	0.00177761	0.00244116	0.00169464	0.0017756	0.00225281	0.00205819	0.00239182	0.00237832	0.0019039	0.0021629
personne	0.0247868	0.0292899	0.043944	0.0373943	0.0588591	0.0653528	0.0774472	0.0344536	0.0200848	0.0190929	0.0210416	0.0281474	0.0327049	0.0252894	0.0495953	0.0469232	0.00852444	0.00796846	0.00847417	0.0182375	0.00580776	0.00674248	0.00784568	0.0127757	0.0111464	0.0243004	0.0252348	0.062093	0.046503	0.0907457	0.0491933
qui	0.09775	0.0576513	0.030447	0.0262332	0.0179718	0.0144116	0.00984645	0.00804478	0.00914884	0.00924335	0.0133731	0.0294496	0.0626627	0.0400127	0.0466358	0.0394186	0.0253717	0.0191965	0.0213017	0.0143723	0.016532	0.0146846	0.0208236	0.0225267	0.027274	0.0241637	0.0228302	0.0268041	0.0598949	0.0664448	0.105478
m'	0.162088	0.0652888	0.0556423	0.0651612	0.0353637	0.0542245	0.0416759	0.0352116	0.0172264	0.0151086	0.0305588	0.0430726	0.0202492	0.0262745	0.0273787	0.0353336	0.0212416	0.018992	0.0265924	0.0202017	0.00870188	0.0132205	0.00848518	0.00939951	0.0135682	0.0116235	0.0138842	0.0153697	0.019749	0.0296419	0.03947
offre	0.0368689	0.0478233	0.0510659	0.0556551	0.0457553	0.0440569	0.0694586	0.065039	0.0563596	0.0528114	0.0509328	0.0859249	0.0413156	0.0339491	0.0292142	0.0269776	0.0135311	0.0148834	0.0147587	0.0131601	0.00642527	0.00440682	0.00548528	0.00480119	0.00996918	0.0102474	0.0138549	0.0176446	0.0147301	0.0198393	0.0430543
des	0.0550737	0.0592933	0.0400205	0.0338137	0.0321346	0.0255609	0.027922	0.0445796	0.0428169	0.0605096	0.0302329	0.0407381	0.025994	0.0274922	0.0217135	0.019189	0.0258824	0.0269155	0.0220452	0.0162955	0.0179809	0.0157543	0.0134516	0.0121945	0.0198671	0.0264939	0.0275224	0.0349875	0.031996	0.042159	0.0793698
choses	0.060043	0.0538722	0.0429524	0.0462581	0.0369132	0.0425755	0.053839	0.0489774	0.0351147	0.0449372	0.0415187	0.0345296	0.0238563	0.0214518	0.0243966	0.0182443	0.0150378	0.0157978	0.0191213	0.0193088	0.00942306	0.0083671	0.00524302	0.00602737	0.0101375	0.0263203	0.0289843	0.0509811	0.0352821	0.0503328	0.0701557
dans	0.0703782	0.0544885	0.0376475	0.0261475	0.0158202	0.0126133	0.00709981	0.00837332	0.00641609	0.00705364	0.00343373	0.00640054	0.00758104	0.00766006	0.00799189	0.00817724	0.0205371	0.0162872	0.0250146	0.0215509	0.029805	0.0412677	0.0440212	0.0413049	0.0504543	0.065319	0.0817102	0.0963373	0.0629262	0.0722872	0.0438946
ce	0.0615624	0.0606212	0.0356063	0.04662	0.0321728	0.025676	0.0131161	0.0237575	0.0131014	0.0132844	0.00864281	0.0142804	0.00554916	0.00881998	0.0062914	0.00660937	0.00791946	0.0199223	0.0248513	0.0250417	0.0294485	0.0426362	0.0287583	0.0228888	0.0392424	0.0808758	0.0676485	0.0652379	0.0609025	0.0450255	0.0638897
village	0.0354216	0.0184495	0.014762	0.0142811	0.0110763	0.00949136	0.00681168	0.00939785	0.00676706	0.00698301	0.0107023	0.0146701	0.00973632	0.0163516	0.0131838	0.01352	0.0141506	0.0290971	0.0375037	0.0265173	0.0324271	0.0419601	0.0308651	0.0355239	0.0550464	0.0907151	0.0745071	0.0881713	0.0809324	0.0748763	0.076101
c'	0.0388515	0.0347928	0.0276332	0.0278862	0.0319826	0.0310081	0.0258758	0.0434187	0.018149	0.021499	0.0103412	0.0144163	0.008858	0.00986527	0.00737177	0.0172202	0.0198134	0.0215149	0.0297738	0.0294673	0.0201669	0.023609	0.0233072	0.0279307	0.0470304	0.0593664	0.0607845	0.0467692	0.0480068	0.0529473	0.120343
est	0.0493557	0.0380215	0.0413661	0.0329968	0.0582179	0.0872655	0.0520704	0.0363472	0.0131681	0.00892024	0.00924179	0.0136377	0.00707569	0.0100324	0.00694902	0.0177017	0.0210633	0.0186852	0.0230239	0.0215493	0.0162	0.0232707	0.0394351	0.0394699	0.0425008	0.0276821	0.0322226	0.0477917	0.0494051	0.0716276	0.043705
ondongo	0.0664912	0.0550864	0.0582117	0.0900963	0.0688778	0.0733587	0.0429264	0.0249274	0.00958002	0.00600001	0.00753666	0.0180275	0.00532278	0.0140885	0.0131312	0.0156265	0.0214903	0.0321422	0.029353	0.0184116	0.0146896	0.0167839	0.0139799	0.0125895	0.0161194	0.0263535	0.0327548	0.0319457	0.0392441	0.0357417	0.0891118
