 	a66	a87	a23	a87	a79	a98	a85	a5	a21	a5	a75	a85	a6	a36	a12	a75	a85	a6	a36	a37	a26	a57	a9	a30	a87	a97	a82	a97	</S>
l'	0.0882688	0.0876329	0.041246	0.0400774	0.0464379	0.0408504	0.0338148	0.019712	0.0175175	0.0208933	0.0131917	0.0154749	0.0146565	0.015458	0.014162	0.0108133	0.0295876	0.0185244	0.0383786	0.0589201	0.0501756	0.0338599	0.0305296	0.0334497	0.0340498	0.0204643	0.0215569	0.0308152	0.079481
enfant	0.00519374	0.007868	0.0155805	0.0304048	0.0338087	0.0311764	0.0665065	0.0513678	0.130416	0.121643	0.151299	0.0928406	0.0694067	0.0601998	0.050564	0.0272082	0.00803156	0.0132351	0.00238553	0.00300833	0.00299593	0.0008749	0.00324663	0.00230474	0.00238265	0.00365349	0.00466777	0.00601494	0.00171382
fait	0.0656256	0.0575897	0.0709082	0.0692793	0.0496808	0.0485983	0.0330149	0.0230428	0.0688111	0.0532073	0.0457729	0.0405679	0.0228092	0.0220048	0.0201845	0.0139264	0.0159746	0.0161323	0.0121091	0.0168718	0.0123282	0.00904522	0.0181516	0.0203679	0.0244665	0.0417881	0.0396817	0.0555858	0.0124736
un	0.0541436	0.0299	0.0248873	0.0109742	0.0115803	0.0117969	0.0133346	0.0194975	0.0141682	0.0194549	0.029856	0.040409	0.0254299	0.035655	0.0235502	0.0190995	0.0321728	0.0408296	0.0361397	0.0544928	0.0430921	0.0552897	0.0355002	0.0491661	0.0432511	0.0374535	0.0505752	0.0529961	0.0853038
effort	0.0626615	0.0472645	0.031843	0.0293087	0.0264819	0.0260326	0.0305595	0.0368643	0.0307796	0.0316153	0.0440384	0.0652073	0.100338	0.0734454	0.0616782	0.0418015	0.0408555	0.0337526	0.0210108	0.0261024	0.0180568	0.0178496	0.0138735	0.0191904	0.0111214	0.0100999	0.0157093	0.0140288	0.0184287
pour	0.0577374	0.0417575	0.0263207	0.0215638	0.0189795	0.0273167	0.0142036	0.0187705	0.030751	0.0200941	0.0127705	0.0381964	0.0238624	0.0338175	0.016596	0.0119276	0.0260556	0.0309571	0.0325979	0.0657018	0.0530905	0.0535117	0.0577867	0.0660134	0.0526946	0.0382754	0.0380273	0.0294719	0.0411511
faire	0.0642582	0.0521326	0.0400311	0.0335883	0.0264056	0.0247622	0.0246265	0.0187822	0.0332324	0.0330405	0.0387534	0.052458	0.056775	0.0573783	0.0343136	0.0410223	0.0364569	0.0289817	0.0326294	0.0298859	0.0285806	0.0214318	0.0217424	0.0209545	0.0210067	0.019328	0.029591	0.0307484	0.0471025
des	0.051061	0.0521307	0.0385208	0.0249033	0.0173816	0.0145441	0.0139771	0.0125821	0.0204354	0.0217325	0.0345722	0.044243	0.0803355	0.0663871	0.0481745	0.0527725	0.0393244	0.0335926	0.0434337	0.0353485	0.0383284	0.0336978	0.0357499	0.0237794	0.0210969	0.0196999	0.0261745	0.0250111	0.0310094
selles	0.102121	0.0596331	0.0248028	0.0114116	0.0106134	0.00976718	0.00749282	0.0167801	0.0309194	0.029419	0.0201138	0.0473454	0.0466574	0.0327219	0.0177124	0.0210646	0.0253993	0.0312312	0.0258737	0.0495708	0.0458267	0.0224292	0.0486908	0.0453214	0.0418468	0.0327215	0.0512574	0.047281	0.0439737
</S>	0.0591247	0.0419214	0.015408	0.0137945	0.0129337	0.0177468	0.0106337	0.010467	0.0120641	0.00810894	0.00461965	0.0119701	0.0160295	0.0118879	0.00853206	0.0105683	0.0262218	0.025461	0.0327048	0.0403359	0.0442052	0.0316219	0.0350121	0.0440095	0.0524034	0.0404454	0.0543877	0.0722513	0.23513
