 	a15	a66	a10	a87	a3	a87	a99	a54	a5	a18	a54	a6	a37	a92	a47	a36	a6	a37	a61	a5	a36	a37	a21	a12	a62	a88	a0	a54	a6	a92	a6	a36	a26	a18	a27	a10	a87	a23	a87	a85	</S>
certaines	0.029035	0.0263269	0.0204434	0.017489	0.0204869	0.0171123	0.0234326	0.0287988	0.0627255	0.099452	0.0767296	0.0652752	0.0459132	0.0182261	0.0107374	0.00958623	0.00655115	0.0083296	0.00902245	0.0176596	0.0145154	0.0219455	0.0186598	0.0303632	0.0189431	0.0206664	0.0240943	0.0116202	0.00840538	0.0127658	0.00890197	0.0100192	0.0181573	0.0124189	0.026533	0.0135376	0.0183006	0.0168247	0.0134633	0.0158107	0.050721
personnes	0.00476184	0.00550853	0.00789213	0.00541282	0.0099157	0.0110272	0.0221242	0.0282819	0.0250051	0.0503881	0.0675042	0.0802186	0.0770387	0.0497867	0.13241	0.121144	0.0571645	0.0475564	0.028664	0.0147203	0.0141334	0.0203802	0.0372748	0.0202487	0.00643699	0.00594493	0.00792327	0.00504048	0.00495174	0.00738694	0.00230404	0.0032611	0.00260842	0.00239679	0.00169922	0.00191235	0.00244462	0.00319896	0.0010266	0.00248296	0.000418091
ont	0.0119903	0.0142818	0.00959672	0.00753862	0.00522874	0.00434334	0.0104418	0.0141478	0.0166223	0.0230333	0.0281134	0.0256429	0.0283512	0.0266951	0.0429267	0.0558571	0.0396514	0.0969098	0.102712	0.0550689	0.0409192	0.0447893	0.0639345	0.0381023	0.0179442	0.00576988	0.00524127	0.00724459	0.0136341	0.012365	0.00982938	0.0222765	0.0166283	0.0126404	0.0098989	0.00982598	0.0143187	0.0132542	0.00590346	0.0130872	0.00323953
du	0.0315569	0.0442503	0.0313143	0.0271719	0.0185809	0.0144452	0.0193093	0.0163785	0.0170828	0.0178609	0.0159747	0.019549	0.0241213	0.0185239	0.0249464	0.0289626	0.0220883	0.0384067	0.0395248	0.0288227	0.0229933	0.0208633	0.017183	0.0211501	0.00989334	0.00552642	0.00728639	0.00900248	0.0171556	0.0201755	0.0333286	0.0308992	0.0374611	0.0289578	0.0248305	0.0307596	0.0335137	0.0296684	0.0302642	0.0320617	0.0381543
mépris	0.0138667	0.0127009	0.0138975	0.0180117	0.0125796	0.0137691	0.0167899	0.0202305	0.0184775	0.00989177	0.00757254	0.0121286	0.0111215	0.0247622	0.0195708	0.0309929	0.0426216	0.0542992	0.0552313	0.0499445	0.0467012	0.0426361	0.0370627	0.0708837	0.0561648	0.0257911	0.00808143	0.0155381	0.00532089	0.00652232	0.008169	0.013427	0.00758372	0.00857485	0.0147964	0.0147692	0.037762	0.0212245	0.0328682	0.0238871	0.0437759
pour	0.0734886	0.0469216	0.042287	0.0319903	0.0241093	0.0271115	0.0199235	0.0201899	0.0228195	0.0170529	0.0199396	0.0155221	0.0292234	0.0153613	0.0263597	0.0220054	0.0168973	0.0189302	0.0269579	0.0439125	0.0371052	0.0288528	0.026167	0.0167286	0.0178254	0.0190448	0.0217737	0.0263959	0.0153079	0.0169318	0.0249069	0.0174434	0.0134953	0.0241774	0.0101131	0.0207895	0.0160533	0.0262143	0.0117692	0.0211747	0.026726
le	0.0391147	0.0213365	0.0205345	0.0194393	0.0207282	0.0212078	0.0146188	0.0125221	0.0124683	0.00894509	0.0145695	0.00799905	0.0173703	0.0144086	0.0253281	0.0230722	0.0258806	0.0230627	0.0307605	0.0367381	0.0290965	0.0246587	0.0259395	0.0160872	0.0218333	0.0172366	0.0191261	0.0276914	0.0293897	0.0261268	0.0334899	0.032277	0.0224453	0.0434382	0.0178907	0.0471533	0.0311995	0.0368848	0.0292248	0.0268149	0.0318907
travail	0.0279691	0.0188518	0.0190897	0.0161713	0.0163204	0.0168739	0.0135151	0.011244	0.0118082	0.0104387	0.0166967	0.00815448	0.0175148	0.0163319	0.0272024	0.0275344	0.0270876	0.0283166	0.0395577	0.0370669	0.0279373	0.0246524	0.0217841	0.0176151	0.0192691	0.0206571	0.0171141	0.0274182	0.0378836	0.0319828	0.0368157	0.0353449	0.0280293	0.0397057	0.0206029	0.0391647	0.0294174	0.0379426	0.0226858	0.0371087	0.0191227
des	0.0410302	0.0326397	0.0231407	0.0197091	0.0154206	0.0152696	0.0165124	0.0142598	0.0187353	0.0181354	0.029532	0.0140941	0.0252543	0.0235837	0.0378551	0.0298755	0.0251073	0.0294262	0.0334458	0.0314356	0.0343637	0.0312838	0.0273764	0.0259954	0.0228598	0.0284812	0.0243628	0.0223118	0.0323218	0.0212441	0.0315588	0.0305227	0.0292474	0.0239446	0.0110036	0.0248898	0.0194709	0.0209163	0.00903928	0.0232413	0.0111019
autres	0.0396154	0.0324142	0.0238228	0.0199081	0.0200027	0.0209752	0.0262694	0.023614	0.0256485	0.0219302	0.037405	0.0240814	0.0285761	0.029675	0.0394977	0.0272591	0.0212776	0.0187809	0.0185766	0.0147066	0.0172481	0.016957	0.0136845	0.0137419	0.012261	0.0225352	0.0230138	0.020012	0.0296077	0.025999	0.0262018	0.0354612	0.0432263	0.0287437	0.0187485	0.0314864	0.0242758	0.0308285	0.00873801	0.0296972	0.0134957
