 	a66	a87	a99	a54	a47	a0	a94	a93	a96	a18	a47	a61	a75	a92	a37	a43	a21	a47	a43	a21	a12	a18	a25	a87	a23	a97	</S>
ils	0.0939318	0.0722911	0.0432552	0.0201294	0.0127971	0.0184552	0.0110068	0.0103366	0.00666009	0.00827998	0.0113608	0.0173627	0.0172019	0.0110055	0.0161715	0.0319265	0.0304154	0.0586765	0.0578391	0.0505037	0.0641425	0.0605251	0.0753842	0.0617361	0.0519598	0.0456157	0.0410295
ont	0.0258676	0.0200939	0.0326293	0.0316033	0.0318093	0.0309902	0.0352528	0.0257894	0.0227462	0.0473952	0.0513166	0.103242	0.100219	0.0382168	0.0304787	0.0298662	0.0293702	0.0188552	0.0308888	0.0351083	0.0174374	0.0375083	0.0321212	0.0393402	0.0206578	0.0734938	0.00770181
cou	0.0194687	0.0167458	0.0146906	0.032353	0.0267058	0.0258465	0.0403884	0.034678	0.0252298	0.020448	0.0293064	0.0345295	0.0435556	0.0400332	0.0198415	0.0275963	0.0399916	0.0349884	0.0439939	0.0358999	0.0340584	0.0524351	0.043415	0.0643948	0.0605922	0.107167	0.0316468
vert	0.0501277	0.0372958	0.043917	0.0619859	0.0868303	0.0601769	0.0558294	0.067945	0.0588972	0.0488852	0.0719011	0.0741808	0.046659	0.0442879	0.0237384	0.0196722	0.0245684	0.0131153	0.020282	0.0133835	0.014671	0.00970028	0.013886	0.00931038	0.00827122	0.00450337	0.0159789
la	0.143159	0.066791	0.102455	0.0717876	0.0836385	0.0559043	0.0693431	0.0637443	0.05113	0.0248791	0.0318424	0.0203962	0.0296369	0.0145662	0.0141346	0.0125514	0.0240159	0.0120989	0.0129616	0.00980801	0.0109406	0.0109936	0.00845574	0.0102031	0.0165693	0.0147623	0.0132316
maison	0.0390475	0.0188249	0.0215923	0.0176935	0.0169058	0.015548	0.0228759	0.0257474	0.0335258	0.04253	0.0524469	0.0405896	0.0383616	0.0580198	0.0656327	0.0688431	0.0856972	0.0815918	0.0698707	0.0222341	0.0346331	0.0230145	0.0271923	0.02662	0.0247252	0.0118285	0.014408
avec	0.104459	0.0810298	0.0642418	0.0539909	0.0497556	0.0568463	0.0428138	0.0274195	0.0293256	0.0180598	0.0255371	0.0114042	0.011807	0.0168541	0.0133899	0.0173639	0.0242874	0.0346529	0.0188473	0.0345555	0.0401838	0.0377853	0.0392555	0.0239484	0.028983	0.0299006	0.0633022
du	0.111693	0.0808587	0.0552195	0.0466313	0.0278029	0.0173086	0.0245719	0.0102521	0.00824981	0.0053065	0.00534633	0.00552598	0.00636564	0.00969507	0.0179965	0.0271529	0.0334325	0.058743	0.0332171	0.0539534	0.042367	0.0465659	0.0475473	0.0424681	0.0605428	0.0677302	0.0534558
chaume	0.0747628	0.0499379	0.0361382	0.0335363	0.0305351	0.0233026	0.0289367	0.0210269	0.0241431	0.0199032	0.0238428	0.0147598	0.0190601	0.0212158	0.0185308	0.0235094	0.0158678	0.0466012	0.0452387	0.0254666	0.032369	0.0442077	0.0448362	0.0514164	0.0815978	0.0850965	0.0641605
</S>	0.0832027	0.0294592	0.0208054	0.0182536	0.0125553	0.00966309	0.0142064	0.00642837	0.00399037	0.00284778	0.00306392	0.00372853	0.00765511	0.012712	0.0141773	0.0207692	0.0273807	0.0699624	0.0586686	0.0449062	0.0510004	0.0632423	0.0548854	0.0646647	0.111249	0.0550536	0.135469
