 	a85	a87	a23	a79	a94	a76	a94	a41	a76	a96	a54	a35	a94	a54	a14	a73	a26	a57	a87	a23	a58	a20	a84	a40	a30	a41	a61	a32	a90	a94	a70	a66	a61	a98	a96	a75	a14	a90	a70	a62	a98	a75	a73	a26	a57	a87	</S>
après	0.0428504	0.0730995	0.0764948	0.0647246	0.0362796	0.0319749	0.0412366	0.0273258	0.0256115	0.018534	0.0147418	0.0161501	0.0184971	0.0171026	0.0126053	0.0112187	0.0107183	0.0117865	0.0118304	0.0103827	0.0136914	0.0108382	0.0229502	0.0233977	0.0122779	0.0121234	0.0155555	0.0117913	0.0117374	0.0106938	0.0095035	0.00789165	0.0104505	0.00805102	0.0095191	0.0165679	0.0192106	0.014461	0.0128013	0.0227075	0.0184827	0.0167196	0.0215143	0.0206075	0.0253803	0.0148814	0.0330281
la	0.00592727	0.00630284	0.00829042	0.0106989	0.0122824	0.0157905	0.0332664	0.050095	0.0324539	0.0159389	0.0257052	0.0264155	0.0227048	0.0241586	0.0216958	0.0160321	0.0177926	0.0227273	0.0309228	0.0437505	0.0391645	0.0355683	0.0379849	0.0192347	0.0133265	0.0182738	0.039154	0.0645111	0.0379474	0.0203883	0.0219434	0.0178905	0.0112048	0.0141441	0.00869168	0.0111497	0.0135743	0.0113376	0.0142335	0.0113453	0.0135857	0.012709	0.0110069	0.0150945	0.0153948	0.0164394	0.0117499
pluie	0.0313009	0.0225747	0.0191525	0.025417	0.028915	0.032037	0.0337391	0.0689736	0.0251784	0.0541023	0.0429347	0.0283185	0.0302995	0.021779	0.0221999	0.013813	0.00758222	0.013148	0.0123337	0.0190459	0.0165693	0.0234622	0.039449	0.0419186	0.0446186	0.0884067	0.0373953	0.0327981	0.0335269	0.017148	0.0103505	0.00704921	0.00473264	0.00867226	0.00452953	0.00261465	0.00317731	0.00247079	0.0039504	0.00385482	0.00328306	0.00227722	0.00178069	0.003127	0.00478137	0.00284192	0.00236895
le	0.0201034	0.0203722	0.0293427	0.0282881	0.0344392	0.0211713	0.029242	0.0366264	0.0426056	0.0272578	0.0542321	0.0715642	0.0663068	0.0573553	0.0409208	0.0303546	0.0320345	0.0312155	0.0108489	0.0183146	0.0192892	0.0133157	0.0102033	0.0160083	0.0168509	0.0344381	0.0185795	0.0150617	0.0108946	0.0106316	0.00737148	0.00705919	0.0061917	0.00544841	0.00569529	0.00530986	0.0042011	0.00444901	0.00667917	0.0111951	0.00873593	0.010075	0.00799913	0.0118628	0.0089038	0.00835156	0.0126028
chemin	0.0241337	0.0210781	0.0186279	0.0432892	0.0269723	0.0482292	0.0194976	0.0301239	0.0495371	0.0468287	0.0636008	0.0532597	0.1061	0.0841005	0.0622092	0.038746	0.0298104	0.0339804	0.0123798	0.00926256	0.00414934	0.006675	0.00726808	0.00687517	0.00604727	0.00911278	0.00611181	0.00874478	0.0115678	0.00813316	0.0102112	0.0138822	0.00902293	0.0148433	0.00632532	0.00463964	0.00505024	0.00335008	0.00497587	0.00305793	0.00277788	0.00252011	0.00314606	0.00429021	0.00671691	0.00455612	0.00418155
n'	0.0300901	0.0219003	0.0184812	0.0327567	0.0324728	0.0390372	0.0294565	0.0265698	0.036228	0.0121412	0.0280519	0.036157	0.0514175	0.0453835	0.0391565	0.0407278	0.027812	0.0444223	0.0243465	0.0401892	0.0203017	0.0203791	0.0121257	0.0121135	0.0135564	0.0229607	0.00972102	0.0189827	0.0140765	0.0099469	0.0114247	0.00774865	0.0111942	0.00898876	0.00702138	0.00705821	0.00621043	0.00459366	0.00606246	0.00624603	0.0106125	0.00992308	0.0142445	0.0269331	0.0151798	0.016139	0.0194573
était	0.0261953	0.0286563	0.0179544	0.0224825	0.0141449	0.0192576	0.0191536	0.010074	0.0136078	0.00562898	0.00925233	0.00934125	0.0173786	0.0143366	0.021924	0.0200694	0.0183484	0.0257118	0.0126305	0.0289191	0.01917	0.0245738	0.0203083	0.0220883	0.032901	0.0479857	0.0347917	0.0401635	0.0292428	0.0224931	0.0171975	0.0130258	0.0135517	0.0138889	0.0132209	0.0133251	0.0135728	0.0100547	0.0144458	0.0130396	0.0223148	0.0202577	0.0248867	0.0385858	0.0441668	0.0324367	0.033243
qu'	0.0309385	0.031752	0.0197374	0.027525	0.0114159	0.00614492	0.00466707	0.00907978	0.0112076	0.0122371	0.0108141	0.0127927	0.0224932	0.0222809	0.0416422	0.0327311	0.0275756	0.0309073	0.0153082	0.044619	0.0204955	0.0266779	0.0262355	0.0204957	0.0212159	0.0229766	0.0378382	0.0332017	0.0260877	0.0173528	0.0179839	0.0171326	0.0163582	0.0145939	0.0124852	0.0130937	0.0192427	0.0126761	0.0171487	0.0190298	0.0181659	0.0188872	0.0209995	0.0301704	0.0331802	0.0206718	0.0197333
une	0.0471311	0.0425303	0.036007	0.0220048	0.016325	0.00838618	0.0115994	0.00923147	0.0119618	0.00224476	0.00384942	0.00848022	0.0101628	0.0105209	0.00901275	0.0127282	0.0148071	0.0201446	0.013318	0.0139587	0.010282	0.0103295	0.0067924	0.00555638	0.00635945	0.00794908	0.0168297	0.0148339	0.0117103	0.00705551	0.0092142	0.00743234	0.0101362	0.00852778	0.00894528	0.0183395	0.0273919	0.0214864	0.033716	0.0384123	0.0377711	0.0363279	0.0409822	0.0613607	0.0708796	0.0453585	0.101615
mare	0.0299322	0.0300208	0.0243661	0.0256306	0.0136633	0.0107983	0.0126022	0.0129511	0.0105033	0.00727722	0.00565756	0.0122828	0.0118693	0.0206971	0.0225152	0.0304449	0.0334464	0.0602024	0.0122502	0.0131243	0.0123526	0.0113615	0.00837965	0.00742801	0.0144262	0.0266458	0.0313847	0.0383412	0.0379934	0.0274673	0.033587	0.0290185	0.0306126	0.0289238	0.0273832	0.0266937	0.0210215	0.0129957	0.0201994	0.0128152	0.0124931	0.0144407	0.0168464	0.0209304	0.0292849	0.0223712	0.0243667
