 	a66	a87	a23	a83	a54	a47	a6	a79	a98	a6	a5	a47	a62	a88	a75	a5	a12	a61	a21	a47	a21	a5	a75	a85	a47	a36	a2	a57	a87	a23	a38	a37	</S>
cet	0.0282752	0.0528045	0.0496629	0.030854	0.0712293	0.0604272	0.113274	0.0357777	0.0160694	0.0115841	0.0107504	0.0135614	0.0139484	0.0259528	0.0376547	0.0264691	0.0450892	0.0534	0.023598	0.0252288	0.0231336	0.0186596	0.0250163	0.0106082	0.0123962	0.0132604	0.012018	0.0156144	0.0175063	0.0181878	0.0303676	0.0144659	0.0431545
enfant	0.00544112	0.00642473	0.0132231	0.0422259	0.0420033	0.16939	0.108451	0.19081	0.0392933	0.105699	0.0873786	0.0646812	0.0374255	0.0138676	0.0121972	0.00804367	0.00865732	0.0138712	0.00430193	0.00383038	0.00478852	0.00242221	0.00345759	0.000970505	0.00110453	0.00129356	0.00130696	0.00171405	0.00105304	0.00135525	0.00141973	0.00111172	0.000786325
ne	0.0564321	0.035779	0.0619388	0.101278	0.0597258	0.0701706	0.0748288	0.146908	0.0517368	0.0536481	0.0385262	0.0220577	0.0164542	0.017395	0.0128815	0.00835284	0.00956278	0.00483912	0.00923337	0.00434135	0.00424489	0.00571425	0.0131712	0.0155527	0.0200484	0.0145589	0.0151173	0.0157297	0.00829959	0.0164445	0.00370271	0.00729624	0.00402896
reste	0.0335726	0.0122107	0.0151165	0.00954879	0.0160173	0.0161717	0.0207527	0.0246697	0.0238452	0.023909	0.0296641	0.0258873	0.0249041	0.014998	0.020647	0.0338339	0.0259153	0.0417816	0.0428849	0.0718305	0.0617403	0.0416208	0.0279168	0.029082	0.0300868	0.026663	0.0163222	0.038235	0.0293596	0.0584878	0.0203565	0.035932	0.0560361
pas	0.103827	0.0679039	0.0411713	0.021766	0.0253803	0.0100799	0.00614399	0.00900078	0.00995345	0.0138472	0.0113496	0.0120403	0.0145085	0.0216224	0.0231867	0.0363601	0.0226329	0.0411852	0.0374976	0.0332225	0.0297666	0.0408088	0.0539882	0.0431271	0.0285899	0.0148799	0.0076318	0.0252234	0.0274879	0.0452322	0.0203501	0.0421614	0.0580726
à	0.0398707	0.0300629	0.0282567	0.0203534	0.0288863	0.0194268	0.0176461	0.0159994	0.0242402	0.0266083	0.019593	0.0344019	0.0270161	0.0282878	0.0473622	0.0305455	0.0373735	0.0305342	0.023447	0.0219226	0.0222799	0.0246257	0.0250206	0.0369255	0.0436456	0.0461469	0.0386452	0.0380957	0.037181	0.0400488	0.0233587	0.0305494	0.0416427
la	0.0401391	0.022779	0.0257884	0.0184963	0.014623	0.0114162	0.00891838	0.0136862	0.0130835	0.0138991	0.0130182	0.0168634	0.0176063	0.0163044	0.0314487	0.0178814	0.0355361	0.0410243	0.0257153	0.0312575	0.0274674	0.0232921	0.0311477	0.047805	0.042953	0.0454039	0.0700229	0.0571031	0.0395347	0.0616089	0.0256968	0.0402669	0.0582128
maison	0.0457605	0.029579	0.0198954	0.0203984	0.0143717	0.015663	0.0143842	0.0250074	0.0198448	0.0170692	0.0162223	0.019916	0.017559	0.0150957	0.0277183	0.0175696	0.0327725	0.0336839	0.0248473	0.0303033	0.0282118	0.0169338	0.0275422	0.0471273	0.0306755	0.0418182	0.0912727	0.0579966	0.0442542	0.0487888	0.0239641	0.0353835	0.0483698
comme	0.0433842	0.034143	0.0194182	0.0184569	0.0126029	0.0135405	0.0128517	0.0148947	0.0109365	0.00935929	0.00666492	0.0104315	0.0123105	0.0156968	0.0316285	0.0191455	0.0323422	0.0500684	0.0290917	0.0382087	0.0391388	0.042256	0.0593577	0.064091	0.0569742	0.0561366	0.0612534	0.0422875	0.0401174	0.0353084	0.0228585	0.0232976	0.0217463
son	0.0352973	0.0288609	0.0187319	0.0119259	0.0111138	0.00904437	0.00873074	0.0104557	0.00936166	0.00951996	0.00652749	0.0107353	0.00907602	0.00700728	0.0120224	0.009278	0.0193148	0.0323817	0.0189653	0.0391598	0.0341365	0.0377612	0.0355995	0.0417409	0.0507329	0.038829	0.0544965	0.071466	0.0584741	0.0720653	0.0387336	0.0857194	0.0627347
père	0.0446653	0.0400838	0.0279019	0.0202828	0.0220913	0.0185165	0.0226565	0.0278406	0.0362975	0.0341374	0.0348194	0.0349575	0.0294097	0.024599	0.025998	0.0253098	0.0280992	0.0313383	0.0354543	0.04517	0.0436273	0.0377228	0.041002	0.045346	0.0537002	0.0305604	0.0162515	0.0292293	0.0207747	0.0266598	0.0142423	0.0181844	0.0130707
</S>	0.026947	0.0242644	0.021518	0.0146229	0.0196196	0.0168826	0.0208596	0.0164478	0.0181652	0.0136161	0.0171759	0.0188365	0.0130785	0.0150171	0.0210953	0.016191	0.0338148	0.0426686	0.0228617	0.0540314	0.0658879	0.0657483	0.0625042	0.0446677	0.0609217	0.0498813	0.0280426	0.0328232	0.0390154	0.0341023	0.0248401	0.0239014	0.0199498
