 	a66	a87	a23	a40	a37	a79	a15	a20	a15	a47	a85	a47	a0	a54	a47	a6	a0	a75	a56	a0	a25	a69	a32	a62	a31	a0	a24	a9	a87	a23	a87	</S>
les	0.0263705	0.0652527	0.0645391	0.0995184	0.0568522	0.048494	0.0533633	0.0657352	0.0527596	0.0304956	0.0335023	0.0183445	0.0218394	0.0228117	0.0148057	0.0294572	0.0233467	0.0308324	0.0271432	0.0312858	0.0203764	0.0112826	0.00906312	0.0149529	0.0130055	0.0110859	0.00974627	0.0104026	0.0106453	0.0127849	0.010805	0.0491
hameçons	0.00175074	0.00325112	0.00494538	0.00882088	0.0233582	0.0357421	0.0656722	0.0734524	0.116167	0.168406	0.156105	0.106959	0.100127	0.0469329	0.0378096	0.0216257	0.00666752	0.00407247	0.00295449	0.00280476	0.00267599	0.00197194	0.00114292	0.000684953	0.000482845	0.000331127	0.000487581	0.000603433	0.000832066	0.00102745	0.00107804	0.00105685
sont	0.053706	0.0362849	0.0193743	0.0433731	0.0268939	0.038741	0.0419989	0.0490398	0.0164089	0.0230853	0.0368424	0.0760425	0.203233	0.108159	0.048081	0.0476988	0.0156243	0.0163072	0.0129047	0.00745818	0.00757225	0.00630334	0.00664445	0.00349845	0.00330146	0.00408594	0.00953167	0.00604168	0.0091673	0.00797625	0.0100863	0.00453395
mis	0.0112368	0.0148228	0.0170949	0.0184358	0.00953693	0.0117579	0.0184751	0.0330408	0.0371306	0.0490652	0.0335768	0.0410444	0.0723759	0.0454854	0.0714735	0.050917	0.0595563	0.072936	0.0427256	0.0328516	0.0207602	0.0159506	0.021935	0.0245143	0.0372132	0.0342311	0.026652	0.0195934	0.0183448	0.0139385	0.0108068	0.0125207
en	0.0407041	0.0240959	0.0115484	0.0111091	0.0121169	0.00864053	0.00561749	0.00981797	0.0115005	0.0292186	0.0403559	0.0354834	0.046201	0.0485221	0.0658366	0.0582042	0.0489121	0.0464004	0.0341691	0.0363225	0.0282712	0.0251	0.0433817	0.0280653	0.0208696	0.0357912	0.0392696	0.0358776	0.0387676	0.0216404	0.0267709	0.031418
place	0.0336544	0.0178906	0.0151028	0.0164301	0.0189536	0.0112792	0.0139098	0.0195086	0.0365063	0.0366296	0.0292813	0.0346473	0.036427	0.0340722	0.0811193	0.0536367	0.0637703	0.0699783	0.0405897	0.033087	0.0292327	0.0265042	0.0259545	0.0204992	0.00820864	0.0186803	0.0294989	0.029769	0.0330056	0.0305483	0.0277386	0.0238857
dans	0.0651588	0.0411768	0.0298332	0.0303663	0.00854445	0.00292205	0.0036754	0.00759889	0.00935247	0.0200073	0.0693853	0.0543689	0.0767951	0.0571437	0.0496629	0.0483825	0.0357542	0.0276967	0.0312348	0.0198242	0.0131662	0.00516973	0.00803463	0.00693843	0.00266398	0.00546317	0.0112565	0.0209373	0.0454217	0.0496871	0.0555426	0.0868347
la	0.0601925	0.0273564	0.0130347	0.0124142	0.00885754	0.00304344	0.004604	0.00834609	0.0114213	0.0210206	0.0378262	0.0295025	0.0546732	0.0266496	0.0255258	0.0244162	0.0314803	0.0300468	0.0331153	0.0312978	0.0231069	0.0236624	0.0349947	0.0387848	0.0154095	0.0305535	0.0628979	0.0751054	0.065475	0.0603956	0.0542418	0.020548
rivière	0.0415532	0.0390457	0.0372315	0.0350751	0.0285927	0.0102073	0.0134717	0.0263356	0.0330866	0.0226781	0.019464	0.0191095	0.0229176	0.0183096	0.0175014	0.0174072	0.0207038	0.026278	0.0193244	0.015317	0.0126244	0.0160768	0.0151566	0.0157245	0.0133586	0.0210673	0.0429122	0.0667974	0.0808512	0.0944129	0.0681531	0.069255
</S>	0.0943696	0.0746768	0.0357558	0.0215817	0.0132252	0.00643207	0.0104241	0.0123153	0.00679615	0.00421623	0.00578129	0.0052878	0.0100478	0.0118707	0.0261692	0.0298597	0.0334116	0.0404948	0.0361447	0.0208083	0.0170274	0.010886	0.0161745	0.0219787	0.0128782	0.0222074	0.0303594	0.0560657	0.0721971	0.0905665	0.0728365	0.0771534
