 	a66	a87	a23	a10	a87	a97	a10	a87	a23	a70	a13	a50	a93	a69	a93	a34	a90	a93	a70	a56	a70	a13	a83	a88	a0	a50	a99	a53	a44	a13	a57	a13	a3	a97	a87	a23	a87	a97	a87	a23	a87	</S>
c'	0.0472719	0.0805893	0.0464205	0.0719641	0.0206525	0.0416046	0.0471142	0.0648857	0.0689763	0.0492243	0.0224927	0.0129713	0.0155609	0.0105318	0.0118837	0.0102555	0.0117015	0.0142911	0.0111826	0.0116529	0.0215791	0.0115812	0.00742558	0.00857034	0.00931772	0.00875659	0.00750517	0.00906623	0.0168277	0.0249377	0.0182943	0.021166	0.0174473	0.0138128	0.0139209	0.0140994	0.0148523	0.0155503	0.0135347	0.0143966	0.00962305	0.0365077
était	0.047079	0.0233659	0.0210488	0.0205712	0.016418	0.0180453	0.0150381	0.0164704	0.017434	0.0156661	0.0142008	0.0174795	0.0165652	0.0183012	0.0179962	0.0191612	0.0184775	0.0179332	0.0188216	0.0156877	0.0156754	0.0127374	0.0195781	0.0171537	0.028473	0.0318771	0.0518809	0.0379261	0.0412725	0.0171896	0.0420497	0.029396	0.0148811	0.0327522	0.0235459	0.0197615	0.0279715	0.0348103	0.0236917	0.0313407	0.0309667	0.0293079
lui	0.0641221	0.0465162	0.0543329	0.0666691	0.0506479	0.024703	0.0289254	0.0356045	0.0232699	0.0306422	0.0308971	0.0211137	0.0214258	0.00583133	0.00728151	0.00382065	0.00459123	0.00442065	0.0171566	0.0262421	0.0105833	0.0145909	0.0179164	0.0102264	0.012231	0.0113935	0.00813887	0.00712343	0.00916352	0.00553105	0.00789355	0.0119395	0.00830531	0.0145191	0.0156984	0.0177936	0.0180621	0.027381	0.0344872	0.0431911	0.0559467	0.0696701
qui	0.0294076	0.007994	0.0177006	0.0108574	0.0086036	0.00920965	0.0135035	0.0103837	0.0120452	0.0169936	0.0277124	0.0320807	0.0494154	0.0387551	0.0319556	0.0305688	0.0280867	0.0267264	0.0227902	0.0187894	0.010052	0.0108223	0.0216385	0.0196686	0.0400431	0.0219726	0.0222327	0.0165599	0.0163408	0.0146706	0.0269959	0.0196456	0.0119012	0.0301415	0.0346257	0.0324474	0.0373979	0.0313216	0.0368715	0.036447	0.0239835	0.0406405
nous	0.0844718	0.0197006	0.0207577	0.0192069	0.00935027	0.0132916	0.012138	0.0110514	0.0107365	0.0117024	0.0104814	0.0160065	0.00730233	0.00802054	0.00881937	0.0069602	0.00430611	0.00509502	0.00835388	0.00773269	0.0158783	0.00768754	0.024186	0.0148485	0.0386439	0.0234824	0.029995	0.0598179	0.0493646	0.0261499	0.0367868	0.0555465	0.0255858	0.0587731	0.031076	0.0369643	0.0342386	0.0285558	0.0291858	0.0320032	0.0308535	0.0148914
a	0.0257042	0.0121528	0.014991	0.0252458	0.0298307	0.047708	0.0401311	0.0355591	0.0266268	0.0218288	0.0251625	0.0222511	0.0362033	0.0213622	0.0292697	0.0367365	0.0462635	0.0542874	0.0835814	0.0488312	0.0277792	0.0255414	0.0424035	0.027386	0.0228273	0.0122084	0.00653048	0.00786066	0.00860975	0.00631292	0.00941592	0.00674647	0.010904	0.00702086	0.00625118	0.00902259	0.00892306	0.00709406	0.010787	0.0118268	0.0187879	0.0220338
éclairci	0.0191408	0.00888879	0.0121157	0.0108006	0.0272468	0.0109288	0.0105096	0.00861917	0.0121158	0.0104953	0.0261024	0.0230881	0.0185137	0.0216403	0.0261746	0.0349757	0.0443151	0.030136	0.0466783	0.0609275	0.0478489	0.0511693	0.0417801	0.0437129	0.0364367	0.0362396	0.020398	0.0226312	0.0357037	0.0156586	0.0212982	0.0144341	0.0147491	0.0222459	0.0156346	0.0159517	0.0143949	0.0137307	0.0163661	0.0131094	0.0128797	0.0102138
sur	0.0448987	0.0201677	0.0227357	0.0149572	0.0129403	0.00508811	0.00661625	0.0042128	0.00399022	0.00425821	0.00418143	0.00216081	0.0041014	0.00240304	0.00314341	0.00288364	0.00322731	0.0030708	0.0047132	0.00602746	0.0136523	0.00933247	0.0212486	0.0235815	0.0336997	0.0354809	0.0352901	0.0338175	0.0372813	0.0289621	0.035872	0.039022	0.0285827	0.0472269	0.0421399	0.0472964	0.0529803	0.0505462	0.0444084	0.0527751	0.0615425	0.0494831
ce	0.0325211	0.0250927	0.0293007	0.0282985	0.0257861	0.0256517	0.0238873	0.0168559	0.0132878	0.014355	0.0151302	0.00721538	0.00892355	0.00743783	0.00805002	0.00654364	0.00638763	0.00669257	0.0177267	0.0191514	0.0170099	0.0190804	0.0229803	0.0181406	0.0224787	0.0196767	0.0189882	0.0183703	0.0280245	0.0261751	0.0286062	0.0324371	0.0260536	0.0502115	0.036588	0.0388831	0.0311913	0.0349899	0.0362717	0.0354823	0.0524101	0.0476546
problème	0.0228112	0.0181109	0.0130068	0.00913004	0.00957964	0.00398307	0.00401666	0.00396475	0.00433707	0.00578099	0.00703113	0.00506348	0.00718429	0.00650374	0.00665847	0.00679694	0.00803429	0.00949848	0.00837515	0.0104708	0.0115432	0.015068	0.0122499	0.0135635	0.0126367	0.00836696	0.00934263	0.0204952	0.0333914	0.0455924	0.0432111	0.0414644	0.0708798	0.0660477	0.0649239	0.0637048	0.048137	0.0486428	0.0587898	0.0401756	0.0581785	0.0432569
