 	a23	a10	a53	a4	a58	a90	a76	a56	a76	a69	a58	a75	a5	a12	a61	a75	a5	a43	a75	a37	a11	a47	a56	a93	a56	a96	a88	a9	a10	a87	a10	a87	a10	</S>
le	0.0421494	0.0589326	0.0481014	0.046243	0.0566783	0.0492058	0.0404686	0.0223643	0.0315808	0.0248312	0.0162498	0.021093	0.0181526	0.0243859	0.021557	0.0166335	0.0141747	0.0135948	0.0205934	0.0121185	0.00769491	0.00690184	0.00595781	0.00997392	0.0159454	0.019409	0.0432809	0.048272	0.0527857	0.0356641	0.0359637	0.0382307	0.0379096	0.0429018
sel	0.0133725	0.0585799	0.0609418	0.0800249	0.088422	0.0928887	0.0971835	0.064821	0.0561002	0.0531604	0.0438113	0.0343626	0.0374468	0.0243924	0.016314	0.0206971	0.020027	0.0182683	0.021348	0.0172453	0.0224278	0.0141438	0.00856167	0.0073069	0.00299813	0.00338029	0.00391331	0.00165424	0.00218378	0.00246938	0.00140507	0.00198664	0.00386732	0.00429396
que	0.0161836	0.0249521	0.0328131	0.0349658	0.0363025	0.0440837	0.0496058	0.0544577	0.0727381	0.068563	0.0823838	0.0979613	0.0923722	0.0756617	0.0285748	0.0349597	0.0196695	0.0126791	0.0167007	0.0167054	0.0302342	0.0106889	0.00592363	0.00403367	0.00195914	0.0017192	0.00320842	0.00278486	0.00552696	0.00575004	0.0037645	0.00370436	0.00596628	0.00240233
j'	0.063364	0.0372765	0.0256844	0.0228797	0.0119078	0.0117252	0.0110568	0.0112881	0.0170504	0.020291	0.0258043	0.0243915	0.0190653	0.0276089	0.00885794	0.0110284	0.00846144	0.00416689	0.0141009	0.0136914	0.028999	0.0109041	0.0165337	0.016094	0.0109822	0.0383826	0.0366236	0.0271281	0.0311805	0.0498509	0.0550751	0.0583099	0.0772576	0.152978
ai	0.0774617	0.0298364	0.0161107	0.0215353	0.015678	0.0054222	0.00260702	0.00447199	0.00707642	0.00830379	0.0203496	0.00750702	0.0201331	0.0284988	0.0245373	0.0457741	0.0526733	0.0263648	0.10976	0.0965961	0.0788982	0.016024	0.0129843	0.0123712	0.00960196	0.0206956	0.0246466	0.0191377	0.0256046	0.0254722	0.0286921	0.0173869	0.0308411	0.0569464
mis	0.0361288	0.0368196	0.0213203	0.0227221	0.0187417	0.011509	0.0104688	0.0160624	0.0193406	0.0148407	0.0279874	0.0182265	0.0244123	0.0291015	0.0234304	0.0317159	0.0197567	0.018516	0.0434792	0.0628047	0.0332722	0.0331627	0.026451	0.0226662	0.026937	0.0207865	0.0241241	0.0313538	0.0372622	0.0324052	0.0402809	0.0358179	0.04013	0.0879656
dans	0.0277024	0.0185717	0.0163145	0.0176607	0.0198779	0.0155991	0.0216065	0.0257136	0.0195799	0.021832	0.026838	0.0215828	0.0204332	0.028156	0.0154394	0.0156173	0.0111418	0.0112709	0.0260468	0.0334747	0.0275256	0.0241815	0.022122	0.0191058	0.0230818	0.0164955	0.0251256	0.0436703	0.0537992	0.0497646	0.0601378	0.0566908	0.0586776	0.105163
la	0.0329063	0.0198251	0.0168731	0.0115106	0.0115857	0.00800725	0.0101205	0.00794449	0.00657925	0.00719199	0.00550346	0.00487959	0.0052877	0.00891668	0.00537027	0.00443078	0.00397149	0.00245253	0.0101683	0.0133296	0.0129968	0.00933042	0.0174103	0.0321959	0.0501829	0.0457188	0.0641382	0.0639537	0.0854732	0.0679352	0.103832	0.0769872	0.0831322	0.0898584
nourriture	0.012341	0.0114749	0.0115556	0.0105131	0.00992976	0.00587673	0.00580803	0.00349037	0.00422521	0.00387083	0.00315611	0.00167328	0.00356838	0.00539161	0.00402988	0.00537224	0.00440292	0.00470813	0.00683127	0.00794221	0.0085423	0.00615435	0.0110589	0.0199853	0.0439051	0.0409261	0.088132	0.0815282	0.0915154	0.0911453	0.0897915	0.116564	0.0814858	0.103104
a	0.0341956	0.0266659	0.0220491	0.0209234	0.0273002	0.024406	0.0373433	0.0386189	0.0343613	0.0415939	0.04258	0.0231987	0.0269474	0.0498316	0.0225832	0.0219769	0.0219776	0.00894915	0.027741	0.0201298	0.021022	0.0109419	0.0201207	0.0237033	0.0335189	0.0300167	0.032873	0.0332236	0.032506	0.0349611	0.0328697	0.0304897	0.041403	0.0489777
suffi	0.0348452	0.0440723	0.033319	0.0356434	0.0412813	0.0403631	0.06482	0.0667879	0.0616126	0.0460637	0.0626142	0.036613	0.0396097	0.0485162	0.02637	0.0255752	0.0257711	0.0170827	0.023504	0.0175786	0.0125081	0.00509572	0.00613157	0.0104855	0.00982472	0.00972074	0.0166504	0.0161328	0.0162587	0.015591	0.017383	0.0186612	0.0190909	0.0344226
</S>	0.052528	0.0489571	0.0301024	0.0412261	0.0230176	0.0216712	0.0105883	0.0120293	0.00985085	0.00702473	0.0164104	0.00570692	0.00968309	0.0132038	0.00960767	0.0189085	0.0214864	0.0157557	0.0315685	0.0428631	0.0456652	0.0161634	0.010705	0.0248866	0.022485	0.0221849	0.0363911	0.0405117	0.0498877	0.0321964	0.0517466	0.0412353	0.0462094	0.117542
