 	a66	a87	a40	a37	a79	a98	a14	a85	a21	a85	a92	a98	a47	a37	a75	a47	a92	a98	a15	a47	a0	a75	a92	a37	a56	a96	a66	a9	a97	a87	a23	a99	a97	</S>
le	0.036703	0.0318577	0.0762588	0.074389	0.118127	0.0853142	0.0924415	0.0467846	0.0524656	0.0412079	0.0194482	0.00881395	0.0073328	0.00582674	0.00505818	0.00581997	0.00456093	0.00565134	0.00376933	0.00509222	0.00932411	0.00763827	0.0162777	0.0174599	0.0146717	0.0171736	0.0200572	0.0182979	0.0143375	0.0266436	0.0193637	0.0224936	0.0180866	0.0512513
sang	0.000672667	0.0029677	0.00665976	0.0165197	0.0259518	0.0391142	0.0815417	0.0835624	0.0577777	0.0558812	0.0925474	0.105622	0.112267	0.074085	0.0703182	0.0985494	0.0233921	0.015784	0.0131586	0.0124	0.00507993	0.00278614	0.000683782	0.000274479	0.000442139	0.000139676	0.000195299	6.75633e-05	0.000108584	6.69623e-05	0.000241726	0.000281332	0.000354339	0.000505396
de	0.0468258	0.0403421	0.0531364	0.0453745	0.0575958	0.071385	0.0796307	0.133717	0.150761	0.0987013	0.0521853	0.0299835	0.0271227	0.0117897	0.0102499	0.00644946	0.00643007	0.00544941	0.00581279	0.00661397	0.00541713	0.0030602	0.00266107	0.00335119	0.00198459	0.00162196	0.00293585	0.00184373	0.001985	0.00322873	0.00515374	0.00597287	0.0145979	0.00662999
la	0.0409098	0.0324897	0.0502756	0.0166863	0.0303154	0.0295143	0.0374074	0.0244828	0.066397	0.0521092	0.0259488	0.00739069	0.012264	0.00534348	0.00594793	0.00364392	0.00458653	0.00468036	0.00734054	0.00803584	0.0229196	0.0111648	0.0127457	0.0230689	0.0212682	0.0275373	0.0283844	0.0504995	0.0230944	0.034608	0.0351813	0.0611831	0.0587156	0.12386
viande	0.028591	0.0229533	0.0197723	0.0225082	0.021822	0.0222641	0.0252469	0.026706	0.0274691	0.0179772	0.0279847	0.0182027	0.0325252	0.0289663	0.0187892	0.0231412	0.0215383	0.0155525	0.0437233	0.0166659	0.0238241	0.0170744	0.00775883	0.00796719	0.0150123	0.0101236	0.0137771	0.0266771	0.0447726	0.0562883	0.0733076	0.0673662	0.07117	0.0824813
s'	0.0615213	0.0776644	0.0545337	0.0166637	0.0165449	0.0172801	0.0158819	0.0287003	0.0292432	0.0148749	0.0191442	0.0133265	0.030124	0.0210175	0.0217699	0.0187039	0.0145947	0.0164769	0.0185056	0.022514	0.0225537	0.0124603	0.0159914	0.0187821	0.0238046	0.014729	0.0249388	0.0401752	0.0287796	0.0414871	0.0482383	0.0630282	0.0409023	0.0750441
est	0.0359995	0.0316946	0.0319127	0.0284912	0.0472007	0.0410318	0.0240247	0.0374962	0.0257124	0.0159142	0.0149204	0.0317852	0.0394061	0.0426791	0.038147	0.0324468	0.0292923	0.0314652	0.0356607	0.0351227	0.0305839	0.0189077	0.0220033	0.018442	0.0156031	0.0106892	0.0248987	0.017689	0.0228693	0.032606	0.0321799	0.0350334	0.0359745	0.0321164
coagulé	0.0335906	0.0242212	0.0320642	0.0156822	0.02843	0.0358751	0.040773	0.0663177	0.0389367	0.0297283	0.019659	0.0265218	0.0371851	0.0211462	0.0123084	0.00825768	0.0103638	0.00801936	0.0140057	0.0111725	0.0138576	0.00763758	0.011808	0.0125483	0.0190972	0.0247705	0.0367022	0.0460635	0.0270235	0.0434336	0.0353403	0.049356	0.0609146	0.0971885
dans	0.0250526	0.0141383	0.0119067	0.00634642	0.00564166	0.00654975	0.00740567	0.0082257	0.0068386	0.00781365	0.00916882	0.00466704	0.0115727	0.00648025	0.00251345	0.00305068	0.00192663	0.00257212	0.00469569	0.00512607	0.0071052	0.00630845	0.0166774	0.020553	0.0264777	0.0227951	0.0349203	0.0443526	0.0507315	0.104581	0.0954461	0.113295	0.10906	0.196005
la	0.0196082	0.0148506	0.0180627	0.0153427	0.00761515	0.0106741	0.0102925	0.00850206	0.00756965	0.00920802	0.00810401	0.0053871	0.00834211	0.00575077	0.0032719	0.00317374	0.00256392	0.00271818	0.00377289	0.00442094	0.0057008	0.00735661	0.0231815	0.0295304	0.0464428	0.0310287	0.0548147	0.0819563	0.0603698	0.108786	0.0989865	0.10141	0.0975489	0.0836564
marmite	0.0190425	0.00806664	0.00539009	0.00210621	0.00157096	0.00279225	0.00318646	0.0131914	0.00967846	0.0098927	0.00938053	0.0116985	0.0213232	0.0150713	0.010456	0.0103517	0.00689947	0.00740189	0.00876121	0.00869787	0.0101944	0.0119399	0.0188108	0.0205461	0.0267694	0.0168265	0.0307593	0.0381545	0.0452674	0.0649017	0.11126	0.111808	0.154159	0.153643
</S>	0.0637768	0.0249619	0.0186384	0.00947713	0.00957503	0.0114848	0.00869396	0.00890583	0.00806803	0.00808273	0.00842033	0.0066568	0.0151951	0.0102711	0.00804883	0.00859654	0.00737414	0.00905123	0.0101136	0.00680938	0.00880924	0.0116111	0.0258692	0.0358092	0.0344244	0.0294671	0.0412579	0.0374109	0.0225865	0.029445	0.0763821	0.101702	0.161998	0.121025
