 	a66	a87	a23	a10	a87	a23	a12	a62	a18	a38	a62	a47	a62	a21	a12	a18	a62	a21	a47	a56	a25	a92	a56	a44	a75	a5	a12	a21	a92	a37	a92	a47	a7	a2	a62	a88	a66	a13	a99	a87	a23	a87	a23	</S>
la	0.0493536	0.0844649	0.0805797	0.0313238	0.0181147	0.0151067	0.0227578	0.0275643	0.0190153	0.0155472	0.0188068	0.0152351	0.0170394	0.0249768	0.0206297	0.0161637	0.0190846	0.0211414	0.00903118	0.0116108	0.00971904	0.00597194	0.0108674	0.00814528	0.00979858	0.0115907	0.0128375	0.00988705	0.0116608	0.0151085	0.0151477	0.0218029	0.0196254	0.0284379	0.0248896	0.0228299	0.0236683	0.0326902	0.0242751	0.0278655	0.0264414	0.0246822	0.0281513	0.0363583
manière	0.00128756	0.00271933	0.00370232	0.00533982	0.00619347	0.00815245	0.00749123	0.00601451	0.016153	0.015707	0.0176146	0.0109991	0.0215155	0.0653207	0.0398627	0.0534718	0.0645836	0.038224	0.101699	0.135528	0.189903	0.0654913	0.0584144	0.0325541	0.00796278	0.00885402	0.00276568	0.00177699	0.00208875	0.00161212	0.000900872	0.000837619	0.000540088	0.000294792	0.000217395	0.000246007	0.000229542	0.000304451	0.000199894	0.000829825	0.00049559	0.000418003	0.00116608	0.000316956
dont	0.0665405	0.0666057	0.0501281	0.0322285	0.0325237	0.029515	0.0147605	0.0145358	0.0272136	0.0169707	0.0168066	0.0222713	0.0188808	0.00908038	0.0187326	0.0268323	0.0488124	0.0589783	0.0821777	0.0320658	0.0458926	0.0283974	0.024085	0.0239863	0.0141665	0.0117974	0.00820239	0.00728809	0.0037367	0.011044	0.00639599	0.0122622	0.00979734	0.0115103	0.0119113	0.00817374	0.00729473	0.00639503	0.01128	0.00545282	0.0178248	0.00864868	0.00996425	0.00883194
il	0.0425047	0.0309433	0.0216104	0.0108277	0.0117974	0.00826901	0.00563674	0.0112639	0.0172074	0.0135918	0.0154618	0.00948964	0.0171429	0.00965889	0.0119112	0.0138361	0.0137263	0.0143416	0.0383949	0.0216611	0.016236	0.0189069	0.0273893	0.0541566	0.0282366	0.0196298	0.0116894	0.017973	0.0150955	0.0374692	0.0218324	0.0395951	0.0374816	0.0222875	0.0561579	0.0490505	0.0262027	0.0180714	0.0142233	0.0230317	0.0303744	0.0304006	0.0320644	0.0131675
m'	0.0268815	0.0196346	0.0113487	0.0121541	0.0207571	0.0177522	0.0136798	0.0361648	0.0225132	0.0322222	0.00784165	0.0104908	0.0236961	0.00960039	0.0121824	0.0117638	0.050958	0.0307894	0.0280517	0.0341786	0.0347778	0.029187	0.0569014	0.0945712	0.0547925	0.0412015	0.0346085	0.0268189	0.0112363	0.014184	0.00850033	0.0198689	0.0213207	0.00558226	0.0101341	0.00836264	0.00749418	0.0080823	0.00755767	0.0152406	0.0135951	0.0120908	0.0213699	0.00986025
a	0.0267637	0.0207461	0.0206593	0.0158514	0.0251527	0.0251978	0.0197088	0.0275029	0.0239708	0.0334404	0.0189066	0.0292982	0.0399408	0.0288075	0.0356479	0.0347955	0.0527717	0.0568922	0.020749	0.0244895	0.0255945	0.0215475	0.0234951	0.0264552	0.0250326	0.0292571	0.0235825	0.0325141	0.023014	0.0212743	0.0180302	0.0228961	0.0192887	0.00755147	0.0115864	0.0073113	0.00612448	0.00802489	0.00886747	0.0102437	0.0130641	0.00640357	0.0170799	0.0104678
brimé	0.0280182	0.01792	0.0184275	0.0121858	0.0204852	0.0185813	0.0126629	0.0128122	0.012676	0.013719	0.0098972	0.0126463	0.0159104	0.0151429	0.0143687	0.0149198	0.0189637	0.0237418	0.012087	0.0161655	0.013987	0.0147351	0.017415	0.0203376	0.0218349	0.0308917	0.0177766	0.0299192	0.032696	0.0294382	0.0391487	0.0412647	0.0394406	0.0291177	0.0396108	0.0510235	0.0213682	0.0225192	0.021839	0.0279531	0.0349406	0.0179139	0.0309878	0.0325094
dans	0.0375471	0.0262674	0.0218126	0.012863	0.0120792	0.00848763	0.00748329	0.0063098	0.00592836	0.0044529	0.00874054	0.00936513	0.00802396	0.00739164	0.00987785	0.00942034	0.00891797	0.0092979	0.0104615	0.00780594	0.00719851	0.00877944	0.0104991	0.00934344	0.0109635	0.0126301	0.0126387	0.0139501	0.0130045	0.0137502	0.0209167	0.0205739	0.0217503	0.0313852	0.0414259	0.0452895	0.0430567	0.0350231	0.052106	0.0552894	0.075397	0.0580658	0.0612834	0.0931456
le	0.0228153	0.0175331	0.0137469	0.00687439	0.00680119	0.00505291	0.00458011	0.00407278	0.00330134	0.00353963	0.00473286	0.0055822	0.00536896	0.0048575	0.00901815	0.00901059	0.00834506	0.00788749	0.00706568	0.00562118	0.00560145	0.00679853	0.01398	0.0139069	0.0187998	0.0168063	0.0186888	0.019247	0.017331	0.0176818	0.0218822	0.0221299	0.0252455	0.0287392	0.0404682	0.052179	0.0477815	0.0461515	0.0476074	0.0706719	0.0707129	0.0595579	0.063393	0.098831
partage	0.0172178	0.0122258	0.00995215	0.00850212	0.0109615	0.0115706	0.0156273	0.0132405	0.0183513	0.0163372	0.0215956	0.027057	0.0235484	0.014197	0.0250141	0.0212168	0.0183257	0.0160153	0.0197059	0.0116323	0.0183141	0.0205379	0.0337508	0.0329754	0.0327965	0.0312054	0.0307178	0.0311362	0.0223373	0.0209486	0.0195357	0.0203592	0.0241115	0.0129068	0.0274634	0.0257663	0.0274735	0.0233799	0.0278546	0.0272564	0.0415147	0.0286873	0.043616	0.0430603
du	0.0292193	0.01379	0.00849614	0.00520408	0.00492275	0.00425883	0.00417978	0.00480338	0.00289513	0.00534958	0.00351153	0.00657391	0.00706147	0.00564278	0.00988374	0.0129048	0.0116202	0.0111426	0.00943263	0.00798877	0.00596975	0.0054021	0.0108524	0.0124065	0.0111053	0.010912	0.0195243	0.0169829	0.0132606	0.0154158	0.0163146	0.0265548	0.0277272	0.0209146	0.0519741	0.027253	0.0383933	0.0353508	0.0502696	0.0749194	0.0688671	0.070169	0.0774959	0.123083
gibier	0.0202716	0.00828019	0.00426038	0.00319692	0.00481882	0.0050784	0.00852161	0.0106019	0.00843948	0.0139936	0.00906158	0.0142143	0.0165742	0.0156298	0.0175033	0.0258601	0.0226036	0.0228782	0.0145104	0.0104342	0.00839562	0.00586664	0.0082609	0.00878548	0.00741587	0.00694939	0.0103965	0.00992549	0.00860558	0.00973198	0.0123444	0.0157189	0.0183853	0.0108997	0.0402327	0.0255721	0.0333603	0.0348704	0.060138	0.071158	0.0820706	0.0654722	0.0875961	0.101115
montre	0.0231785	0.0113636	0.00818289	0.00632231	0.00591083	0.00548174	0.00917997	0.0148765	0.0106922	0.0154099	0.00874779	0.0156406	0.0155069	0.0159595	0.0154376	0.0184148	0.0155727	0.016026	0.00955564	0.00848881	0.00760274	0.00509057	0.00437215	0.00454505	0.00427157	0.00402007	0.00674571	0.00619123	0.00723529	0.00964103	0.0128524	0.0159181	0.0173035	0.0182213	0.0594628	0.0469492	0.0594679	0.0588539	0.0849043	0.0471456	0.0682893	0.0500883	0.0843355	0.0665436
qu'	0.0298576	0.0284529	0.0253959	0.0110538	0.00859077	0.00802475	0.0109218	0.0124682	0.00890798	0.0169179	0.00679229	0.00759448	0.00834585	0.00645909	0.00822115	0.00871417	0.0136546	0.0121876	0.0130211	0.0130576	0.013252	0.00929769	0.00859381	0.0085014	0.00823683	0.0087097	0.0153491	0.0125299	0.00957997	0.0115651	0.0138328	0.022433	0.0269412	0.0327007	0.064266	0.0453623	0.0565257	0.0601016	0.0661795	0.0472832	0.0443735	0.0401085	0.0468065	0.0688303
il	0.0434213	0.0474164	0.0457184	0.0213467	0.0171416	0.0167539	0.0223795	0.0156338	0.0117134	0.016172	0.00894497	0.0114022	0.0132442	0.00837261	0.0115115	0.0105595	0.0223159	0.0150344	0.00962384	0.0119652	0.0157286	0.0127824	0.0223081	0.03302	0.0344572	0.0350503	0.053787	0.0448525	0.0165791	0.0202813	0.0174919	0.0309931	0.043351	0.0277862	0.031964	0.017638	0.0198203	0.0208743	0.0196875	0.013131	0.0156754	0.0121377	0.0180671	0.0418645
est	0.0453715	0.0297198	0.0307422	0.0319969	0.0343323	0.0310721	0.0275074	0.0165316	0.011919	0.0102959	0.0069378	0.00948988	0.0101146	0.00600869	0.00929914	0.00724486	0.0134268	0.00701202	0.00309712	0.00304502	0.0041211	0.00480356	0.0110809	0.0332538	0.0289193	0.0323741	0.0360603	0.0363917	0.0246811	0.0257853	0.0254686	0.0336652	0.0445541	0.0203745	0.0353732	0.0211259	0.0250637	0.0297784	0.0388546	0.0240768	0.0285392	0.0176695	0.024792	0.0480285
avide	0.0364305	0.0127976	0.0103347	0.00961326	0.0118914	0.00798033	0.00735457	0.00923145	0.00553304	0.00513122	0.00215935	0.00451854	0.00521726	0.00271364	0.00560861	0.00350833	0.00608019	0.00414721	0.00202261	0.00189839	0.00270694	0.00289672	0.00352817	0.0119263	0.00767302	0.0123494	0.0146855	0.0189367	0.0268691	0.0275168	0.0314091	0.0468632	0.0555532	0.0498043	0.0911565	0.0462015	0.0545608	0.05335	0.0522791	0.0696362	0.0230913	0.0305392	0.0381412	0.0741536
</S>	0.0267295	0.0158781	0.0119186	0.0106319	0.0117634	0.00992686	0.00918906	0.0128879	0.00965443	0.00692709	0.00449885	0.00713377	0.00715023	0.00411123	0.00678483	0.00478183	0.00740955	0.00477581	0.00230009	0.00200472	0.00327566	0.00327104	0.00502686	0.013536	0.0108656	0.0138178	0.0165869	0.0162258	0.0172891	0.0197559	0.0260548	0.0296365	0.0320594	0.05409	0.0605554	0.0674849	0.0628222	0.0639465	0.0627665	0.0577185	0.0488354	0.039579	0.0514378	0.0469049
