 	a66	a87	a23	a87	a97	a23	a62	a88	a56	a93	a98	a79	a37	a21	a47	a96	a0	a90	a93	a4	a53	a94	a26	a82	a97	a87	a97	a99	a97	a84	</S>
ce	0.0906473	0.0683515	0.0973686	0.0583339	0.0306342	0.0259055	0.0148382	0.015039	0.0118628	0.0199514	0.0150631	0.0269976	0.0227327	0.0127526	0.0107626	0.00937197	0.00936207	0.0226918	0.0230961	0.0328909	0.041534	0.0332998	0.0260904	0.0561051	0.0360211	0.0364027	0.0337934	0.025271	0.0279319	0.0124227	0.0524742
régime	0.0157739	0.0163232	0.0167989	0.0224668	0.0388067	0.0251594	0.0403598	0.0240283	0.024112	0.0309324	0.0386059	0.0710247	0.0378301	0.0519939	0.0617926	0.0365046	0.0333528	0.0263522	0.0272159	0.0528408	0.0634549	0.0387866	0.0292028	0.0222358	0.0265407	0.0182082	0.0140581	0.0196749	0.0210455	0.0276252	0.0268928
de	0.0810064	0.0684551	0.0686249	0.0624322	0.0248018	0.0409716	0.0210785	0.0292747	0.017052	0.0158687	0.0676942	0.128058	0.0549306	0.0245617	0.0189311	0.00708811	0.00474279	0.00668078	0.00656256	0.0172706	0.0141119	0.0159192	0.0178986	0.0110689	0.01478	0.0176227	0.029478	0.0275462	0.0276988	0.0236105	0.0341784
noix	0.0542225	0.0256243	0.0191779	0.0162509	0.00795674	0.0124916	0.00945116	0.0154632	0.0217273	0.0344902	0.0631435	0.0617307	0.0730777	0.044109	0.0292778	0.0232102	0.0170808	0.0169218	0.0126167	0.0258596	0.0253336	0.0340284	0.0202171	0.030625	0.0346752	0.059401	0.047385	0.0315031	0.034776	0.0314414	0.0667304
de	0.123643	0.0466527	0.0363596	0.0310722	0.0103828	0.0153952	0.00733564	0.0138204	0.0208539	0.0287672	0.0314208	0.0166279	0.0153194	0.0190635	0.0085455	0.0107773	0.01481	0.0151861	0.0112773	0.0269053	0.0120941	0.0107461	0.0084803	0.0164337	0.0186159	0.0357989	0.06707	0.054422	0.0667512	0.0438583	0.161514
palme	0.0437235	0.0187947	0.0149282	0.0128825	0.00572547	0.00570347	0.00460989	0.00536797	0.00704102	0.0104461	0.0301407	0.0222988	0.023953	0.0264547	0.0310657	0.0350271	0.0464763	0.0792091	0.0443547	0.105787	0.0520893	0.051447	0.0240449	0.0298285	0.0392054	0.0473116	0.0499337	0.0375732	0.0396429	0.0246311	0.0303021
s'	0.0960218	0.0594273	0.0482548	0.0469466	0.02439	0.0393972	0.0178837	0.0236321	0.0231829	0.0278813	0.0607768	0.0415229	0.0251564	0.0257985	0.0280344	0.018015	0.0150652	0.0329478	0.0156095	0.04048	0.0208866	0.017181	0.0180272	0.0092106	0.0150416	0.0184	0.0312052	0.0376816	0.0368289	0.037822	0.0472911
est	0.069005	0.0341622	0.0255435	0.0229806	0.011115	0.0144663	0.0081103	0.0132402	0.0127854	0.0114322	0.0241185	0.0430717	0.0371076	0.0504176	0.0563971	0.0467684	0.0386366	0.0420292	0.0314591	0.0499391	0.0240855	0.0173284	0.0175806	0.0076078	0.0166652	0.0228573	0.0306111	0.0437915	0.0519352	0.0517607	0.0729914
déjà	0.0622786	0.0308215	0.025186	0.0179703	0.00611813	0.00620253	0.00323239	0.00345014	0.00582106	0.00807539	0.0188874	0.0353796	0.0412949	0.0429966	0.0402109	0.0292019	0.019394	0.018002	0.0148847	0.0200142	0.0145773	0.00963831	0.0141366	0.0165423	0.0157775	0.0291673	0.0445642	0.0555746	0.101022	0.0823958	0.167182
gâté	0.0644066	0.0268675	0.0220589	0.0198771	0.00741633	0.0086785	0.0040967	0.00329766	0.00540816	0.012467	0.0377314	0.0448872	0.052087	0.0570979	0.0326818	0.0166681	0.0125593	0.0136097	0.0127762	0.0181513	0.0186045	0.0143309	0.0220383	0.0267487	0.0169985	0.0303751	0.0396143	0.0516068	0.0840859	0.079498	0.143275
</S>	0.0861342	0.0468511	0.039681	0.0356782	0.0134088	0.0201084	0.00893684	0.00909449	0.00564023	0.00368112	0.00198633	0.00350398	0.00633569	0.00723903	0.00610462	0.00996201	0.0146188	0.0176021	0.0167567	0.0236368	0.0261692	0.0210209	0.0311997	0.0361407	0.0349371	0.050168	0.0614983	0.0633112	0.0844081	0.0623269	0.151859
