 	a15	a66	a87	a23	a83	a94	a35	a75	a25	a20	a85	a6	a85	a47	a73	a94	a58	a82	a87	a23	a53	a15	a73	a90	a4	a53	a90	a98	a6	a7	a84	a87	a23	a87	</S>
s'	0.0587204	0.0567307	0.0362	0.0380672	0.0336794	0.0539716	0.0391171	0.0478714	0.038256	0.0413876	0.0286685	0.0270655	0.0300906	0.0380742	0.0302057	0.0204671	0.0187651	0.0281487	0.0243104	0.0115279	0.0203899	0.00589237	0.00509459	0.00821547	0.00328511	0.00400509	0.00912914	0.021048	0.0166131	0.0407134	0.0350651	0.0182996	0.0205264	0.0301951	0.0602026
il	0.0261943	0.0166958	0.020275	0.0128643	0.0137279	0.0166998	0.0235745	0.0247255	0.0299381	0.0492469	0.0592429	0.0349351	0.0521841	0.0203938	0.0168531	0.0455647	0.0208349	0.00985197	0.00732287	0.0151514	0.0212652	0.0194224	0.0290056	0.0221014	0.0604573	0.0826915	0.0722203	0.0586869	0.0299494	0.017354	0.0108534	0.012955	0.0139363	0.0129923	0.0198319
te	0.047601	0.0224011	0.0250577	0.0112343	0.0100188	0.0103418	0.0300739	0.024665	0.0468461	0.0793801	0.0952454	0.0728836	0.086161	0.0265782	0.0310027	0.03536	0.0192	0.00649853	0.00614853	0.00622719	0.00461736	0.0040921	0.0036452	0.00463165	0.00577419	0.0104335	0.0189342	0.022616	0.0316568	0.0297543	0.0255171	0.0309949	0.0386261	0.0389664	0.0368155
plait	0.0560813	0.0358089	0.0393044	0.0454158	0.0331058	0.0222144	0.0194588	0.0317702	0.0268485	0.0128012	0.0228559	0.0250529	0.0212263	0.0226982	0.0176179	0.0121082	0.01768	0.0279755	0.0256645	0.0499897	0.0396837	0.0710185	0.0359462	0.0304227	0.0462668	0.019513	0.0147089	0.0169909	0.0142781	0.0171538	0.0146487	0.0253456	0.0278588	0.0210571	0.0394291
essaie	0.116809	0.0713962	0.066464	0.0536717	0.0372576	0.0212769	0.0198149	0.0275326	0.023515	0.0250998	0.0243711	0.0255717	0.0218072	0.0154034	0.0110254	0.00534123	0.00627223	0.0137298	0.00908198	0.0110346	0.00969341	0.0172333	0.00971855	0.0101618	0.021094	0.027136	0.0335117	0.0400324	0.0315732	0.0265074	0.0244264	0.0291975	0.0276848	0.0334965	0.0520561
ce	0.044404	0.031243	0.034061	0.028696	0.0314997	0.0286607	0.037783	0.0339705	0.0390167	0.050299	0.0645511	0.0540941	0.0582138	0.0416905	0.0236778	0.0170964	0.0162505	0.0132464	0.0127043	0.0119301	0.0111895	0.0148094	0.0146046	0.0192073	0.0188954	0.0240744	0.0316066	0.0265439	0.0166023	0.0193342	0.0190132	0.0236116	0.0248672	0.0262828	0.0362686
vêtement	0.0521494	0.0344318	0.0290844	0.0260766	0.0240506	0.0207738	0.0275123	0.0306452	0.0351651	0.0354465	0.0454585	0.0403355	0.0414895	0.0202984	0.0125427	0.0103374	0.00880197	0.00581237	0.00637702	0.0063557	0.00675753	0.0102152	0.0106603	0.0198837	0.0323746	0.0241667	0.0323347	0.0380752	0.0394243	0.040851	0.0418768	0.0534334	0.0498296	0.0428175	0.0441546
pour	0.0626725	0.0264888	0.0167623	0.0105089	0.0100904	0.0107024	0.0134407	0.0179504	0.0113026	0.00989745	0.0133503	0.00919422	0.00926958	0.0188506	0.0116211	0.0119164	0.0143785	0.00535493	0.0141518	0.0120697	0.0139844	0.0228965	0.0251853	0.0443552	0.034234	0.022979	0.039815	0.0581314	0.0609402	0.0625674	0.0757573	0.0829562	0.0763256	0.0469442	0.0229547
voir	0.0546997	0.0232397	0.0195715	0.0141395	0.0123694	0.0105031	0.0138253	0.0163241	0.0113932	0.0109403	0.0120552	0.0126606	0.0141877	0.0218027	0.0249753	0.0218468	0.0168995	0.00783011	0.0127157	0.00898508	0.00974059	0.0217859	0.0200255	0.0363013	0.0293054	0.0184903	0.0391797	0.109105	0.0876282	0.0646252	0.0439889	0.0587534	0.0506807	0.0381382	0.0312871
s'	0.100591	0.0512647	0.0355928	0.0301523	0.0228176	0.0209504	0.0194738	0.021765	0.00972375	0.00650859	0.0072781	0.0107121	0.0137608	0.0270973	0.0213227	0.015185	0.013227	0.00691359	0.015994	0.00490298	0.0200794	0.0180295	0.0133382	0.0250435	0.0224808	0.0242506	0.0377818	0.0701234	0.0516517	0.0617184	0.0328211	0.0222795	0.0305737	0.0494983	0.065097
il	0.0617175	0.0314311	0.0239631	0.0160057	0.0126866	0.0141588	0.0114184	0.0121282	0.00979008	0.00593069	0.00600042	0.0121458	0.0178966	0.0243025	0.0187839	0.0227153	0.0152155	0.00993706	0.0133118	0.00935305	0.0331899	0.0299272	0.0177448	0.0338735	0.0255281	0.0229027	0.0375962	0.0657466	0.082194	0.0530195	0.0400948	0.0324805	0.0342657	0.0429681	0.0995767
te	0.0688909	0.0484375	0.0309453	0.0211492	0.0115491	0.015404	0.0126646	0.0104558	0.00873112	0.00492694	0.00637032	0.0100264	0.0132739	0.0200064	0.0161282	0.0140191	0.00842383	0.00477907	0.00760403	0.00473632	0.0251656	0.0257748	0.0157065	0.03178	0.0170774	0.0198717	0.0380595	0.0535607	0.0805996	0.0541883	0.0527727	0.0414802	0.0497093	0.0621277	0.0936041
convient	0.0331293	0.0239683	0.0133973	0.0115693	0.00950733	0.00926075	0.00751156	0.00799802	0.00608622	0.00322203	0.00507071	0.00938028	0.0122908	0.0287383	0.0276718	0.0201438	0.0146266	0.00966062	0.0102723	0.0106271	0.0349891	0.0356295	0.0183285	0.0255463	0.0223955	0.0258188	0.0398663	0.0718613	0.0907189	0.0641713	0.0403045	0.0470251	0.0435134	0.0653433	0.100356
</S>	0.0408637	0.0287319	0.0166638	0.017273	0.0140288	0.0157188	0.0106965	0.011347	0.00752295	0.00632612	0.00703376	0.00979036	0.00980837	0.0189383	0.0173158	0.0134602	0.0112383	0.00643494	0.00965166	0.00995379	0.029646	0.0239584	0.0128038	0.0186967	0.0173835	0.0175144	0.0206952	0.0439245	0.0485261	0.0637568	0.0481999	0.0496404	0.0481968	0.0713942	0.202866
