 	a23	a75	a6	a43	a11	a0	a31	a47	a31	a0	a31	a88	a31	a61	a66	a21	a18	a21	a61	a5	a61	a31	a61	a62	a83	a66	a90	a25	a90	a4	a90	a58	a82	a87	a23	a87	</S>
les	0.125126	0.159461	0.139345	0.0497996	0.0426897	0.0274753	0.0453235	0.0392985	0.0250355	0.0175208	0.0169601	0.0147384	0.0156431	0.00934056	0.0108652	0.00987211	0.0108803	0.00849522	0.00688489	0.00858111	0.0113217	0.00960772	0.00961163	0.0159885	0.0103913	0.00721388	0.00794123	0.0084871	0.0110324	0.0154685	0.0170606	0.0178567	0.0109068	0.0163127	0.0147345	0.0137062	0.0190231
feuilles	0.00179236	0.00685916	0.00860686	0.0057706	0.00448866	0.00790635	0.021417	0.0219706	0.0342825	0.0436692	0.0930609	0.0830332	0.177915	0.101268	0.0658325	0.0953218	0.053035	0.0698362	0.0306332	0.0170373	0.0126051	0.013372	0.00391479	0.00226192	0.00260746	0.0022768	0.001359	0.00197869	0.00283275	0.00228115	0.00193975	0.00137792	0.0009791	0.00133689	0.00163968	0.00238846	0.00111237
que	0.0163333	0.0236553	0.0272301	0.0147718	0.0142511	0.018271	0.028278	0.0796	0.106096	0.0860377	0.144988	0.163151	0.146471	0.0303228	0.0072033	0.00456931	0.0050216	0.00957731	0.00462186	0.00357319	0.00347991	0.00188303	0.00205837	0.00365172	0.00296372	0.00499425	0.0082746	0.00465736	0.00492504	0.00502115	0.00349851	0.00552286	0.00272743	0.00290124	0.0046377	0.0034166	0.00136211
vous	0.0185489	0.0135705	0.00901862	0.00704357	0.00451722	0.00590968	0.00480551	0.00859032	0.0167178	0.0226735	0.026547	0.0346687	0.0343616	0.0158819	0.00731703	0.00395946	0.00731321	0.00949032	0.0112927	0.0125141	0.0256969	0.0275222	0.0211368	0.039196	0.0176144	0.0260246	0.0349123	0.0242409	0.0155265	0.0233299	0.0286632	0.0429777	0.0830463	0.068221	0.0754046	0.124579	0.0471661
avez	0.0232189	0.0144076	0.0133937	0.0141833	0.0105338	0.0159928	0.0142012	0.0190135	0.0296404	0.0371261	0.0456146	0.0477994	0.0666244	0.0359919	0.0304439	0.0173248	0.0210444	0.0219896	0.00827737	0.015966	0.0147074	0.019973	0.0136461	0.0229436	0.0277203	0.0272993	0.0222544	0.0248177	0.0124197	0.0181462	0.0262196	0.0395252	0.0329765	0.0382282	0.050984	0.0699416	0.0354097
laissées	0.024289	0.0124093	0.0169652	0.0236482	0.0193393	0.0238932	0.0174707	0.0323069	0.0446687	0.0491166	0.0408585	0.0410505	0.0614481	0.0247864	0.0396319	0.0187974	0.0271221	0.0286809	0.0176536	0.0198802	0.0177691	0.0134516	0.012747	0.0214237	0.0204513	0.0171384	0.0465999	0.0154378	0.0206296	0.0192731	0.0223227	0.0213074	0.0234286	0.0292391	0.0250087	0.0258277	0.0639279
près	0.0517766	0.0167501	0.0225129	0.019679	0.0152839	0.016197	0.00809324	0.0220413	0.0228767	0.0220233	0.0247029	0.0225051	0.0289882	0.012902	0.0121724	0.00657057	0.00604437	0.00590833	0.0064171	0.00337906	0.0043269	0.00179889	0.00515486	0.00863099	0.00856149	0.019144	0.0603624	0.0241937	0.0336786	0.0379378	0.0346817	0.0500555	0.0651665	0.0685046	0.0732981	0.0624658	0.095214
du	0.0209705	0.0134419	0.0104682	0.00674007	0.00541941	0.00565733	0.0038179	0.00684561	0.00585936	0.00581741	0.00444115	0.0064215	0.00721893	0.00469146	0.0048422	0.00233403	0.00358375	0.00747853	0.0139707	0.0100671	0.00979169	0.0059475	0.0107809	0.0140126	0.0183647	0.0192658	0.0290987	0.0464376	0.0472966	0.0600037	0.0843942	0.0798993	0.0810865	0.0950404	0.0859836	0.104219	0.0582898
feu	0.00490195	0.00403339	0.00252902	0.00412924	0.00289268	0.00300884	0.00236316	0.0037962	0.00615719	0.00911803	0.00660645	0.0112248	0.012367	0.0118076	0.0155191	0.00664181	0.0129581	0.013943	0.00904106	0.00886155	0.00702516	0.00561389	0.00864219	0.0133313	0.0164775	0.0181935	0.0237389	0.0217451	0.0314737	0.059859	0.0724335	0.0557736	0.0825801	0.149591	0.0864883	0.0912054	0.103928
se	0.0215007	0.0148396	0.00990034	0.0143492	0.0137416	0.0127091	0.00985135	0.0154318	0.0201702	0.026392	0.025922	0.0402911	0.0366133	0.0326775	0.0287006	0.0188485	0.0295677	0.0368328	0.0253264	0.0250783	0.0222498	0.0128413	0.0130233	0.0209273	0.0244892	0.0183503	0.0295419	0.0357615	0.0311243	0.033072	0.039643	0.0327279	0.0401775	0.0517128	0.0401138	0.0546072	0.0408931
sont	0.0137406	0.0118773	0.00890969	0.022945	0.0150983	0.0122115	0.00841794	0.0123478	0.0153388	0.0147336	0.0186243	0.0257415	0.0322596	0.0488307	0.061329	0.0627188	0.0732659	0.0796484	0.0635926	0.059179	0.0535007	0.03169	0.0142914	0.0201717	0.0238523	0.0174773	0.0218247	0.0159685	0.0119353	0.0163794	0.0149398	0.0157081	0.0196041	0.0182487	0.0166301	0.0203467	0.00662094
flétries	0.0161421	0.0137623	0.0122904	0.0228679	0.0178797	0.0154575	0.00980106	0.021672	0.0319738	0.0290023	0.03518	0.0473919	0.055993	0.0390197	0.0410531	0.0252499	0.0405505	0.0339623	0.040745	0.0322906	0.0304809	0.0281077	0.0243095	0.0283364	0.0198646	0.0149664	0.0251513	0.018288	0.0122178	0.0187571	0.0205653	0.0278656	0.0344605	0.0371532	0.0258851	0.0261474	0.0251581
</S>	0.0329016	0.0258358	0.0179033	0.0158853	0.0196805	0.0164719	0.0103993	0.0189713	0.0184819	0.0171276	0.0141945	0.0206102	0.0195898	0.0207284	0.0282705	0.0201902	0.0282708	0.030173	0.0316459	0.0314437	0.029413	0.0197497	0.0229117	0.023347	0.0198293	0.0140863	0.0355116	0.0248519	0.0295576	0.0282985	0.0387933	0.0328969	0.0415062	0.0564529	0.03282	0.0295739	0.0816247
