 	a87	a23	a54	a47	a36	a75	a21	a92	a75	a98	a85	a92	a61	a96	a66	a0	a21	a56	a96	a93	a4	a70	a62	a47	a88	a90	a25	a98	a79	a92	a56	a75	a79	a7	a4	a13	a57	a3	a87	a23	a9	a26	</S>
le	0.0380384	0.0561499	0.0390661	0.0418836	0.0337423	0.055882	0.0551851	0.0623714	0.0653774	0.044929	0.0279817	0.0187534	0.0269446	0.0209053	0.0120424	0.0250201	0.0183943	0.014102	0.0139295	0.0136875	0.00880215	0.00910325	0.00859497	0.0144204	0.0234374	0.0255233	0.0192779	0.0175994	0.0152447	0.0109423	0.0108327	0.00435485	0.0189192	0.0192447	0.0124695	0.0151648	0.0174611	0.0130131	0.00864247	0.00792713	0.0107356	0.00917314	0.01473
père	0.000502435	0.00257868	0.00567316	0.0157455	0.0457453	0.114259	0.155643	0.185609	0.141747	0.111581	0.0372179	0.0259017	0.0265217	0.0218673	0.0110994	0.01239	0.0107269	0.00787444	0.00687432	0.0106112	0.00821972	0.0052588	0.00381973	0.00575564	0.00574355	0.00495892	0.00199198	0.00120948	0.000892551	0.00117631	0.00119446	0.0013074	0.00216289	0.00123517	0.00046505	0.000414957	0.000470612	0.000350764	0.000294309	0.000886157	0.000466355	0.000854018	0.000701244
a	0.00969619	0.0126256	0.0185668	0.0138603	0.0188627	0.100304	0.0862423	0.115185	0.0713505	0.0395328	0.0260421	0.0238094	0.0235062	0.0254914	0.021779	0.0308558	0.0440719	0.0497693	0.041064	0.0505588	0.0364665	0.0210686	0.0182117	0.00912793	0.00878955	0.00644833	0.00656223	0.00564854	0.0042498	0.00359186	0.00341694	0.00200184	0.00452859	0.00402021	0.00238946	0.00329544	0.00388345	0.00550498	0.00425132	0.00587611	0.00642639	0.00592455	0.00514184
conseillé	0.014818	0.00898476	0.00807891	0.00783453	0.011	0.018754	0.0217338	0.0332558	0.0558029	0.0502806	0.0642478	0.0508846	0.041526	0.0311767	0.0289082	0.0334774	0.0734034	0.106242	0.0611089	0.0863988	0.0432228	0.0216475	0.0192525	0.00857945	0.00808597	0.00135132	0.00273949	0.00212202	0.00200821	0.00270658	0.00382055	0.00388358	0.00378768	0.00466901	0.00569724	0.00506063	0.00470598	0.00765733	0.00681979	0.00984937	0.00595193	0.00723782	0.0112256
son	0.0240728	0.00959627	0.00754318	0.00577031	0.00903817	0.0098781	0.013116	0.0134809	0.0161879	0.028956	0.0428692	0.0683161	0.0580517	0.0587597	0.0740084	0.0850155	0.0874578	0.0718801	0.067241	0.0443201	0.030554	0.019809	0.0161054	0.0121373	0.0106192	0.00498959	0.00256717	0.00428667	0.00349479	0.00366693	0.00823796	0.00333763	0.00362031	0.00355365	0.0040497	0.00845699	0.00638037	0.0068164	0.011195	0.00542964	0.00743352	0.0111138	0.016586
fils	0.0149269	0.00926461	0.0090461	0.00866358	0.00846198	0.0125858	0.00562843	0.00642388	0.00866446	0.0185961	0.0323943	0.0529557	0.0313558	0.0263368	0.0298485	0.040093	0.0513541	0.0942463	0.10265	0.0811854	0.0546398	0.0569553	0.0302426	0.0332418	0.0255518	0.0216021	0.014451	0.0155921	0.0134199	0.00707841	0.00982372	0.00217401	0.0033214	0.00273908	0.00343414	0.00867598	0.00576688	0.00686443	0.00818762	0.004179	0.00946612	0.00775965	0.0101519
de	0.0276831	0.0136872	0.0145134	0.00836834	0.00386389	0.00539443	0.00499935	0.0086184	0.0135594	0.0279229	0.0420184	0.0846995	0.0581799	0.0379099	0.0235599	0.0246509	0.0437701	0.0288699	0.0245177	0.0360491	0.0404181	0.0531472	0.0257415	0.0252993	0.0267194	0.0216055	0.0170647	0.0186421	0.0146481	0.0111307	0.0118252	0.00795148	0.00969625	0.0136152	0.0113934	0.0189229	0.0145763	0.016555	0.016464	0.0158205	0.0188509	0.0152675	0.0418092
se	0.0693215	0.0271554	0.0190517	0.00925832	0.00543007	0.00405592	0.00303651	0.00432731	0.00543856	0.00798138	0.0120417	0.0257425	0.0167417	0.0157334	0.0121413	0.0171487	0.0278001	0.0338815	0.0461	0.0520406	0.0529853	0.0547939	0.0344435	0.0215691	0.0197271	0.0102914	0.0130412	0.0138122	0.0143066	0.0121716	0.0118407	0.00992706	0.0121909	0.0143878	0.0173788	0.024093	0.0230267	0.0308531	0.029292	0.0491437	0.0281113	0.0220825	0.0661021
marier	0.0208666	0.0150616	0.0131436	0.00725733	0.00552331	0.0059279	0.00468329	0.00580238	0.00778382	0.00954328	0.0131412	0.0302763	0.0281273	0.0378312	0.0418497	0.0303095	0.0393482	0.0498383	0.046915	0.0570841	0.0554141	0.0539791	0.0331907	0.0249828	0.0189072	0.0116117	0.0148193	0.0106935	0.0129044	0.00877492	0.0104878	0.00751599	0.0118207	0.0140904	0.015805	0.023763	0.0222343	0.0307953	0.0259559	0.0401616	0.0218606	0.0209113	0.0390064
avec	0.0468918	0.0449038	0.0276273	0.0176228	0.00754505	0.00331941	0.00380157	0.00469624	0.00390673	0.0059431	0.00782239	0.0265603	0.0275641	0.0276394	0.0311883	0.0392863	0.042925	0.0236412	0.0326981	0.0248877	0.034621	0.031639	0.0189602	0.0161627	0.017833	0.0210861	0.012961	0.00996858	0.00864174	0.00711419	0.0107977	0.00999544	0.0140436	0.023344	0.0295927	0.0404578	0.026101	0.0383897	0.0269882	0.0482108	0.0293374	0.0360577	0.0372262
une	0.0422041	0.0180668	0.0144207	0.00734675	0.00422547	0.00233704	0.00255971	0.00343711	0.00285315	0.00350363	0.00478356	0.0155055	0.0165065	0.017053	0.0228101	0.0141106	0.0216591	0.0186694	0.0221404	0.0208483	0.0264435	0.0252811	0.0319132	0.0196099	0.0203546	0.015509	0.0212431	0.0279064	0.0244108	0.0167563	0.0216642	0.0127718	0.0213676	0.0328355	0.0225355	0.0374787	0.041966	0.0488973	0.0359766	0.0459807	0.0516312	0.0440113	0.0784147
femme	0.0343396	0.0207483	0.0194501	0.0125262	0.00760399	0.00575213	0.00496467	0.00590351	0.00701692	0.0113934	0.0161887	0.0307129	0.0353191	0.0369987	0.0371928	0.0272228	0.0354498	0.0338998	0.0304492	0.0396351	0.0441766	0.0441662	0.0403029	0.0337857	0.0319404	0.0210418	0.0200222	0.0204724	0.0120348	0.00742227	0.00933011	0.00936296	0.00841958	0.0160043	0.0157423	0.0199172	0.0187376	0.025434	0.0214146	0.0294526	0.0263683	0.0357434	0.0359402
de	0.0615973	0.067881	0.0710428	0.0431428	0.0243847	0.02289	0.0151968	0.0144542	0.0198381	0.0224233	0.0258588	0.0338245	0.0306875	0.0314676	0.0245281	0.0247168	0.0239372	0.0168475	0.0160024	0.0151265	0.0136177	0.00945261	0.0124952	0.0109144	0.0096919	0.00929535	0.00693014	0.00911634	0.00878522	0.00877394	0.0110922	0.00972456	0.00875749	0.0110456	0.0134414	0.0215627	0.0253354	0.0284477	0.0321811	0.026151	0.0300373	0.0385131	0.0387894
