 	a15	a66	a87	a23	a10	a24	a62	a70	a11	a90	a15	a79	a25	a69	a94	a15	a79	a44	a75	a5	a61	a18	a54	a7	a58	a57	a82	a87	a23	a87	</S>
même	0.0461656	0.12362	0.0558747	0.0638966	0.0633504	0.0367378	0.0458527	0.0342326	0.0240235	0.0142391	0.00806393	0.00811405	0.0106655	0.0166841	0.0231548	0.0216993	0.0157196	0.0139106	0.0174121	0.0115045	0.0352058	0.0381621	0.0402041	0.0296002	0.0257174	0.0370149	0.0314289	0.0228831	0.022703	0.0164164	0.045743
s'	0.0205726	0.0166337	0.0198056	0.0130625	0.0105049	0.0128684	0.016374	0.0176249	0.0141652	0.0175783	0.0194469	0.0228194	0.0203495	0.0306799	0.0307204	0.0401054	0.0447251	0.0737855	0.0391237	0.0385266	0.0258704	0.030751	0.0340732	0.0512375	0.051399	0.0475339	0.0552058	0.053229	0.0431796	0.0506478	0.0373999
il	0.112639	0.0288356	0.049992	0.0212508	0.026535	0.0304131	0.0377419	0.0428491	0.0225784	0.0203092	0.0110276	0.00747267	0.00558993	0.00287384	0.00514814	0.0027607	0.00419548	0.00878157	0.00535497	0.00944646	0.0128592	0.0237154	0.0414245	0.0615419	0.0645394	0.0602014	0.0547751	0.0380112	0.0527896	0.0789634	0.0553833
pleut	0.0306374	0.0318526	0.0309692	0.0288241	0.0204964	0.0242273	0.0202889	0.0221548	0.0358493	0.0284803	0.0251316	0.0377567	0.0368417	0.0905221	0.104749	0.111686	0.10783	0.0340784	0.0284585	0.0203503	0.0116628	0.015615	0.0133061	0.0121855	0.00968755	0.00784949	0.0115671	0.00625567	0.0101691	0.00999466	0.0205226
aujourd'	0.096287	0.085383	0.0653842	0.0716811	0.0436439	0.0514467	0.0428654	0.0481826	0.0259457	0.0116553	0.0149208	0.0205709	0.0242	0.0239696	0.0570708	0.0589475	0.0485756	0.033983	0.0161933	0.0179858	0.0131298	0.0179145	0.0156263	0.0119287	0.0144954	0.0126269	0.0129119	0.00985961	0.0115374	0.0114287	0.00964863
hui	0.0675004	0.0693264	0.0564078	0.0651433	0.0516435	0.0434759	0.035391	0.028587	0.0245455	0.0117557	0.0105183	0.0134794	0.0163958	0.0221751	0.0477649	0.0911578	0.0729718	0.0510872	0.037659	0.040973	0.0346874	0.0249277	0.0145193	0.00971264	0.0136373	0.0111868	0.00869245	0.00682763	0.00699624	0.00402516	0.00682872
j'	0.110871	0.0401537	0.0238204	0.0152054	0.0116404	0.0156623	0.0188956	0.020227	0.0160683	0.0143694	0.00527602	0.013397	0.00577789	0.0149212	0.0220711	0.0419447	0.0177731	0.0175285	0.0183859	0.0197444	0.042972	0.056134	0.0398388	0.0409667	0.0473356	0.047783	0.0447229	0.0450099	0.0544241	0.0626032	0.0544766
irai	0.0596056	0.032446	0.0318255	0.0187562	0.0096561	0.016948	0.0243399	0.0298079	0.02442	0.0215694	0.0121131	0.0248452	0.0202879	0.0315837	0.0429118	0.0760245	0.0447416	0.0340719	0.026719	0.0212483	0.0328722	0.0394166	0.0311375	0.0357086	0.036014	0.0375573	0.0354924	0.0349482	0.0349045	0.0440222	0.0340048
en	0.0453329	0.0342389	0.0309596	0.026451	0.0219955	0.0246538	0.0289911	0.028689	0.0255385	0.0197836	0.0093644	0.00950967	0.0154181	0.0404574	0.0482198	0.0702431	0.0508782	0.0360389	0.035425	0.0312862	0.024596	0.0240389	0.0235127	0.0254903	0.0309011	0.0403724	0.032609	0.0286331	0.0398251	0.040344	0.0562024
forêt	0.0409655	0.0328635	0.0295968	0.0319575	0.0288856	0.0228471	0.0175577	0.0172087	0.0119099	0.0102188	0.00826238	0.010625	0.00924374	0.0285978	0.0276254	0.0315673	0.0217399	0.0228745	0.0289949	0.038744	0.036912	0.0324555	0.0300114	0.0351201	0.0413593	0.0493142	0.0433816	0.0476041	0.0574716	0.0640114	0.0900727
</S>	0.0517701	0.0184628	0.011278	0.00876901	0.00412743	0.0048917	0.00378907	0.00457632	0.00373307	0.00304846	0.00300339	0.00481282	0.00401548	0.00806486	0.00958283	0.011894	0.00907321	0.00696176	0.00701012	0.00585307	0.0111871	0.0273078	0.0444001	0.0630458	0.0883766	0.0816202	0.0753898	0.0834483	0.0921135	0.108389	0.140005
