 	a85	a87	a23	a40	a73	a94	a38	a73	a94	a56	a90	a76	a73	a11	a94	a75	a73	a20	a41	a27	a11	a31	a94	a53	a76	a94	a24	a71	a9	a62	a83	a9	a99	a87	</S>
on	0.0853351	0.0832671	0.0635754	0.0767762	0.0510919	0.0477797	0.0359147	0.0462217	0.0462022	0.0799106	0.0429235	0.0232335	0.0274964	0.0304776	0.0199712	0.0207022	0.0217041	0.0161924	0.0158511	0.0113166	0.0111469	0.0077437	0.0109994	0.00539634	0.017133	0.0123791	0.0103166	0.0135994	0.00982771	0.00589386	0.00551426	0.00609832	0.00613861	0.00863393	0.0232355
l'	0.00949181	0.0118792	0.0153383	0.02131	0.019508	0.0206626	0.0293492	0.045167	0.0723755	0.109055	0.0521358	0.0400502	0.0543703	0.043672	0.0235778	0.0272763	0.0182291	0.0173013	0.0193186	0.0260647	0.0226505	0.0195605	0.0221486	0.0225274	0.0201195	0.0206291	0.0226754	0.025766	0.0150786	0.0170662	0.0140009	0.0269444	0.0279381	0.0281494	0.0186121
a	0.179599	0.0388376	0.0213004	0.0221438	0.0214993	0.0182531	0.0135967	0.0174471	0.0321562	0.0487504	0.0393701	0.0290562	0.0201671	0.0242789	0.0143766	0.0123188	0.00977613	0.00913491	0.0112581	0.0047308	0.00498464	0.00303826	0.00370049	0.0110319	0.00870408	0.011847	0.012985	0.0192288	0.0199789	0.0359844	0.028336	0.0309484	0.033554	0.0674508	0.120176
grondé	0.00909687	0.00567233	0.00861933	0.00821453	0.00945535	0.0132755	0.00996091	0.0162878	0.051227	0.0316465	0.0277049	0.0307923	0.0226154	0.0283453	0.0195869	0.0228629	0.038691	0.106595	0.0929401	0.120458	0.0924581	0.0413593	0.0256343	0.0196807	0.0158236	0.0176014	0.0199923	0.0165484	0.013799	0.0104002	0.0114689	0.00960499	0.0109829	0.00797237	0.0126257
car	0.132772	0.0554407	0.0682796	0.0632447	0.0645431	0.024207	0.0116337	0.0109562	0.0118702	0.0144259	0.011538	0.00938538	0.0121841	0.0157949	0.0221558	0.0347106	0.0550496	0.0784497	0.0349253	0.0487006	0.0382625	0.0155237	0.0129673	0.00931207	0.00955474	0.00928141	0.00958325	0.0129562	0.00624113	0.008614	0.00958351	0.00754812	0.0103671	0.0289922	0.0309456
il	0.0966628	0.0472053	0.0343111	0.0305084	0.0240771	0.00987512	0.00763937	0.0073412	0.00725059	0.00551233	0.00620575	0.00485569	0.0047114	0.0072658	0.00908267	0.0167457	0.02221	0.0340697	0.0251117	0.0262848	0.0290666	0.0222032	0.0293739	0.0234222	0.0122742	0.0191952	0.0167252	0.0359193	0.0192459	0.0367175	0.04049	0.0443774	0.0496974	0.078996	0.11537
a	0.0484106	0.0174393	0.00982725	0.0130524	0.0117105	0.0124159	0.0116781	0.027213	0.0183868	0.00809331	0.00899972	0.00923892	0.00688502	0.0100205	0.0147096	0.0230822	0.0211331	0.0415245	0.0399073	0.0320637	0.0393131	0.0346847	0.0213909	0.0165873	0.0110129	0.0196109	0.0210933	0.04768	0.0330599	0.0532087	0.054756	0.0568812	0.0553661	0.0834841	0.0660791
fait	0.057361	0.029676	0.0175562	0.0166047	0.00975583	0.00892558	0.00351957	0.00653873	0.00605801	0.00486988	0.00393936	0.00498486	0.00749683	0.0087935	0.00697335	0.0107799	0.0161713	0.0206351	0.0226403	0.0164593	0.0194702	0.0239137	0.0275208	0.0210443	0.022737	0.0428992	0.0369354	0.0750602	0.0592775	0.0642378	0.0515427	0.0281801	0.0444638	0.0441753	0.158803
une	0.0755908	0.041776	0.0212081	0.0153812	0.00959707	0.00885458	0.00414685	0.00549955	0.00581951	0.00523141	0.00367846	0.00443297	0.00500276	0.00680744	0.00610139	0.0144238	0.0194369	0.0212073	0.0176241	0.0165559	0.0155338	0.0168093	0.0162417	0.0139944	0.0212959	0.0474854	0.0358373	0.0890582	0.0555232	0.0533125	0.0495583	0.0409379	0.054031	0.0536986	0.128306
bêtise	0.0545059	0.03052	0.0215777	0.0174196	0.0120473	0.0124494	0.00550985	0.00545667	0.00575021	0.00470841	0.00341828	0.00316433	0.00352052	0.00476996	0.0047512	0.0116449	0.0160379	0.0192369	0.0142403	0.033515	0.0384376	0.0329402	0.0305313	0.0228102	0.0288024	0.0632293	0.0438748	0.0850804	0.0529953	0.0483872	0.0476337	0.0451299	0.049944	0.0515745	0.0743851
</S>	0.063311	0.0292666	0.0146447	0.00997276	0.00463821	0.00350113	0.00143018	0.00276325	0.00428947	0.00341124	0.00396385	0.00386207	0.00629624	0.00555794	0.00385387	0.00472277	0.00641924	0.00657011	0.00407131	0.00961759	0.00850983	0.012133	0.0210316	0.014678	0.0286798	0.0485487	0.0421081	0.0859875	0.0558159	0.0579724	0.0664999	0.0534759	0.0607471	0.0819232	0.169726
