 	a66	a87	a23	a38	a83	a75	a5	a61	a18	a54	a47	a0	a75	a47	a36	a90	a56	a96	a93	a43	a90	a4	a44	a26	a57	a87	a23	a87	</S>
je	0.0303998	0.0379916	0.0294808	0.0137857	0.0126025	0.0109721	0.00974832	0.00818198	0.0126446	0.0116016	0.0136642	0.019929	0.0239714	0.0378586	0.0516133	0.0565115	0.0367061	0.0352848	0.0566851	0.0369469	0.0510883	0.0812253	0.0626507	0.0729271	0.0684865	0.0326676	0.0347294	0.0224977	0.0271474
fends	0.106994	0.0939299	0.0557425	0.0621469	0.0568312	0.0566764	0.0271048	0.0229892	0.017815	0.014403	0.0161422	0.00969626	0.0199736	0.0175563	0.0164618	0.0159641	0.0250379	0.0297856	0.0299002	0.0323273	0.0292093	0.0407669	0.0373357	0.0257404	0.01973	0.0263505	0.0251937	0.0237333	0.0444618
du	0.0160155	0.0166185	0.0184475	0.019501	0.0191951	0.0121672	0.018005	0.0112157	0.0140388	0.0159853	0.0104371	0.0232197	0.0178727	0.0149257	0.0305222	0.0493426	0.0282661	0.0223476	0.0351498	0.0441454	0.0219965	0.0258257	0.0478001	0.03974	0.0446164	0.0954977	0.078182	0.149456	0.0594665
bois	0.0319875	0.0250749	0.0149164	0.0176305	0.0186053	0.0165835	0.0169795	0.0171945	0.041652	0.081299	0.117361	0.117028	0.107498	0.0933827	0.0424786	0.0465139	0.0374237	0.0524471	0.0187179	0.013943	0.0143235	0.00629743	0.0095384	0.00688039	0.00727943	0.00841764	0.0066748	0.00486336	0.00700929
à	0.0531106	0.0529441	0.0313792	0.0374711	0.0296981	0.0329155	0.0219594	0.0303104	0.0670721	0.0848719	0.0862434	0.0836001	0.0469421	0.0435561	0.0258742	0.0303696	0.0190375	0.0217172	0.0175606	0.015208	0.0231097	0.0187632	0.0261852	0.0165752	0.0120618	0.0239513	0.0133679	0.0163302	0.0178144
l'	0.0350606	0.0418609	0.0381476	0.0398984	0.0290408	0.0380061	0.036902	0.0352222	0.0455435	0.0345213	0.0302407	0.0375619	0.0313482	0.0349331	0.0332345	0.0377146	0.0282336	0.0298789	0.0301816	0.0311848	0.0349752	0.0345423	0.0377152	0.0287911	0.030306	0.0342059	0.0264329	0.0311804	0.0431356
aide	0.0370662	0.028745	0.0273586	0.023982	0.0183129	0.0267914	0.0262355	0.0354774	0.0450736	0.0402887	0.0435992	0.0570468	0.048781	0.0385616	0.035438	0.0286294	0.0222275	0.0292208	0.0280876	0.0300894	0.0302164	0.0322328	0.0406776	0.0311734	0.0256346	0.0423144	0.0354428	0.0574623	0.0338332
d'	0.0465532	0.0280132	0.0178224	0.0110159	0.00769615	0.00851726	0.00768886	0.011196	0.0213153	0.0141438	0.0122832	0.0190229	0.0229378	0.0261669	0.0202016	0.0216812	0.00975376	0.0140098	0.0147555	0.0254954	0.0264625	0.0396001	0.0708653	0.0745913	0.0737822	0.0868949	0.0674197	0.0702625	0.129851
une	0.049938	0.0286117	0.0155539	0.014403	0.0125728	0.0131923	0.00899883	0.0189787	0.031026	0.0230238	0.0191158	0.0297022	0.02755	0.0331656	0.0456478	0.0537298	0.0304083	0.0437321	0.0363439	0.0342544	0.0340709	0.0354239	0.0480093	0.0445848	0.035306	0.0708879	0.0394369	0.0530241	0.0693074
hache	0.0331909	0.0241765	0.0213124	0.0164108	0.0138583	0.0155053	0.0180191	0.0167662	0.0264533	0.0214497	0.0188326	0.0377988	0.0365916	0.0456175	0.041173	0.0472281	0.0248691	0.0256426	0.0185881	0.0245075	0.0193002	0.0172347	0.0235799	0.0367801	0.0318989	0.0655033	0.043543	0.0729785	0.16119
</S>	0.0692217	0.0329381	0.0156883	0.00895716	0.00864112	0.00744011	0.00668597	0.0088489	0.0118436	0.00847067	0.00848977	0.00907065	0.0088872	0.0101906	0.00788797	0.00829296	0.00510296	0.00632968	0.0101719	0.0156124	0.0277344	0.0695632	0.0784453	0.0852568	0.0699997	0.0840947	0.0855587	0.0945879	0.135988
