 	a66	a87	a23	a54	a92	a21	a56	a94	a93	a4	a13	a75	a47	a21	a85	a92	a44	a98	a15	a7	a56	a92	a56	a75	a92	a37	a47	a88	a71	a9	a87	a23	a99	a97	</S>
ferme	0.0386478	0.059733	0.0443002	0.0511698	0.062821	0.0784148	0.0855937	0.0886057	0.0381226	0.0223969	0.0282783	0.0221728	0.020915	0.0115607	0.0143282	0.011745	0.0128722	0.00990609	0.0107461	0.00521676	0.00933443	0.0140496	0.014442	0.0252437	0.0223515	0.0162032	0.0258451	0.0231832	0.020228	0.0147547	0.0120456	0.011339	0.0194247	0.0212768	0.0327321
la	0.0456087	0.0502174	0.036751	0.0484	0.0312824	0.0397757	0.014139	0.0127967	0.010117	0.0108875	0.0144324	0.0090362	0.0124772	0.0153842	0.0111976	0.0134821	0.0162935	0.022203	0.0097292	0.010792	0.0129025	0.0085011	0.0178623	0.0153223	0.0222153	0.0270043	0.0543262	0.066554	0.0591405	0.0482263	0.0392072	0.053363	0.053747	0.0403182	0.0463072
porte	0.0164023	0.0139422	0.0159771	0.0215584	0.034246	0.065608	0.058918	0.0874521	0.0843111	0.0567266	0.0631526	0.055015	0.0603677	0.0381576	0.0550816	0.0550413	0.0342494	0.0148703	0.0109489	0.0095337	0.0101314	0.00818618	0.0101217	0.0070455	0.00975363	0.00624858	0.0125442	0.0134379	0.0147251	0.00946722	0.0079525	0.0115232	0.00838332	0.012767	0.00615255
de	0.0367613	0.0376058	0.0210369	0.019992	0.0274626	0.0396753	0.0417372	0.0508506	0.0530332	0.0568888	0.055035	0.0578304	0.0582175	0.0446097	0.0508402	0.0398188	0.0264936	0.0251144	0.0235907	0.0136705	0.0144347	0.00922487	0.0039374	0.0041974	0.0049738	0.00511204	0.0103473	0.0130032	0.0131266	0.0247705	0.0224887	0.0211208	0.0191219	0.0230973	0.0307787
peur	0.0697328	0.0304758	0.0351061	0.0125997	0.0135915	0.0146561	0.0206038	0.0444315	0.112618	0.06756	0.0904196	0.0779576	0.0557293	0.035488	0.027064	0.027117	0.0229074	0.0234549	0.023992	0.0219509	0.0213538	0.0153248	0.00604034	0.00603041	0.00878121	0.00701911	0.0080015	0.00746965	0.00820354	0.00670276	0.0136419	0.00839079	0.014225	0.0191042	0.0222555
que	0.0620758	0.0351193	0.029036	0.0182014	0.0208576	0.0247882	0.0228293	0.0387448	0.0534349	0.0775254	0.0811377	0.104744	0.0681548	0.0320042	0.0197565	0.0208613	0.0119099	0.0108703	0.0102374	0.00503833	0.00657166	0.00575693	0.0069073	0.00823713	0.0119063	0.0141518	0.0181731	0.0147096	0.0275812	0.0261108	0.0233061	0.0268897	0.0198583	0.016975	0.0255377
les	0.0608238	0.0365287	0.0289061	0.0260272	0.0206322	0.0236272	0.0147834	0.0151745	0.0173849	0.0222119	0.0291883	0.024465	0.024992	0.0141742	0.00766005	0.0101018	0.00642254	0.00837624	0.00470629	0.00546546	0.0176386	0.00979157	0.0176111	0.0117655	0.0256742	0.0112256	0.056173	0.0282851	0.0806593	0.0533257	0.0645942	0.0752673	0.0633537	0.0413411	0.0416422
moustiques	0.0374041	0.0319833	0.0260354	0.0157481	0.00762074	0.0111715	0.00646574	0.00991287	0.0118338	0.0165775	0.0158751	0.019171	0.0217381	0.0153903	0.00805038	0.0108016	0.00839551	0.0149822	0.00677557	0.00968036	0.0169868	0.0144223	0.0179011	0.0176711	0.0155753	0.0210369	0.0331236	0.0316434	0.0559694	0.0502081	0.0540471	0.0780263	0.0884797	0.0762565	0.123039
n'	0.0624799	0.0298439	0.0243185	0.0165796	0.0143939	0.0135987	0.014859	0.0181063	0.0213013	0.0236376	0.0222889	0.0283945	0.029067	0.0250399	0.0207765	0.0261377	0.0162897	0.0209578	0.0123042	0.0116551	0.016568	0.0136506	0.0142078	0.0145519	0.0174351	0.0231673	0.0340629	0.0370271	0.0462713	0.0457193	0.0537741	0.0580808	0.0517245	0.0510335	0.0706958
entrent	0.0367768	0.0246852	0.0254965	0.0133869	0.0101645	0.0121637	0.00977265	0.0125148	0.0136607	0.0266706	0.0285694	0.0391954	0.0377429	0.0213655	0.0147735	0.0181867	0.0141905	0.0139064	0.00806229	0.00808587	0.0112436	0.0102708	0.015155	0.015177	0.0176258	0.0271825	0.0283967	0.0273074	0.0442441	0.0593402	0.0461267	0.0628559	0.0615544	0.0451549	0.138994
