 	a66	a87	a23	a10	a24	a83	a61	a5	a12	a18	a75	a5	a12	a18	a75	a85	a37	a61	a62	a83	a93	a56	a96	a70	a93	a4	a57	a3	a87	a40	a37	a61	a34	a56	a44	a56	a62	a61	a34	a44	a70	a24	a9	a87	</S>
le	0.0492225	0.04033	0.0360747	0.0369605	0.0306997	0.0158041	0.0121107	0.019137	0.00726455	0.0152598	0.00791381	0.0137019	0.0134576	0.00907883	0.0117081	0.0101631	0.00856235	0.0123863	0.00986528	0.0120508	0.0142964	0.00837083	0.00732235	0.00515899	0.00701577	0.0117488	0.0105293	0.0146192	0.0300608	0.0413459	0.0357821	0.0264084	0.0275982	0.0312351	0.0452422	0.0317037	0.0245886	0.0290609	0.0292764	0.016583	0.0187977	0.01778	0.0363543	0.0484956	0.0588738
fil	0.00308164	0.00634613	0.00746437	0.0131625	0.0069214	0.00566551	0.00921001	0.011271	0.00934592	0.0115213	0.00799989	0.0129321	0.0200687	0.0452611	0.0626471	0.0349137	0.0188195	0.0335082	0.0453901	0.0553651	0.0474147	0.103058	0.0386283	0.0609713	0.040206	0.0430012	0.0281632	0.016068	0.0388429	0.0186157	0.0143419	0.033244	0.0118013	0.0115304	0.0117372	0.0182171	0.0141927	0.008286	0.00554488	0.0044299	0.0026593	0.00215838	0.00220969	0.0028049	0.000978206
qu'	0.00738086	0.0262769	0.0350129	0.0483746	0.0582662	0.0533899	0.0543688	0.0437084	0.0498793	0.042027	0.0540167	0.0699208	0.122365	0.0760245	0.0238209	0.018876	0.0205945	0.0236222	0.0180619	0.00998798	0.00787459	0.0226413	0.00318489	0.00474133	0.00684529	0.0111224	0.00741407	0.00897142	0.0116481	0.0100804	0.00843098	0.00547818	0.0113096	0.00427851	0.00472246	0.00456009	0.00125156	0.00221761	0.00147534	0.00176959	0.00105814	0.000914401	0.000735829	0.000659844	0.000639046
on	0.0326855	0.0178883	0.0151886	0.0252948	0.0153375	0.0118305	0.0160278	0.0221801	0.0192277	0.0127211	0.00780162	0.0325335	0.0333909	0.0369257	0.0345552	0.0468292	0.0562165	0.0512695	0.0759695	0.0850105	0.0687658	0.026391	0.0218466	0.0334025	0.0189596	0.0211026	0.0114849	0.0087281	0.0046022	0.00467185	0.00484292	0.0044555	0.00500038	0.00226282	0.00530252	0.00509951	0.00253691	0.00583317	0.00492413	0.00762755	0.0081076	0.0185584	0.013887	0.0227884	0.0199341
a	0.0141807	0.00633048	0.0068946	0.00865706	0.00620498	0.0108908	0.0129818	0.00959099	0.00602032	0.00268327	0.00266088	0.00644826	0.00914488	0.0119162	0.00996969	0.0257245	0.0346491	0.0379534	0.0560763	0.0503249	0.0609488	0.0915057	0.0705632	0.112342	0.0514209	0.0818167	0.0495381	0.0206968	0.0160573	0.0191943	0.0214476	0.0156305	0.0150038	0.00313364	0.00515468	0.00760204	0.00167813	0.00322507	0.00277179	0.00241157	0.00386737	0.00337584	0.0041746	0.00505953	0.00207697
utilisé	0.0103948	0.00557338	0.00795833	0.00917572	0.00777855	0.00927819	0.0102601	0.0112951	0.01679	0.0150448	0.0144629	0.0272867	0.0305844	0.0329639	0.0266461	0.0435406	0.0486286	0.0388703	0.05757	0.0454895	0.040598	0.0463682	0.0339573	0.0521832	0.0191162	0.0351947	0.0159118	0.0115372	0.0112473	0.0223502	0.0287476	0.0164765	0.0199513	0.01123	0.0151457	0.0133239	0.00352975	0.00892	0.00824846	0.012518	0.0118235	0.0169447	0.0265108	0.0187366	0.0298372
pour	0.0179823	0.00666048	0.0103042	0.00861438	0.00949093	0.0129884	0.0171757	0.0128297	0.0177527	0.0165553	0.0153404	0.0270455	0.0310686	0.037914	0.0261722	0.0424085	0.0510368	0.0472818	0.0362805	0.0414031	0.0288387	0.0365648	0.0328107	0.036481	0.0192051	0.0229666	0.0152606	0.01306	0.00889714	0.0108787	0.0115786	0.00705475	0.0136123	0.00788002	0.0156782	0.0224507	0.00575535	0.0150428	0.0176219	0.0142872	0.0225308	0.0331813	0.0426431	0.0341237	0.0252905
la	0.0216671	0.015031	0.0162662	0.0129616	0.0117332	0.0122383	0.0141204	0.00942216	0.00989206	0.00848071	0.0111186	0.0169694	0.017986	0.0165783	0.0156651	0.0212815	0.0272061	0.0253192	0.0263005	0.030784	0.0295938	0.0263723	0.0295561	0.0272872	0.0202291	0.0192776	0.0178799	0.0119178	0.0149601	0.0141515	0.0167027	0.0145152	0.0185865	0.0184841	0.0235183	0.032677	0.0179879	0.0284634	0.0237734	0.0298507	0.0324353	0.0426633	0.0507215	0.0444618	0.0529123
passerelle	0.0169309	0.0128671	0.0129662	0.00928787	0.00521871	0.00670214	0.00913624	0.00720045	0.00809193	0.00692409	0.0117752	0.015227	0.0167429	0.0159227	0.014214	0.022837	0.0292817	0.0266725	0.0271558	0.0236043	0.0205706	0.0169646	0.0195584	0.0191992	0.0149747	0.0121944	0.0126417	0.00846875	0.0107095	0.0105636	0.0137163	0.0160084	0.0172838	0.0167945	0.0191667	0.0432413	0.019372	0.0465248	0.038868	0.0620925	0.0454482	0.0565078	0.0549771	0.0728909	0.0325036
est	0.0405646	0.0276424	0.0271368	0.0174517	0.0121247	0.0183945	0.0212602	0.0150835	0.00940941	0.00633897	0.0110762	0.0108892	0.0124706	0.0113826	0.00909222	0.0177089	0.0190005	0.0200118	0.0179312	0.0233184	0.0231543	0.0260994	0.0412076	0.0350492	0.0178079	0.0193532	0.0259275	0.0248575	0.0229435	0.0150558	0.0193313	0.0235151	0.0227706	0.0117517	0.0141305	0.028857	0.0167026	0.0338841	0.0320319	0.0289603	0.0246459	0.0316929	0.0361856	0.0443965	0.0313995
