 	a66	a87	a23	a87	a23	a54	a15	a37	a47	a36	a6	a5	a37	a90	a94	a12	a21	a85	a37	a92	a47	a36	a44	a7	a26	a57	a87	a23	a99	a9	</S>
l'	0.0299976	0.0354526	0.0513	0.0582526	0.0644699	0.0397916	0.042148	0.0454546	0.073668	0.0493666	0.0308324	0.0107702	0.0115012	0.0062743	0.0104299	0.00713267	0.00950564	0.0087746	0.0130796	0.0188961	0.0220193	0.0431292	0.0294596	0.0468009	0.0254104	0.017637	0.020122	0.0257312	0.0283371	0.0300858	0.0941695
eau	0.00244905	0.00302538	0.00691734	0.00973209	0.0167729	0.0218805	0.0548889	0.121671	0.11598	0.0899897	0.115947	0.0524319	0.0975117	0.077674	0.0852424	0.0295778	0.0160648	0.0274112	0.0182806	0.0148332	0.00401116	0.00557694	0.00183003	0.00227552	0.00111137	0.00192416	0.000299171	0.000985104	0.000691233	0.00211177	0.000902667
que	0.0456234	0.0497345	0.0524516	0.0697767	0.0792006	0.0843254	0.0873643	0.11658	0.0837098	0.0967638	0.0341715	0.0123037	0.0203842	0.0347542	0.0180306	0.00850033	0.00658121	0.0132596	0.00950409	0.00956114	0.00535172	0.0058823	0.00621901	0.00778121	0.00449024	0.00551654	0.00225583	0.00412395	0.00608917	0.0165943	0.00311548
j'	0.070135	0.0483281	0.0331793	0.0251165	0.0154535	0.0109745	0.00498748	0.00499395	0.00357372	0.00535947	0.00439284	0.0033173	0.00326168	0.00593273	0.00438959	0.00817045	0.046971	0.024181	0.0375961	0.0373816	0.0244065	0.0279006	0.046659	0.0428528	0.0342784	0.0308291	0.0403804	0.0827389	0.0890529	0.0794209	0.103785
ai	0.0567029	0.054696	0.0318684	0.0235114	0.0254289	0.0228746	0.0137407	0.00893688	0.00629744	0.00515132	0.00690246	0.0643236	0.0582699	0.0444567	0.050237	0.0250435	0.0548608	0.0531137	0.0355393	0.0393375	0.0252856	0.0119229	0.0135264	0.0269544	0.00989087	0.0342087	0.0248788	0.0277035	0.0428457	0.0445789	0.0569111
mise	0.0271743	0.0355467	0.0333927	0.0257576	0.0260709	0.0176822	0.0135845	0.00994194	0.00663235	0.00844968	0.0104645	0.0405325	0.0300287	0.0361467	0.0373924	0.0297491	0.0524751	0.0489227	0.0349173	0.0385758	0.0268408	0.0276306	0.0323898	0.044624	0.02905	0.0224044	0.0261874	0.0472737	0.0399906	0.0424834	0.0976878
au	0.0345902	0.0257709	0.0243871	0.0254996	0.0304255	0.0268207	0.024833	0.0206103	0.017208	0.015399	0.0206627	0.0404437	0.0239243	0.0222402	0.0226639	0.0152798	0.0251655	0.0155357	0.0163975	0.0168883	0.0151937	0.021386	0.038793	0.039848	0.0484742	0.0255915	0.0437033	0.0824939	0.0552882	0.0575934	0.106889
feu	0.0243189	0.0235047	0.0215215	0.0193095	0.0221901	0.0231576	0.0203586	0.0182715	0.0244346	0.0198419	0.0240163	0.0106507	0.01937	0.0195915	0.024465	0.0281195	0.0228726	0.0141828	0.0145367	0.0222952	0.0190417	0.0279692	0.0292778	0.0531336	0.0883498	0.0314204	0.072181	0.0657951	0.0561213	0.0478045	0.0918961
commence	0.0595272	0.0757738	0.0880553	0.0549941	0.0514344	0.0357147	0.0269863	0.0176959	0.0188182	0.0195551	0.0184864	0.0337504	0.0341384	0.0314883	0.0271573	0.0170087	0.011626	0.0281933	0.0243001	0.0334035	0.0165316	0.0201917	0.00553832	0.0325114	0.0283428	0.022405	0.0107113	0.0359117	0.0289457	0.057807	0.032996
à	0.0459185	0.0479287	0.0430619	0.0212658	0.0180875	0.0105034	0.00669819	0.00305897	0.00216676	0.00216202	0.00275066	0.00467412	0.00472638	0.00353216	0.00410813	0.00441332	0.00599052	0.00692028	0.0116387	0.0152244	0.0181249	0.0229574	0.0238055	0.0522463	0.068718	0.0510026	0.0367464	0.11592	0.105207	0.101234	0.139207
bouillir	0.0488686	0.0409987	0.0357759	0.0223122	0.0212893	0.0161569	0.0108481	0.00790566	0.0056388	0.0043706	0.00575494	0.012926	0.0136792	0.00995487	0.0117258	0.00882053	0.0131948	0.0160534	0.0217082	0.0255687	0.025478	0.024014	0.0224533	0.0472377	0.059522	0.0674308	0.0361461	0.0992593	0.101875	0.103015	0.0600172
</S>	0.0777894	0.0538457	0.0369645	0.0287575	0.0305249	0.0336982	0.0275743	0.0232822	0.0189002	0.00957979	0.00462218	0.0100317	0.00723494	0.00324836	0.00927506	0.0111639	0.0210416	0.026536	0.0262637	0.0343678	0.0308656	0.0207044	0.0123096	0.0606509	0.0330086	0.0477981	0.0165445	0.0518604	0.0797786	0.104406	0.0473712
