 	a66	a87	a57	a97	a83	a11	a31	a24	a61	a21	a47	a31	a24	a62	a24	a47	a88	a43	a21	a5	a37	a21	a5	a61	a75	a85	a41	a37	a26	a85	a6	a37	a85	a5	a37	a96	a90	a44	a43	a32	a38	a57	a3	a97	a3	a97	</S>
je	0.0419846	0.0362868	0.0495685	0.0251812	0.0142937	0.0174609	0.0135886	0.0116946	0.0131422	0.0149644	0.023887	0.00859848	0.00961878	0.00679385	0.00830682	0.00851669	0.0124791	0.00632625	0.00748485	0.00777743	0.00661994	0.00812134	0.00969816	0.0104081	0.0159672	0.0100724	0.00711092	0.0191582	0.0114461	0.0200101	0.0319406	0.0278095	0.0162621	0.0162943	0.0226215	0.0158355	0.019768	0.0252912	0.0181023	0.0353872	0.0533556	0.0536906	0.0428505	0.0378741	0.0369508	0.0343968	0.0550022
lui	0.0311764	0.0231593	0.0257043	0.0228181	0.0164024	0.0288674	0.0407517	0.0213098	0.0298471	0.0262743	0.0234754	0.020278	0.0147739	0.011396	0.00977678	0.0178415	0.014309	0.0105212	0.0151949	0.0189994	0.0178741	0.0210932	0.0277212	0.0242407	0.0210587	0.0474739	0.0332671	0.0599529	0.0316229	0.0236231	0.0272847	0.0229947	0.0160471	0.0110136	0.0103293	0.00905536	0.00705224	0.0109733	0.00949056	0.0102574	0.0130858	0.0143907	0.0245368	0.0256083	0.0169496	0.0246491	0.015477
ai	0.0384329	0.0184197	0.0169122	0.0104313	0.0094114	0.0165944	0.0156135	0.0134609	0.0162337	0.0119711	0.0172493	0.0131154	0.0113429	0.00686967	0.00921745	0.0137824	0.0132932	0.0107839	0.0160183	0.0341252	0.0309209	0.0335112	0.0482553	0.0578756	0.0526024	0.0477408	0.0619137	0.0233626	0.0318725	0.026209	0.0111345	0.0127119	0.0110545	0.0100703	0.00819582	0.00805482	0.00971106	0.0138269	0.0116312	0.0119475	0.0134035	0.0170257	0.0345112	0.0295231	0.0155464	0.0322979	0.0218109
appris	0.0473491	0.0380642	0.030544	0.0573733	0.0272393	0.0226511	0.0462177	0.0226722	0.0174581	0.00915116	0.00859863	0.0124905	0.0140254	0.00972871	0.0113244	0.0121246	0.0116649	0.00913608	0.0132331	0.0113938	0.01215	0.0163807	0.0111286	0.01622	0.0142658	0.0252162	0.0283209	0.0385161	0.0270176	0.0305202	0.0418737	0.0299782	0.0265996	0.0230264	0.0226746	0.0186251	0.0184962	0.0129467	0.0175882	0.0162997	0.0137428	0.0136717	0.0257513	0.0191708	0.0129196	0.0109623	0.0234967
à	0.0570589	0.0383977	0.0263349	0.0313976	0.0209959	0.0176146	0.0199415	0.0129406	0.00922203	0.00618927	0.00693127	0.0098172	0.0100591	0.00755988	0.00911322	0.00970822	0.0104753	0.00856243	0.0112307	0.0105347	0.012499	0.0159695	0.0131847	0.0204797	0.0181373	0.0189896	0.0279465	0.0241806	0.0267771	0.0226764	0.0260802	0.0226056	0.0203738	0.014709	0.0142457	0.00927618	0.0190047	0.0145371	0.0201219	0.0304019	0.0403748	0.0405913	0.0276491	0.0534488	0.0427039	0.036703	0.0322477
lire	0.0482933	0.0433512	0.0353106	0.0386765	0.0334002	0.0355503	0.0237265	0.0226349	0.0115172	0.00690618	0.00667114	0.00814841	0.00880242	0.0059356	0.0101341	0.0102561	0.0138739	0.0089796	0.0225496	0.0112112	0.0126522	0.0244995	0.0235735	0.0262148	0.0216077	0.0235277	0.0276083	0.00909024	0.0151653	0.00899325	0.0111285	0.0144091	0.0171429	0.0173613	0.0172056	0.020808	0.0219089	0.0253292	0.0278199	0.0402009	0.0319745	0.0312811	0.0305931	0.0200109	0.0277753	0.023191	0.0229985
et	0.0274516	0.0211855	0.0142685	0.0131977	0.00914139	0.0137002	0.00812815	0.0111031	0.00668942	0.00722717	0.00681202	0.00969443	0.0117802	0.00804702	0.0211529	0.0277276	0.0214621	0.014807	0.0250265	0.0183077	0.0172959	0.0217665	0.024259	0.0246071	0.0202416	0.0224211	0.0286967	0.015076	0.0265854	0.0109028	0.0137111	0.0159237	0.0200287	0.016476	0.0171415	0.0255569	0.0241058	0.0241281	0.0480493	0.0504812	0.0435826	0.0368732	0.0449112	0.033459	0.0313231	0.0292496	0.0162367
à	0.024579	0.0170915	0.010508	0.0103368	0.00828633	0.0101354	0.00579205	0.00834835	0.00514693	0.0039417	0.00742565	0.00721633	0.00924467	0.00760787	0.00811679	0.0113773	0.0137542	0.00944019	0.00756842	0.00766698	0.00545593	0.00718413	0.00717776	0.0065196	0.00649312	0.00348661	0.00468789	0.00421011	0.00567714	0.00621244	0.00634213	0.0100935	0.0147433	0.014135	0.0180699	0.0159542	0.0399893	0.0345038	0.0388015	0.0657941	0.0572553	0.077166	0.0575344	0.0780855	0.0891257	0.0743288	0.0573884
écrire	0.0210338	0.0129046	0.00736663	0.00910349	0.008932	0.00918415	0.00510093	0.00759443	0.00521834	0.00559741	0.00645164	0.00791746	0.00994991	0.0100871	0.00886116	0.0139241	0.0141364	0.0115459	0.0105508	0.00660651	0.0064501	0.0101021	0.0103818	0.0116058	0.00742585	0.0121765	0.0186747	0.0176778	0.0211442	0.0224913	0.02574	0.0389493	0.0495492	0.0348015	0.0297411	0.0299115	0.0425563	0.0446089	0.0454944	0.051744	0.0459596	0.0369497	0.0272498	0.0342283	0.049823	0.0436259	0.0388707
en	0.0282258	0.0143759	0.0143886	0.0147722	0.00966268	0.0114672	0.00770817	0.00630085	0.00752659	0.00805788	0.0105803	0.006859	0.00704055	0.00644465	0.00603845	0.0110157	0.0102476	0.0102268	0.00590467	0.00734929	0.00708469	0.00861486	0.010135	0.0207912	0.0221313	0.0176135	0.0353837	0.0330803	0.0445466	0.0387846	0.0328851	0.0391065	0.0436073	0.0479448	0.0329227	0.0395191	0.0406841	0.035115	0.04124	0.0272139	0.0265394	0.0203088	0.0223295	0.0204678	0.0229227	0.0258582	0.0389767
