 	a84	a87	a23	a82	a57	a30	a4	a70	a34	a56	a93	a90	a15	a47	a85	a5	a12	a34	a92	a90	a69	a58	a44	a93	a4	a93	a56	a92	a79	a25	a69	a93	a4	a70	a13	a82	a84	a87	a23	a85	a82	a87	a23	a38	</S>
cette	0.034951	0.0449325	0.0349835	0.0269251	0.0249423	0.0562148	0.0617954	0.0305249	0.0415257	0.0297345	0.029147	0.0124597	0.025753	0.0191801	0.0372518	0.0222059	0.0233371	0.0151691	0.00845397	0.0105108	0.00712442	0.00864638	0.0116985	0.010336	0.0204269	0.0119992	0.0238884	0.024531	0.0223979	0.0575999	0.0101163	0.00799228	0.00742354	0.00750253	0.0101802	0.00906717	0.0103856	0.0111967	0.0119499	0.0168416	0.0130051	0.0122109	0.0177668	0.022112	0.0436027
femme	0.00306818	0.00588931	0.00956369	0.0100752	0.0139099	0.0405042	0.0649143	0.103619	0.0944891	0.0869238	0.0541992	0.035853	0.0606311	0.0332256	0.032117	0.0172641	0.0176367	0.013244	0.00926357	0.0152968	0.00976768	0.026417	0.0126446	0.0366398	0.00461394	0.0215886	0.0229307	0.01507	0.0188567	0.0131769	0.0124007	0.0120206	0.0101544	0.00896354	0.0115637	0.00740907	0.00573415	0.0028438	0.00293736	0.00255356	0.00195128	0.0025798	0.00314863	0.00477803	0.00756738
a	0.0387959	0.025707	0.0365584	0.0263382	0.0395146	0.0159986	0.0202043	0.0222925	0.0145324	0.0147215	0.0266487	0.0290607	0.0250475	0.0450853	0.0417939	0.0591473	0.0694413	0.0576803	0.0495562	0.0292148	0.0181801	0.0105258	0.00950953	0.00782087	0.00748048	0.00509906	0.00449869	0.00323054	0.00337653	0.00350693	0.00297794	0.0029965	0.00470267	0.00328999	0.00440119	0.00859974	0.00839383	0.007452	0.0211434	0.0202402	0.0371271	0.0330635	0.0324883	0.0356113	0.0169445
porté	0.0239159	0.0195544	0.0189262	0.0151531	0.0171475	0.0131946	0.00547981	0.00811273	0.00444838	0.0100573	0.0139279	0.0131052	0.0105088	0.0122817	0.0116749	0.0230741	0.0212538	0.0358242	0.0556575	0.0507732	0.0551108	0.0329314	0.0313854	0.0306789	0.0263217	0.023384	0.0307957	0.0242685	0.041961	0.0264559	0.0400502	0.0374855	0.0427871	0.0523716	0.0207804	0.00905616	0.00909099	0.00859715	0.00893794	0.00957985	0.0104064	0.00862898	0.00865616	0.0102474	0.0159598
le	0.0359815	0.0306628	0.0184086	0.0241504	0.0242747	0.022974	0.00908981	0.00609932	0.00997276	0.00673967	0.0141484	0.0248285	0.0245178	0.0548102	0.0600316	0.0721932	0.0666455	0.0518427	0.0356506	0.0417865	0.0347075	0.0275281	0.0348965	0.0204356	0.03265	0.0174733	0.0193192	0.0174837	0.0176061	0.0158879	0.0138391	0.00711839	0.0105866	0.00995832	0.00916271	0.00583179	0.00479557	0.00448465	0.00535656	0.00821762	0.00914324	0.00888554	0.00999734	0.00757725	0.0122492
deuil	0.0204292	0.0210964	0.0187061	0.0246592	0.0195329	0.022354	0.0161652	0.010593	0.0096459	0.00832348	0.00937364	0.0140804	0.0255292	0.0589587	0.0643126	0.0870892	0.065812	0.0764965	0.0715111	0.06618	0.0423929	0.0169327	0.0126427	0.00881954	0.012606	0.00573864	0.00766593	0.00636611	0.00568573	0.00607428	0.00683948	0.00516016	0.00792326	0.0052738	0.00856584	0.0113492	0.00769989	0.00663392	0.011471	0.018069	0.0203466	0.014627	0.0206321	0.0114698	0.00816565
de	0.0314678	0.0172303	0.0128936	0.00735166	0.00974079	0.0116009	0.00792705	0.00466261	0.00843159	0.00947742	0.0120284	0.0270808	0.0363246	0.0773334	0.104824	0.119512	0.0971308	0.0685502	0.032869	0.037646	0.0281841	0.0206436	0.0178779	0.0113471	0.0248946	0.00743913	0.0085646	0.00412612	0.0037585	0.00385826	0.00375017	0.00142777	0.0017489	0.00213648	0.00309334	0.00263711	0.00333027	0.00685703	0.0114068	0.0136457	0.015465	0.0140114	0.0172633	0.0153399	0.0231104
son	0.0368386	0.014523	0.0105853	0.00588606	0.0124511	0.0132822	0.0189295	0.0131312	0.0173419	0.0198029	0.0211675	0.0310555	0.0384766	0.0530717	0.0504495	0.0560278	0.0518293	0.0384502	0.050037	0.0383478	0.0266072	0.0251601	0.0180045	0.0212639	0.0276908	0.0103075	0.0112793	0.00804948	0.00700814	0.00821283	0.0097291	0.00564716	0.00536854	0.00638219	0.0103921	0.0100296	0.0087614	0.00937209	0.0157567	0.0157331	0.022977	0.0203086	0.0311163	0.0308603	0.0422976
défunt	0.0470378	0.026845	0.016901	0.0129177	0.0118702	0.0218249	0.026489	0.0141767	0.0195809	0.0169005	0.0157245	0.0226013	0.0325005	0.0529242	0.054843	0.0546416	0.0389078	0.0262312	0.0322919	0.034754	0.025526	0.0399463	0.0150824	0.0344599	0.019843	0.00843941	0.00837149	0.0115583	0.00606232	0.0143529	0.00851187	0.0119386	0.00475953	0.0057808	0.0101189	0.00489862	0.00585497	0.0055727	0.0138584	0.0188469	0.0259894	0.0202369	0.0363481	0.0387643	0.0249141
frère	0.0336999	0.0330113	0.0335863	0.02818	0.0168707	0.0365863	0.0352343	0.0168163	0.0178652	0.0130317	0.0124452	0.0124212	0.0300736	0.0406679	0.0415768	0.0404251	0.0306322	0.0249494	0.0246002	0.025515	0.0250789	0.026384	0.0160862	0.0221582	0.0166961	0.0100199	0.0110222	0.012427	0.00868093	0.0166496	0.00844933	0.00916142	0.00676498	0.00635463	0.00848039	0.00435853	0.00451896	0.00510743	0.0149086	0.0215908	0.0255705	0.0230601	0.0381401	0.0420641	0.0680784
