 	a66	a87	a97	a99	a54	a5	a12	a37	a90	a56	a93	a70	a90	a92	a44	a75	a85	a47	a36	a6	a36	a75	a5	a37	a94	a96	a83	a90	a94	a90	a44	a70	a62	a88	a96	a44	a66	a54	a6	a98	a15	a7	a13	a3	a97	a87	a97	</S>
les	0.0409764	0.0456936	0.0521285	0.0315201	0.0234592	0.0166051	0.0364137	0.0352901	0.0378715	0.0233618	0.0182185	0.0229164	0.0169872	0.016845	0.0104519	0.0141592	0.0190776	0.0187248	0.0139756	0.0173941	0.0150894	0.0143632	0.0175699	0.017745	0.0229831	0.0186699	0.0179475	0.0217518	0.0212862	0.0229126	0.0184042	0.0233923	0.0182446	0.0270839	0.0186213	0.0143028	0.0118786	0.00905869	0.0135252	0.0215589	0.0144677	0.0155208	0.0128487	0.0190796	0.0158766	0.0164867	0.012634	0.0146262
habitants	0.00175596	0.00185072	0.0026331	0.00334967	0.0031011	0.00404722	0.0107339	0.0227805	0.0533863	0.0655929	0.0615496	0.079053	0.0761343	0.0603181	0.0353742	0.053868	0.0488993	0.0420091	0.0481174	0.0540193	0.0524156	0.0145817	0.0788226	0.0325986	0.0151675	0.0242768	0.0171877	0.00271305	0.00156795	0.00108557	0.000873836	0.000524368	0.000677222	0.000450322	0.000441536	0.00026517	0.00112628	0.00141731	0.000921676	0.00430215	0.00364056	0.00284507	0.00100847	0.00209483	0.00144136	0.00250431	0.00296738	0.00350743
d'	0.0100646	0.00572716	0.00546144	0.00703534	0.00647652	0.0057371	0.0112233	0.0162047	0.0221387	0.0281871	0.0438964	0.0644309	0.0276634	0.0350841	0.0323374	0.033654	0.0382491	0.0381058	0.0453428	0.0722698	0.0817064	0.0498653	0.0517482	0.0418108	0.0526646	0.0185316	0.0165295	0.0139943	0.00663742	0.00571037	0.00446501	0.00390518	0.00352172	0.00410245	0.00329357	0.00316494	0.00325735	0.00286199	0.00364232	0.00573853	0.00620234	0.00479783	0.00718581	0.00946771	0.0103845	0.00790646	0.0153313	0.0122827
ongondza	0.030052	0.0197755	0.0111937	0.00712383	0.00799285	0.00523878	0.00539105	0.0114065	0.00886205	0.0112853	0.0139105	0.0142092	0.0157553	0.0238744	0.0312081	0.0248874	0.0375491	0.0354508	0.0374077	0.040991	0.0336342	0.0425915	0.0258012	0.0585945	0.0390804	0.0276665	0.0454044	0.0280323	0.0236546	0.0118598	0.0209454	0.0184298	0.0160667	0.015608	0.0135027	0.0229312	0.0193508	0.0135177	0.0142334	0.0127495	0.011427	0.0229214	0.0130866	0.0122263	0.0120352	0.0102947	0.0127607	0.00802829
ont	0.0658088	0.0191229	0.0219899	0.0149436	0.0124341	0.0113006	0.0124018	0.0115342	0.00682889	0.00715744	0.0151267	0.0318902	0.0274426	0.0284477	0.0380099	0.0403047	0.0317633	0.035454	0.0459633	0.0466549	0.0466619	0.0455299	0.0366715	0.0349209	0.0421907	0.0230987	0.0223679	0.0328436	0.0218832	0.0196553	0.0167192	0.0176964	0.00674281	0.00683747	0.00579754	0.00814511	0.00851494	0.00652142	0.00429327	0.00326292	0.00383844	0.00606087	0.00699217	0.00735517	0.00925908	0.00715752	0.0101349	0.0142677
collecté	0.015424	0.00731875	0.00738561	0.00392571	0.00412669	0.00319041	0.0027014	0.00270422	0.00223952	0.00243876	0.00338502	0.0097524	0.0150643	0.0234926	0.056281	0.0414462	0.0597033	0.066968	0.0975294	0.072429	0.0638755	0.0905076	0.045831	0.0390503	0.0392466	0.0230668	0.0308447	0.0392299	0.0218807	0.0197418	0.0173065	0.00990638	0.00583421	0.00504735	0.00262176	0.00143664	0.00243897	0.00260116	0.00321901	0.00212468	0.00218345	0.00270367	0.00366272	0.00492544	0.0061048	0.00550751	0.00649847	0.00509604
de	0.0336644	0.0171712	0.0162186	0.00911631	0.015365	0.00891779	0.00550103	0.00368963	0.00404715	0.0048405	0.00709622	0.0156224	0.0173517	0.023575	0.0484173	0.0476133	0.0527016	0.0511221	0.0657292	0.033392	0.0327938	0.044382	0.0180357	0.00994144	0.0153544	0.0120154	0.00888633	0.0146451	0.00594814	0.0132188	0.017564	0.0106291	0.00509265	0.00535063	0.00747274	0.0105286	0.0199054	0.0177689	0.0179189	0.0121133	0.0123158	0.0104067	0.0165739	0.0192849	0.0252456	0.0342645	0.0414583	0.0597321
l'	0.0162485	0.0144549	0.0150062	0.00934789	0.0123631	0.006454	0.00639829	0.00474444	0.00723087	0.010181	0.0139172	0.0237077	0.025507	0.0394434	0.0384752	0.0328948	0.0552435	0.050989	0.0512657	0.0345894	0.0233346	0.0252066	0.00872771	0.00801522	0.0135213	0.00890846	0.0104322	0.0159995	0.00912618	0.0177208	0.0209736	0.0211926	0.015174	0.0131105	0.0119952	0.00762	0.0118465	0.0123218	0.0170318	0.0155915	0.0139771	0.0169819	0.0214802	0.0326849	0.0401211	0.0341968	0.0457882	0.0384578
argent	0.0168387	0.0156356	0.0160111	0.00685086	0.00688946	0.00346944	0.00439469	0.00400046	0.00774618	0.012516	0.0159062	0.0243977	0.0284311	0.0391032	0.0395244	0.0368192	0.0611442	0.0561654	0.0578582	0.0417174	0.0343545	0.0326874	0.0156527	0.0135287	0.0188264	0.0155259	0.017008	0.0185445	0.0105047	0.0184435	0.0224461	0.0214157	0.0146692	0.0118752	0.00882398	0.00432374	0.00646082	0.00554762	0.00642099	0.0106774	0.00848114	0.0102817	0.0117956	0.0200513	0.0273365	0.0301563	0.0430229	0.0457179
pour	0.0287322	0.0224595	0.0185993	0.0127775	0.0142176	0.00803491	0.0104722	0.0111057	0.0183556	0.0228993	0.0252561	0.028154	0.0271363	0.0342664	0.0331072	0.0376472	0.0446051	0.0402038	0.0351245	0.0231438	0.0169962	0.0173595	0.0100374	0.00576963	0.0103524	0.00812543	0.00728536	0.0125389	0.00630391	0.0146675	0.0187552	0.0144241	0.0103468	0.0101724	0.00900805	0.00566879	0.00836162	0.0102834	0.0146006	0.0199019	0.0172309	0.0176838	0.0226354	0.0281784	0.0406733	0.0385315	0.0637977	0.0440117
