 	a66	a87	a23	a5	a23	a85	a6	a12	a21	a85	a6	a36	a92	a12	a21	a47	a31	a21	a85	a47	a79	a90	a92	a6	a7	a26	a84	a82	a87	a97	a87	a23	a99	a87	a97	</S>
cette	0.042474	0.0466071	0.0375966	0.0272537	0.0221881	0.0391247	0.0985124	0.104225	0.057445	0.039135	0.0227361	0.0157222	0.020921	0.0256513	0.0165423	0.0178174	0.0213627	0.0140295	0.0299139	0.0203841	0.025626	0.0222491	0.0184466	0.0232844	0.030243	0.0278623	0.0138256	0.0106968	0.00759727	0.0150501	0.00918221	0.00864141	0.0123084	0.0204029	0.00914572	0.0257965
manière	0.00446004	0.00476856	0.00605025	0.00864672	0.0125441	0.062402	0.149496	0.122309	0.163528	0.152612	0.0796821	0.120361	0.00590491	0.0173848	0.00558807	0.00364389	0.00477922	0.00224065	0.00173716	0.00686674	0.00740975	0.0113671	0.00619403	0.00440903	0.00650839	0.00389048	0.0018344	0.00305103	0.000677854	0.00137668	0.00123838	0.00288077	0.0023429	0.00247416	0.0049621	0.00437633
de	0.0521022	0.0457807	0.0384936	0.033074	0.0314041	0.0493761	0.0699331	0.0350884	0.0269565	0.0162506	0.0225093	0.0134632	0.0234912	0.0146765	0.00954422	0.011954	0.00961432	0.0103368	0.00590032	0.00218815	0.00284255	0.00449427	0.00930085	0.0190263	0.0128702	0.0109763	0.0185361	0.0136992	0.0193409	0.0625087	0.0612148	0.0606889	0.038557	0.0488961	0.0716047	0.023306
griller	0.0151099	0.0102523	0.00908685	0.00891973	0.013906	0.0113147	0.0175741	0.00995693	0.00708663	0.0094558	0.0103863	0.0149713	0.134969	0.0829961	0.166217	0.068277	0.129361	0.110367	0.0443798	0.0183517	0.0109992	0.0152837	0.00399312	0.00986612	0.00582797	0.00464742	0.00374407	0.0019866	0.00191773	0.0050915	0.00368232	0.00651839	0.00732123	0.00856733	0.00949369	0.00812025
les	0.0287761	0.0233776	0.0133348	0.00924918	0.0086297	0.0108347	0.015962	0.0171831	0.0232269	0.0318262	0.0438287	0.0327425	0.0889013	0.0631355	0.0829621	0.0562898	0.0745877	0.110115	0.057259	0.0182706	0.0180675	0.0219666	0.00952868	0.0135478	0.00872406	0.00769161	0.00393949	0.00357095	0.0025744	0.00955597	0.00782158	0.0101267	0.0160049	0.0154724	0.0130359	0.0278791
banane	0.0385595	0.02073	0.00868635	0.00528978	0.00407193	0.00426704	0.00562067	0.0059502	0.00570691	0.0108884	0.00943612	0.0100646	0.0283299	0.0206773	0.0364238	0.0325167	0.0444044	0.0695664	0.0662296	0.0251478	0.0431093	0.0696158	0.0545886	0.0750913	0.0467652	0.0467702	0.0143295	0.0109384	0.0108638	0.0340251	0.0118565	0.017643	0.0247018	0.03395	0.0192907	0.0338935
demande	0.0146195	0.0140057	0.0142681	0.0107248	0.00928488	0.00748948	0.012164	0.00799094	0.0136855	0.0143789	0.0141362	0.0106481	0.0355788	0.024473	0.0338444	0.0528435	0.0585025	0.087869	0.062766	0.025362	0.0502724	0.0846958	0.0762813	0.0709012	0.0435985	0.0522946	0.0174756	0.0193334	0.00842174	0.0102186	0.00686898	0.00584432	0.00754017	0.00889359	0.00894759	0.00377698
beaucoup	0.0481954	0.0351486	0.0276197	0.0240717	0.0187267	0.0054375	0.00196353	0.00207811	0.00167999	0.00254083	0.00355644	0.00663564	0.0215527	0.0164681	0.0156354	0.016313	0.0196795	0.0310726	0.026069	0.0144349	0.0215025	0.0162397	0.0209797	0.041119	0.0373908	0.0342365	0.0201861	0.0187293	0.0223726	0.0743899	0.0383741	0.062978	0.0793379	0.0856057	0.0382805	0.0493983
d'	0.0313252	0.0202139	0.015594	0.0153118	0.0147194	0.00648447	0.00319642	0.0034432	0.00335554	0.00501053	0.00542526	0.0121014	0.0272519	0.0261747	0.0218837	0.0207394	0.0201607	0.0339318	0.0248292	0.0141905	0.0205257	0.0135537	0.0164395	0.0306558	0.0289381	0.0358228	0.0184813	0.0217541	0.019577	0.0690924	0.0385381	0.0669601	0.0760538	0.101571	0.0444407	0.0722532
huile	0.0376418	0.0317981	0.0188353	0.0153827	0.0106998	0.00428986	0.00320791	0.00522269	0.00472683	0.00740039	0.0083895	0.015967	0.0256318	0.0270013	0.0168265	0.0138356	0.0153613	0.0172288	0.0145844	0.008515	0.0144446	0.0116425	0.0159939	0.032327	0.0278889	0.0297327	0.0165737	0.0206651	0.0203259	0.0584218	0.0532511	0.07369	0.0777654	0.100804	0.0499418	0.0939849
</S>	0.0492939	0.048177	0.0340883	0.0248794	0.0202818	0.0117322	0.0072794	0.00630512	0.00918641	0.0134741	0.0137072	0.0133813	0.0184502	0.0192158	0.0223879	0.0291831	0.0256061	0.0328786	0.0294388	0.0126763	0.024363	0.0161879	0.0159355	0.038681	0.0362529	0.0392341	0.0282654	0.0187799	0.0245068	0.0380538	0.0295078	0.038922	0.0382017	0.0549078	0.0400602	0.0765175
