 	a87	a23	a10	a87	a23	a30	a53	a98	a5	a18	a61	a24	a31	a88	a31	a98	a9	a38	a44	a13	a9	a38	a56	a13	a38	a62	a98	a83	a9	a87	a97	a10	a9	a10	</S>
il	0.057436	0.0390945	0.0281394	0.0383845	0.0204801	0.0348766	0.0632396	0.0467084	0.0566347	0.0563577	0.0398137	0.0837872	0.0292995	0.04579	0.0707586	0.037617	0.0353289	0.0368948	0.0149547	0.0112638	0.00675796	0.00509756	0.00239184	0.00308225	0.00809398	0.0132915	0.0197131	0.0149573	0.0135504	0.0125597	0.0130035	0.0111912	0.00976496	0.00655676	0.0131284
a	0.00707327	0.00573782	0.00735582	0.0114176	0.0195578	0.0235996	0.0239035	0.019698	0.0365968	0.0439811	0.0251245	0.0257003	0.056254	0.0785503	0.0700712	0.0433663	0.0400353	0.0281027	0.0222422	0.0285302	0.034429	0.0163056	0.0265469	0.0233233	0.0448834	0.0395205	0.0283865	0.0184335	0.0183496	0.022731	0.0244527	0.0242012	0.0259085	0.0240469	0.0115831
enroulé	0.0111789	0.00536358	0.00522277	0.0050689	0.00486394	0.00490931	0.00613487	0.0216173	0.0750329	0.0363609	0.0382184	0.0477758	0.122798	0.0878335	0.0896287	0.0299431	0.0391004	0.0192425	0.0154429	0.0120633	0.0166435	0.00713029	0.00792025	0.00618674	0.005888	0.00712884	0.00643601	0.00739073	0.010246	0.0213173	0.023379	0.0346138	0.0434481	0.0670276	0.0574443
le	0.00832286	0.00924652	0.00897216	0.00738905	0.0110354	0.0140396	0.0126153	0.0239709	0.0197476	0.0103995	0.0124233	0.0312866	0.0270903	0.0414681	0.0493383	0.0417173	0.0572927	0.0692697	0.0759458	0.0936896	0.0764034	0.0540522	0.0493153	0.0429555	0.0351293	0.0137671	0.0146913	0.0116105	0.012407	0.0194891	0.0124521	0.0108163	0.00978339	0.00426149	0.00760549
pagne	0.0122952	0.0147249	0.0194555	0.0179126	0.0152566	0.0139088	0.0125244	0.0139684	0.0186713	0.0160751	0.0262054	0.0545985	0.0458227	0.070213	0.0531988	0.0645608	0.075257	0.0742699	0.0761189	0.0947938	0.0509752	0.0276949	0.0174333	0.0115418	0.00842302	0.0101002	0.00721271	0.00422505	0.00779313	0.0122189	0.009523	0.00854005	0.0138148	0.010101	0.0105713
autour	0.022062	0.0101438	0.0105257	0.011711	0.00895906	0.00839743	0.0160817	0.0341693	0.0307305	0.0343285	0.0499225	0.0668732	0.0473538	0.0948623	0.0945547	0.0383	0.0696632	0.0491861	0.0302007	0.0329805	0.0175233	0.00680738	0.0072941	0.00911788	0.0150815	0.0178672	0.0191149	0.0127519	0.0162124	0.0173028	0.0180465	0.0201432	0.0224459	0.0163601	0.0229251
de	0.0263227	0.0134203	0.0103731	0.00751808	0.00454179	0.00709029	0.00879648	0.00960536	0.0106165	0.0279497	0.0322497	0.0666244	0.0294271	0.0506645	0.0417358	0.0178716	0.0267288	0.0252098	0.0184424	0.0250267	0.0234948	0.0162045	0.0260908	0.0216444	0.0262437	0.0164928	0.0269798	0.0200006	0.0333831	0.0448495	0.0422835	0.0715834	0.0527875	0.0503107	0.0674356
son	0.0194053	0.0051566	0.00417353	0.00299243	0.00217905	0.00232296	0.00408621	0.00719952	0.0151721	0.0284954	0.0311913	0.0443313	0.0350966	0.0357876	0.033287	0.0232838	0.0292855	0.0295987	0.0175308	0.0300876	0.0304545	0.0229571	0.0373748	0.0313376	0.0304402	0.0206239	0.023988	0.0244531	0.0324718	0.0405514	0.0552834	0.0669368	0.0546207	0.0609385	0.066905
cou	0.011436	0.010477	0.00968863	0.00838654	0.00559353	0.00557857	0.00713877	0.010531	0.0169274	0.0231221	0.0288347	0.0269717	0.0232469	0.0413767	0.0407451	0.0436368	0.057422	0.059578	0.0337965	0.0642776	0.0680166	0.0302522	0.0466725	0.0292787	0.0244772	0.0183285	0.0195416	0.0194292	0.0274445	0.0298475	0.0330431	0.0333693	0.0358107	0.0322526	0.0234702
</S>	0.0254806	0.0110207	0.00962093	0.00802183	0.00509706	0.00799224	0.0112205	0.015258	0.0224807	0.0336485	0.0473997	0.0918131	0.0229516	0.0561066	0.0482365	0.0260367	0.0302308	0.0279687	0.0131559	0.018541	0.0157057	0.00659238	0.0113108	0.00655732	0.00792957	0.00850323	0.0200667	0.0199046	0.0358345	0.0346466	0.0437296	0.0573353	0.0517348	0.0478378	0.10003
