 	a66	a87	a23	a97	a83	a54	a98	a92	a56	a96	a12	a93	a90	a25	a79	a56	a44	a98	a92	a56	a44	a70	a93	a70	a34	a47	a62	a47	a62	a96	a88	a71	a9	a87	a23	a99	a87	</S>
cette	0.0315517	0.0549954	0.0425577	0.0378911	0.051036	0.0888511	0.0633003	0.0632714	0.0851063	0.0465355	0.0266753	0.0109622	0.0224758	0.0125066	0.0180329	0.0163655	0.012111	0.0164535	0.0143047	0.0138882	0.0125824	0.0134505	0.0130852	0.0167712	0.035308	0.0250145	0.0159921	0.0197299	0.0144214	0.0152727	0.0144526	0.00883008	0.00916469	0.00862229	0.00803326	0.0107862	0.00985875	0.0197522
jeune	0.00476637	0.00571642	0.00605306	0.0176595	0.016176	0.0373387	0.0441512	0.0328055	0.0608538	0.0328843	0.06144	0.0389899	0.047094	0.0580605	0.149432	0.0497981	0.0475534	0.0443162	0.0287375	0.0216251	0.0294131	0.0255857	0.0257332	0.0185803	0.0207227	0.0192203	0.0136081	0.0119859	0.00503881	0.00401659	0.00268756	0.00241036	0.00168239	0.00227001	0.00170864	0.00260345	0.00347277	0.00380898
fille	0.0282336	0.0244537	0.0264976	0.0398454	0.0328323	0.0183451	0.0167689	0.0141165	0.00757464	0.0168111	0.0207406	0.0446369	0.0759032	0.121284	0.0766012	0.0989519	0.0910242	0.0375228	0.0398502	0.0357857	0.0213537	0.00557088	0.00602449	0.00499847	0.00245677	0.00270919	0.00236697	0.00260488	0.003144	0.00443518	0.00588032	0.00645771	0.0090224	0.00933194	0.00645525	0.0117544	0.0211185	0.00653565
a	0.0153401	0.00870257	0.00935084	0.014272	0.00694621	0.0055573	0.00401848	0.00412542	0.00194406	0.00574977	0.00933175	0.0170104	0.0360423	0.0359327	0.0388688	0.054134	0.0728444	0.0753806	0.0751071	0.0621369	0.0620139	0.0489533	0.0390861	0.0346579	0.0137236	0.0208752	0.0245446	0.0245623	0.026895	0.0275872	0.0171261	0.0216849	0.0199187	0.0179741	0.0125353	0.0100784	0.0127093	0.0122785
mis	0.0381963	0.0300613	0.0325313	0.0349234	0.0276315	0.0356406	0.0314017	0.0280121	0.0130917	0.00809511	0.007644	0.0119685	0.00589358	0.0062998	0.00414836	0.00964226	0.0173446	0.0177817	0.0300978	0.0337285	0.0392133	0.0359915	0.0314813	0.0313581	0.0255909	0.0395187	0.0429227	0.0493002	0.0410751	0.037329	0.0290514	0.0281794	0.0276457	0.023036	0.021817	0.023144	0.0256198	0.0235915
les	0.0333971	0.0218775	0.0234467	0.0254067	0.0187458	0.018391	0.0164719	0.0177221	0.0217314	0.0374499	0.0274143	0.0725894	0.0553095	0.0515444	0.0239509	0.0282802	0.0219819	0.0150629	0.0184171	0.0170785	0.014135	0.0149753	0.0116448	0.0132392	0.00838219	0.0126817	0.0129723	0.022623	0.0279298	0.0272844	0.0274955	0.0293706	0.0354338	0.0320754	0.0292398	0.0304658	0.0261438	0.0576383
cendres	0.0292186	0.0189373	0.0224442	0.0290342	0.0218171	0.0198876	0.0242816	0.0163424	0.0168362	0.0205664	0.0228533	0.0431368	0.0398922	0.0382578	0.0270529	0.0354397	0.0383813	0.0301281	0.0471064	0.0423756	0.0256433	0.0174054	0.0164297	0.0172604	0.0100464	0.0158075	0.016352	0.0199744	0.0258771	0.0214215	0.0211547	0.0228821	0.0335733	0.0315781	0.0275052	0.0350397	0.0322869	0.0257722
sur	0.038871	0.034393	0.0261038	0.0286099	0.0345227	0.0272456	0.0218518	0.0236291	0.0357162	0.0321919	0.0314453	0.0299885	0.0276828	0.0208633	0.0191262	0.0278881	0.0252804	0.0212638	0.0305175	0.0237618	0.0216629	0.0151667	0.0104918	0.0165506	0.0171322	0.0161285	0.0129349	0.022091	0.0257076	0.0232599	0.0223762	0.0266395	0.0340585	0.0323406	0.0298105	0.0346162	0.0305558	0.0475242
son	0.0253072	0.0185586	0.0181349	0.0184504	0.0208329	0.0158827	0.0154348	0.0153174	0.0242091	0.0351829	0.0380722	0.0456018	0.0404219	0.0392366	0.0314685	0.0319872	0.023149	0.0201509	0.0165992	0.0174936	0.014619	0.0147426	0.0137814	0.0153005	0.0146136	0.0167288	0.0138732	0.0203314	0.0277978	0.0242985	0.0237566	0.0377892	0.0422551	0.0400831	0.0373719	0.0422164	0.0437983	0.0451507
visage	0.0318799	0.0216543	0.0218778	0.0244119	0.0273377	0.0244116	0.0283285	0.022398	0.0324074	0.0330501	0.0420927	0.0313638	0.0296117	0.0243014	0.0172075	0.0212464	0.0159	0.019608	0.0137357	0.0133244	0.011545	0.0137472	0.011785	0.0143028	0.0139504	0.0111099	0.00669004	0.0111657	0.0139321	0.0137622	0.0152614	0.0330775	0.0559871	0.0414823	0.047093	0.050581	0.0610379	0.0773409
</S>	0.0321521	0.0254549	0.0259974	0.028136	0.0412909	0.0372839	0.0430667	0.035246	0.0609216	0.0340668	0.0307922	0.0219811	0.025827	0.0205518	0.0192518	0.0209966	0.0166115	0.0149414	0.0168556	0.0165091	0.0159142	0.0130768	0.0118843	0.0174651	0.0154671	0.0156903	0.00941293	0.0153118	0.0207901	0.0150411	0.0130213	0.0242571	0.0322876	0.025808	0.0270379	0.0371318	0.0370773	0.085391
