 	a66	a87	a10	a87	a23	a99	a50	a31	a88	a62	a31	a21	a92	a56	a25	a21	a5	a23	a75	a85	a6	a37	a26	a82	a3	a99	a87	a23	a99	a97	a2	</S>
j'	0.0413287	0.0306128	0.0354832	0.0194694	0.0152498	0.0131366	0.011208	0.0126459	0.0103709	0.00620824	0.00563147	0.00562503	0.00480172	0.00484329	0.00857246	0.00613548	0.00734612	0.0106016	0.0269675	0.0201222	0.0479203	0.0475336	0.0712683	0.0735043	0.067604	0.0632197	0.0669079	0.0515912	0.0531591	0.0588111	0.0312524	0.0708675
ai	0.031072	0.0221141	0.0371679	0.033354	0.0455626	0.0265696	0.0347853	0.0333766	0.0266967	0.0289307	0.0294995	0.0236805	0.0323733	0.0494879	0.0826595	0.0619537	0.0569878	0.0575125	0.0335256	0.0334918	0.0228537	0.024969	0.0212625	0.0170798	0.0157033	0.0153489	0.0170056	0.0155991	0.018231	0.0157276	0.0177818	0.0176362
attrapé	0.0152783	0.0136087	0.0289527	0.0256006	0.0314826	0.0244822	0.0505131	0.0494518	0.0614984	0.052529	0.0506694	0.0459282	0.0326814	0.0373195	0.0344002	0.0242343	0.0158524	0.0141042	0.0142862	0.017093	0.0164726	0.0206846	0.024322	0.0239623	0.0267841	0.0263375	0.033461	0.037918	0.0401159	0.0330788	0.047121	0.0297759
une	0.0344141	0.0221772	0.0130229	0.0142963	0.0250161	0.0256923	0.0156286	0.0175973	0.0199217	0.0335325	0.0337907	0.0369739	0.0670331	0.0657943	0.105112	0.0948906	0.0593024	0.0508002	0.0364095	0.024092	0.0319652	0.0187375	0.020916	0.0162353	0.0215811	0.0192444	0.0136884	0.013149	0.0141972	0.0111833	0.0104869	0.0131181
anguille	0.0203157	0.0244621	0.0201145	0.0173908	0.0204554	0.0219775	0.0123442	0.0105125	0.0119978	0.0238553	0.035186	0.0494571	0.0605868	0.0432841	0.0473447	0.0548523	0.0328396	0.047509	0.0602552	0.0477498	0.0755374	0.0450706	0.041828	0.0517479	0.0185788	0.0306612	0.0187286	0.0205668	0.0120517	0.0111142	0.00505674	0.00656759
dans	0.040025	0.0322289	0.0229885	0.020686	0.0214021	0.0348488	0.0270871	0.0299424	0.0335243	0.0400254	0.0472406	0.0220123	0.0250156	0.0238072	0.0347192	0.02659	0.0259294	0.0263434	0.0283197	0.0297135	0.0401949	0.0414522	0.0399176	0.0330029	0.0330524	0.0371772	0.0315887	0.0290917	0.031701	0.0292699	0.0288579	0.0322443
la	0.0410492	0.0290547	0.0256655	0.0311514	0.0257243	0.0213778	0.0231121	0.0223414	0.0163318	0.0146577	0.0129471	0.00535306	0.00743347	0.00724162	0.0101184	0.0132925	0.0123197	0.0129953	0.0168091	0.0284545	0.0325481	0.0506125	0.0456716	0.0449177	0.053041	0.0532571	0.051596	0.0633922	0.0619132	0.0603299	0.0385716	0.0667186
nasse	0.0564923	0.0384212	0.0413359	0.0380706	0.0312049	0.0196228	0.0198611	0.0211519	0.0110294	0.00605925	0.00833205	0.00633924	0.0106171	0.00819352	0.0128387	0.0142564	0.0128277	0.0142418	0.0201691	0.0253796	0.0427984	0.0484731	0.0568269	0.0584326	0.0505981	0.0507901	0.0554366	0.0844302	0.0515955	0.0509083	0.023873	0.00939264
etambo	0.0596107	0.0359997	0.0242605	0.0218221	0.0125466	0.00655885	0.0123169	0.0120714	0.00664266	0.00206649	0.00113194	0.0006065	0.000474073	0.000365164	0.000644739	0.00176201	0.00404716	0.00473797	0.00600136	0.014647	0.0202277	0.0181864	0.0349974	0.0413781	0.0339393	0.0481378	0.0602105	0.0953464	0.134584	0.110405	0.12567	0.0486031
</S>	0.0594772	0.0297955	0.0179489	0.0168582	0.0115556	0.00604172	0.00883338	0.00950346	0.00882783	0.00586218	0.0028239	0.00192053	0.000802889	0.000675274	0.00142447	0.00356607	0.00446698	0.00604479	0.0056576	0.0101026	0.0166374	0.016163	0.0359905	0.048492	0.0360808	0.0510127	0.0600656	0.0815485	0.122521	0.12384	0.127689	0.06777
