 	a66	a87	a23	a83	a54	a7	a90	a56	a12	a62	a88	a71	a9	a87	a99	a15	a47	a36	a6	a37	a98	a79	a98	a92	a56	a90	a44	a4	a93	a70	a71	a9	a99	a87	a97	a99	a97	a87	a23	a99	a97	</S>
pendant	0.0327131	0.0382731	0.0274369	0.0306963	0.0594245	0.0826293	0.0428351	0.0609635	0.0414445	0.0426739	0.0479323	0.0211333	0.0171504	0.0225672	0.0153714	0.0152261	0.00987759	0.00798901	0.0153092	0.0230241	0.0205904	0.0180987	0.0138362	0.0356163	0.0194752	0.0180377	0.0140734	0.0182098	0.0186153	0.0192121	0.014797	0.0158997	0.0168852	0.0168092	0.0140438	0.00953482	0.0117939	0.00936785	0.00860301	0.0107	0.010457	0.0106726
la	0.00321422	0.0045654	0.00418891	0.00261103	0.00900146	0.0135397	0.00853625	0.0197444	0.0301566	0.0256126	0.0443292	0.052734	0.0829395	0.126409	0.101574	0.0804156	0.0625134	0.0398885	0.0343454	0.0522289	0.0227064	0.0184159	0.0150795	0.0211139	0.0153519	0.0196437	0.0110741	0.00792462	0.0123067	0.0132863	0.00418904	0.00285128	0.00197845	0.00173556	0.00386408	0.00369414	0.00342589	0.0028438	0.00622919	0.00367683	0.00565319	0.00440792
nuit	0.0400476	0.0108915	0.00794854	0.00823165	0.00549915	0.0123972	0.0186429	0.0164558	0.0326265	0.0188268	0.0286708	0.0583551	0.0953559	0.0448801	0.0577453	0.0202991	0.0356981	0.0543066	0.0194792	0.0283236	0.0216424	0.0134652	0.00806231	0.00766098	0.0120754	0.0103442	0.0109726	0.0083114	0.00744967	0.00768446	0.00669043	0.0148094	0.012146	0.0138842	0.038271	0.0246479	0.0254079	0.0300639	0.0403132	0.0272094	0.0316798	0.0125269
on	0.0121846	0.0058373	0.00505615	0.00948497	0.0172459	0.0122764	0.0138399	0.0132291	0.0276592	0.0247751	0.04976	0.0647018	0.0950627	0.0539103	0.064516	0.045014	0.0807588	0.0896977	0.0482939	0.0452071	0.0329699	0.0251954	0.00986162	0.00894936	0.00872245	0.00746794	0.00531944	0.00518144	0.00289793	0.00382103	0.00446381	0.00516633	0.00514207	0.00464859	0.00728924	0.00865388	0.00957219	0.0127551	0.0158344	0.0116602	0.0122012	0.0137158
attache	0.0677158	0.0321092	0.0232627	0.0208963	0.0154759	0.0144933	0.0213406	0.012618	0.0154466	0.021496	0.0349502	0.0250694	0.105865	0.0517794	0.0938434	0.0503553	0.0515082	0.0521648	0.0425345	0.0368123	0.0283345	0.034622	0.016747	0.0286705	0.0120664	0.0152801	0.0112184	0.0053014	0.00471791	0.00475872	0.00208998	0.00249245	0.00264364	0.00228254	0.00340749	0.00379784	0.00546252	0.00619893	0.00475641	0.00479045	0.005703	0.00492049
le	0.0681502	0.0431572	0.0350632	0.0449469	0.023344	0.02696	0.0295671	0.0231226	0.022034	0.0242192	0.0304122	0.0311543	0.0557049	0.051719	0.0485687	0.055197	0.0446467	0.0251833	0.041462	0.0316383	0.0193727	0.018639	0.0155898	0.0165546	0.0102983	0.0112669	0.0058786	0.00355916	0.00255237	0.00535398	0.00452393	0.00413279	0.00493236	0.00465208	0.00752275	0.011288	0.0137696	0.0154594	0.0117451	0.0139109	0.0149703	0.0277767
chien	0.0181239	0.00894848	0.00857631	0.00879097	0.00451825	0.00485873	0.00750642	0.0100862	0.0232251	0.0173067	0.0302542	0.0692918	0.0975481	0.0533123	0.0715742	0.0550926	0.0638194	0.0844525	0.0502969	0.0482332	0.036114	0.027033	0.0182966	0.014025	0.0246945	0.025166	0.0226921	0.0163495	0.0118557	0.00899744	0.00311765	0.00220674	0.00178154	0.00198444	0.00383247	0.00566662	0.0051994	0.00721378	0.00968742	0.00559607	0.00577978	0.006894
avec	0.0287418	0.0217394	0.0177751	0.019458	0.0172615	0.0252382	0.0312932	0.0349756	0.0338194	0.0433853	0.0641799	0.0739976	0.0722365	0.0749376	0.0584221	0.0501699	0.0462594	0.0335605	0.0274596	0.0272269	0.0236938	0.0200396	0.0199675	0.0160963	0.0149026	0.0130185	0.00968546	0.00747725	0.00666513	0.00575509	0.00200897	0.00530498	0.00611436	0.00411675	0.00638356	0.00366941	0.00478943	0.00460002	0.00544996	0.00493996	0.00609773	0.00708585
le	0.0317968	0.0254648	0.0268468	0.0271225	0.0254777	0.0299255	0.0311891	0.0418217	0.0300013	0.0415085	0.0439239	0.0608053	0.0462417	0.0473382	0.0335949	0.0333686	0.0204908	0.0117473	0.0125021	0.0126721	0.0102623	0.011181	0.0133372	0.0129278	0.0169138	0.00752076	0.0044509	0.00461288	0.00706141	0.00893677	0.00764981	0.0222798	0.0158675	0.0226327	0.0251452	0.0155299	0.0265643	0.0192471	0.0186077	0.0322762	0.0321085	0.0310467
koli	0.0266542	0.0189824	0.020436	0.0207959	0.0350791	0.0309017	0.0304392	0.0345561	0.0344534	0.0406996	0.042957	0.0774547	0.0542544	0.0437051	0.0339725	0.0427137	0.0286621	0.0222581	0.0235604	0.0247777	0.0236533	0.0251002	0.0255803	0.0198912	0.02261	0.0127079	0.00830003	0.00542945	0.004725	0.00495053	0.00349078	0.00741361	0.00646626	0.0112661	0.0162253	0.0134276	0.015995	0.0141739	0.0135918	0.0201302	0.0175972	0.0199614
