 	a85	a87	a23	a20	a44	a20	a47	a26	a47	a88	a75	a47	a37	a66	a21	a98	a85	a43	a75	a37	a44	a98	a92	a25	a56	a90	a94	a13	a53	a4	a57	a82	a10	a87	a23	a97	</S>
ils	0.0433064	0.0377341	0.0473297	0.0466957	0.0508371	0.0517526	0.0287365	0.0174322	0.0171164	0.027797	0.0220378	0.0156893	0.0151855	0.0151865	0.013885	0.0144066	0.0146513	0.00927466	0.0075496	0.00756051	0.00746748	0.0129027	0.0128262	0.0103863	0.00777287	0.00740394	0.0116323	0.0156797	0.0345948	0.0548236	0.0440098	0.0503851	0.0395671	0.0432212	0.0422894	0.0453179	0.055555
font	0.00325724	0.00396888	0.00727924	0.00769416	0.0125313	0.0150898	0.0590288	0.0773167	0.140491	0.19517	0.0771556	0.0458516	0.0321005	0.0468024	0.0416123	0.0393976	0.0227229	0.00977356	0.00804977	0.0085429	0.00918764	0.00948382	0.00687505	0.00762967	0.00605256	0.00675753	0.00659526	0.0142974	0.011342	0.00988432	0.0100534	0.00685966	0.00753049	0.00755949	0.00725754	0.0121782	0.0066195
la	0.00939494	0.00651225	0.00588708	0.00319458	0.00345012	0.00551423	0.0235191	0.0321393	0.0190868	0.0366391	0.0282186	0.0198947	0.0211763	0.0127044	0.0144673	0.0135294	0.0116461	0.00896298	0.011941	0.0103908	0.0147738	0.0116525	0.0131218	0.0209	0.0298543	0.0508517	0.0509041	0.0229206	0.053793	0.0581581	0.0556647	0.0442811	0.0557998	0.0811349	0.0388169	0.0559271	0.0431764
chasse	0.024935	0.0256155	0.0223343	0.0225578	0.0329609	0.0443656	0.0778834	0.0651124	0.0416976	0.0280772	0.0435956	0.0489792	0.0453339	0.0491775	0.0327612	0.024767	0.0266055	0.0372276	0.0195226	0.0161258	0.0185642	0.0222918	0.0240769	0.0282975	0.0192272	0.0196933	0.0220952	0.0205638	0.0150926	0.0113568	0.00909837	0.00824727	0.0109695	0.00960044	0.00950011	0.00704334	0.0146459
aux	0.0420847	0.0293156	0.0223987	0.0164042	0.0166799	0.00913719	0.0391312	0.0782965	0.0338477	0.0728233	0.074897	0.0516638	0.0402387	0.0249578	0.0247871	0.0152457	0.0163108	0.0188441	0.013339	0.00704806	0.00826987	0.00605648	0.00547994	0.00738997	0.00410475	0.00344615	0.00505982	0.00398508	0.0101815	0.0129562	0.0150763	0.0240512	0.0290295	0.0403663	0.0342058	0.0348828	0.108007
hérissons	0.0230423	0.0151109	0.012501	0.0171198	0.0182872	0.0142321	0.00938713	0.0188265	0.0143807	0.0313421	0.0213882	0.0176986	0.0265954	0.0167132	0.0167958	0.0216278	0.0248847	0.0241177	0.028658	0.0309809	0.0434318	0.0318297	0.0489133	0.0394527	0.0503074	0.0366134	0.0304494	0.0172874	0.0369361	0.0285386	0.0267257	0.021491	0.0376779	0.039917	0.0301769	0.0325079	0.0440538
dans	0.034704	0.028764	0.0205314	0.0165056	0.0318856	0.0275765	0.0349016	0.0587287	0.0374695	0.0754322	0.059599	0.0202017	0.0155654	0.0151358	0.0190265	0.0124515	0.00915012	0.00410439	0.00443458	0.00373265	0.00895626	0.01282	0.0210981	0.0154664	0.0114859	0.0093775	0.0116472	0.0133549	0.0361752	0.0413621	0.0306422	0.0365487	0.0411992	0.0403	0.0395679	0.0389067	0.0611909
la	0.03377	0.016433	0.0115811	0.00860462	0.00973494	0.00453857	0.0061023	0.0119437	0.0108794	0.0206683	0.0172083	0.0117337	0.0120682	0.0110449	0.0126046	0.0101711	0.00956123	0.00765483	0.00775754	0.00704518	0.00956433	0.0231883	0.0378162	0.0319144	0.0300081	0.0218335	0.0248346	0.0437806	0.0597506	0.065847	0.0493174	0.0609037	0.0590068	0.0524306	0.0686934	0.0697604	0.0502445
petite	0.0254603	0.0174124	0.0178768	0.0148434	0.0180963	0.0062779	0.00563212	0.00387467	0.00286191	0.00485604	0.00691129	0.00558931	0.00701395	0.00261957	0.00354319	0.00756776	0.00928523	0.00855423	0.00762047	0.0098168	0.0115406	0.033555	0.0481635	0.0338365	0.0266441	0.0218443	0.0340248	0.0362359	0.0582653	0.0605331	0.067603	0.0578173	0.0610599	0.0669274	0.0856984	0.057786	0.0527514
plaine	0.0276092	0.0194541	0.0221386	0.0179587	0.0145612	0.00633161	0.0111054	0.017593	0.014356	0.0232555	0.0266293	0.0173621	0.0172884	0.0119186	0.0188966	0.0141675	0.0181615	0.00886366	0.0119159	0.0138241	0.0149623	0.0267234	0.0342889	0.0346385	0.0253404	0.0243122	0.0290244	0.0213391	0.0449446	0.0484423	0.0373589	0.0497531	0.0524695	0.0489213	0.0610481	0.0579249	0.0551171
