 	a66	a87	a23	a40	a7	a2	a40	a54	a6	a47	a37	a44	a13	a88	a18	a40	a47	a37	a66	a38	a93	a4	a13	a70	a4	a57	a3	a99	a87	a23	a10	a30	a4	a13	a4	a13	a38	a82	a87	a23	a87	</S>
les	0.0272502	0.0597314	0.0509112	0.0504866	0.059457	0.0803829	0.0467644	0.0482448	0.0698052	0.0666197	0.0345491	0.0207161	0.0221371	0.0187146	0.0252515	0.0319463	0.011627	0.0110939	0.0108815	0.00924606	0.00985564	0.00894569	0.012359	0.0177481	0.0120095	0.00860236	0.0111887	0.0261437	0.0153198	0.0250384	0.0160013	0.00783556	0.00819235	0.00732859	0.00693544	0.00652357	0.00636102	0.00582685	0.00520725	0.00596134	0.00601048	0.0147889
chefs	0.00174526	0.00415699	0.0046995	0.0103037	0.0098879	0.0375976	0.0229651	0.0397303	0.0490162	0.0933529	0.0849386	0.0546429	0.0526448	0.0829557	0.0795375	0.0383311	0.062167	0.0423066	0.027278	0.0325076	0.0232243	0.0295559	0.0223875	0.0265225	0.0353299	0.00932416	0.00520189	0.00146979	0.00175278	0.0011061	0.00190981	0.000669904	0.00141852	0.00106785	0.00165514	0.000930769	0.000807746	0.000495619	0.00105322	0.00109387	0.0012537	0.00100374
coutumiers	0.011351	0.0108674	0.00901374	0.00743531	0.00625257	0.0103448	0.0135282	0.0241342	0.022847	0.0626376	0.0377699	0.0406862	0.0711212	0.0711996	0.0788649	0.0583626	0.0714236	0.053526	0.0461768	0.0444625	0.0375377	0.0503041	0.0355096	0.0183831	0.0132801	0.0124947	0.0119436	0.00437586	0.0125329	0.0014471	0.00463423	0.00172998	0.00166582	0.00164363	0.00320347	0.0103831	0.00424711	0.00207956	0.00600997	0.00445507	0.00833397	0.00180003
du	0.0219534	0.0114602	0.0130564	0.0176688	0.0134289	0.0146965	0.0174255	0.0209233	0.0249468	0.0512813	0.0265987	0.0240869	0.0391572	0.0265989	0.0490132	0.0307767	0.051638	0.0298155	0.0355558	0.0447643	0.0635659	0.0952655	0.0645731	0.0250322	0.0246963	0.00975193	0.0126496	0.00807138	0.00959983	0.00387967	0.0136864	0.00873176	0.00758699	0.00781359	0.0114435	0.016759	0.00914888	0.00755818	0.0105709	0.00735664	0.0122477	0.00516487
district	0.024005	0.0141726	0.0146353	0.0139346	0.0080839	0.01305	0.0150598	0.0225457	0.0188836	0.0300534	0.0192581	0.0303085	0.0389314	0.0414607	0.0464884	0.0241363	0.0420721	0.0642835	0.0679976	0.068806	0.0596387	0.045634	0.0368483	0.0170347	0.0128832	0.0115905	0.0146163	0.00574987	0.0088049	0.00280456	0.00898785	0.0122569	0.0104361	0.00872589	0.0192355	0.0238514	0.00874809	0.019097	0.0134663	0.0159063	0.0126724	0.0128445
de	0.0242831	0.00431725	0.00489981	0.00664588	0.00478645	0.0103953	0.0128782	0.0240644	0.0318597	0.0517706	0.0334753	0.0638821	0.060215	0.0333424	0.0470351	0.0429982	0.0489517	0.0495525	0.0398827	0.0361659	0.0268848	0.0300029	0.0253043	0.0274507	0.0236045	0.0160829	0.031077	0.011246	0.0184113	0.00356362	0.00870356	0.00675305	0.00548548	0.00467054	0.00905584	0.0128505	0.00565116	0.0138941	0.0151814	0.0197821	0.0297441	0.0231988
boundji	0.0331397	0.0280564	0.0267014	0.021505	0.014716	0.0305852	0.0202472	0.0190069	0.025318	0.03033	0.0469543	0.0341957	0.0282352	0.0287461	0.0354272	0.0490527	0.0388052	0.0445396	0.0205409	0.0125353	0.0103506	0.00787504	0.0190649	0.025596	0.0312308	0.0248527	0.0377422	0.0193108	0.021128	0.0061358	0.00783292	0.0110317	0.00896043	0.00670464	0.0164405	0.0216473	0.0157506	0.0233191	0.0213118	0.0236206	0.0216041	0.0298515
sont	0.0507253	0.0344383	0.0192927	0.00800476	0.00588077	0.0111821	0.0043502	0.00416804	0.00597727	0.00986912	0.0105036	0.0104508	0.0106542	0.0120291	0.0107082	0.00931239	0.00773981	0.00938788	0.00767962	0.00847622	0.00852607	0.0102019	0.0181162	0.0331535	0.0361331	0.0386358	0.0574451	0.0539947	0.0413608	0.0397359	0.0439952	0.0257304	0.0263915	0.0279341	0.0417025	0.0314688	0.0265238	0.0265715	0.0347403	0.0304946	0.0329139	0.0633998
partis	0.0301985	0.0390458	0.0368184	0.0328069	0.0183223	0.0381556	0.0118355	0.0107085	0.0174809	0.0357417	0.0507032	0.0519865	0.0444315	0.0302697	0.0322473	0.0313986	0.0378559	0.03909	0.0305548	0.0300362	0.0190491	0.017437	0.0193441	0.0165545	0.0156327	0.0118241	0.0132394	0.0101717	0.0096096	0.00878128	0.0114418	0.0130302	0.0129905	0.00959659	0.015154	0.0152099	0.00981944	0.0155303	0.0164559	0.0221058	0.0216388	0.0456954
en	0.048422	0.0272923	0.0130606	0.00596975	0.00378145	0.00512469	0.0022442	0.00186966	0.00422544	0.00862749	0.0106319	0.0164222	0.0184555	0.0182151	0.0184481	0.0144789	0.0167629	0.0130184	0.0131936	0.0139928	0.00742491	0.00743725	0.0103989	0.0165565	0.0120403	0.0109507	0.0162844	0.0173453	0.0167017	0.0166316	0.0293109	0.0168877	0.0184978	0.029285	0.0447784	0.0517905	0.0748756	0.0603383	0.0724484	0.0587485	0.0621143	0.0749163
conseil	0.0254892	0.0257937	0.0236029	0.0205582	0.0164575	0.0218499	0.00882069	0.00938113	0.0150107	0.020861	0.0307196	0.0417673	0.0422589	0.0396422	0.0325757	0.0320347	0.0366638	0.0368789	0.0276216	0.0245701	0.0211867	0.0259562	0.0262109	0.028458	0.0304969	0.0336646	0.0354186	0.0217337	0.0366637	0.00871615	0.0134574	0.0105764	0.0103303	0.00697161	0.00924159	0.0158119	0.00929961	0.0114822	0.0161651	0.0219575	0.032208	0.0414353
