 	a66	a87	a23	a13	a62	a75	a98	a92	a21	a96	a18	a93	a34	a47	a96	a21	a85	a92	a98	a85	a92	a98	a85	a92	a37	a75	a61	a0	a38	a36	a2	a57	a87	a23	a87	</S>
je	0.0480864	0.0623197	0.0273706	0.0454227	0.0192671	0.0319545	0.0296236	0.0122709	0.0102016	0.00912352	0.0138108	0.0113671	0.0123952	0.0101444	0.0197307	0.0141675	0.0124059	0.0152406	0.0210504	0.048323	0.0509773	0.0458905	0.0352394	0.0371727	0.0199738	0.0374352	0.0253319	0.0289367	0.0274687	0.0293961	0.0171408	0.0256117	0.0319272	0.0354733	0.0338497	0.0438988
n'	0.0306029	0.02567	0.0447143	0.0253936	0.0304776	0.0257987	0.0327437	0.0199177	0.0237271	0.0220834	0.0241165	0.0233354	0.0193353	0.0228826	0.0224605	0.0416907	0.0594702	0.0931779	0.0622393	0.0408553	0.0343051	0.0195151	0.02566	0.022859	0.024754	0.0259625	0.0103275	0.0103597	0.0144104	0.0118187	0.0220255	0.0204377	0.0178186	0.0202591	0.0145034	0.0142909
ai	0.028162	0.02392	0.0405951	0.0183558	0.0337748	0.0329874	0.0504444	0.0320937	0.06579	0.0415466	0.0665378	0.0553696	0.0518149	0.0646234	0.0510591	0.0633657	0.0490188	0.025105	0.00580681	0.00415588	0.00456112	0.00295304	0.00656667	0.00811419	0.0120244	0.00891141	0.00769746	0.00904655	0.0066004	0.00909065	0.0131392	0.00765884	0.0294859	0.0244657	0.0280121	0.0171455
pas	0.0492821	0.0581217	0.0505413	0.0399305	0.0168767	0.0186998	0.0273034	0.010058	0.0101589	0.00613964	0.0121601	0.0126552	0.0137306	0.0170268	0.0470452	0.0344633	0.0398474	0.0236304	0.0406422	0.0453195	0.0403189	0.0384053	0.0239687	0.0218727	0.0171469	0.0195893	0.0238876	0.0191975	0.0197073	0.0265268	0.0161502	0.0330126	0.017695	0.0221944	0.0274043	0.0592896
l'	0.0551308	0.036099	0.0164302	0.0151881	0.00827921	0.00596677	0.0083429	0.00777921	0.0099051	0.00878889	0.0090708	0.0108121	0.0107372	0.0167697	0.0227498	0.0268067	0.0284908	0.0256892	0.047933	0.054824	0.0365636	0.0356537	0.0424152	0.0233765	0.0194151	0.0125549	0.0403996	0.0245871	0.0473549	0.0518564	0.0520174	0.0613774	0.0334627	0.0275715	0.0374218	0.0281787
habitude	0.0471329	0.0415692	0.0229228	0.0167697	0.0078301	0.00828448	0.0130348	0.0110913	0.0136232	0.0143724	0.0138184	0.0164039	0.014383	0.0146658	0.0152632	0.0188742	0.0172814	0.0213146	0.0179575	0.0172012	0.0145967	0.0174832	0.0299588	0.0296273	0.098425	0.0450566	0.0619371	0.0581215	0.077671	0.0369438	0.0375375	0.0320973	0.024696	0.0220533	0.0268723	0.0231286
de	0.108679	0.0745045	0.0534627	0.0327408	0.0252862	0.0340971	0.0383208	0.0179717	0.0200298	0.010324	0.00951774	0.0100186	0.0150583	0.0104367	0.00876281	0.0078115	0.00750993	0.00733707	0.00709542	0.00822531	0.00948773	0.0125122	0.0181328	0.0236943	0.0329622	0.014017	0.0694091	0.0335821	0.0391136	0.0650914	0.046611	0.0394758	0.0257649	0.0253825	0.0225232	0.0150507
taper	0.0536251	0.0351796	0.0228191	0.0101848	0.00866445	0.00837632	0.00938185	0.00695729	0.0107948	0.00816049	0.00913391	0.0124884	0.0147974	0.0179726	0.0163221	0.0416508	0.0314336	0.0182121	0.0189219	0.0295478	0.0281701	0.027862	0.0424892	0.0424646	0.0376617	0.0443719	0.0565025	0.046604	0.0354307	0.0308418	0.0471522	0.0260263	0.0569537	0.0343012	0.0470784	0.0114652
les	0.054856	0.030522	0.0164639	0.0137982	0.00806161	0.00848708	0.00747389	0.00489068	0.00588132	0.00394647	0.00389581	0.00482523	0.0042569	0.00399135	0.00418226	0.0115022	0.0130386	0.0137658	0.019551	0.023047	0.0311366	0.0282829	0.0367591	0.0267438	0.0199636	0.0245983	0.0357352	0.0409076	0.0354321	0.0541258	0.0736999	0.0642192	0.0756946	0.0679567	0.0676875	0.0606195
petits	0.0515328	0.0261041	0.0157778	0.0126816	0.00789088	0.00690294	0.0106864	0.00928879	0.00973844	0.00649964	0.00658652	0.00750079	0.0078722	0.00748814	0.00735911	0.0172426	0.02037	0.0188299	0.0229621	0.0223049	0.0273676	0.0282319	0.0329101	0.0364274	0.0352743	0.032685	0.0314792	0.036593	0.0389558	0.0421512	0.0746871	0.0481889	0.0674066	0.0702883	0.0583457	0.0433883
enfants	0.0336357	0.0223304	0.0163994	0.0120131	0.0070552	0.00755124	0.00920858	0.00658794	0.00400978	0.00234781	0.00261282	0.00415579	0.00709681	0.00755551	0.00947583	0.0157501	0.0234514	0.0249212	0.0203501	0.0173289	0.0238218	0.0236721	0.028127	0.038115	0.0593997	0.0576464	0.0508103	0.0708547	0.0390873	0.0572053	0.058081	0.0516655	0.0517796	0.0479032	0.0460582	0.0419351
</S>	0.0440063	0.0309944	0.0282174	0.0163803	0.00823649	0.0104364	0.0128976	0.00447787	0.002856	0.00160736	0.00255434	0.00268092	0.0041823	0.00411711	0.00604365	0.0061554	0.00774951	0.00832221	0.00808556	0.00756161	0.0143153	0.0156199	0.0216462	0.0280671	0.035434	0.0351934	0.0420238	0.0594659	0.0475928	0.0653278	0.0608806	0.0516516	0.0736303	0.0889785	0.0883853	0.0542248
