 	a66	a87	a23	a10	a83	a94	a56	a93	a70	a34	a70	a34	a96	a66	a75	a79	a7	a44	a70	a93	a70	a83	a0	a38	a40	a44	a26	a40	a36	a2	a30	a57	a87	a97	a87	</S>
pourquoi	0.0646841	0.0700783	0.065157	0.0716085	0.0426166	0.0382953	0.0215123	0.034805	0.0289083	0.0446765	0.024889	0.0229624	0.0187093	0.0176086	0.0161371	0.0165251	0.0193112	0.0160805	0.0271498	0.0245572	0.0258388	0.0136917	0.0167274	0.0223027	0.0227681	0.0178136	0.00824145	0.0170688	0.0216399	0.0119748	0.0147465	0.0117361	0.0140659	0.0208056	0.0177468	0.0565598
n'	0.0229594	0.0216571	0.0181038	0.0145883	0.0120849	0.0150188	0.0146721	0.0167818	0.0215297	0.0268156	0.025091	0.0259832	0.0284885	0.0167637	0.0269899	0.022176	0.0254288	0.0197298	0.023894	0.0275384	0.0217184	0.0294034	0.0183805	0.0174119	0.023496	0.024158	0.0304976	0.0314003	0.0466373	0.0771616	0.0371211	0.0399952	0.0381617	0.0458195	0.047129	0.0452136
as-tu	0.0286635	0.0117637	0.0136777	0.00816227	0.0107003	0.0112797	0.0147463	0.0211172	0.0250012	0.0427409	0.0590636	0.0931509	0.0938733	0.0410639	0.0295112	0.0310317	0.0181404	0.00638048	0.0109222	0.00848377	0.00850304	0.00469549	0.00544238	0.00872281	0.0137761	0.015695	0.0323713	0.035772	0.0430109	0.0303952	0.0372067	0.0254988	0.035974	0.0349515	0.0391883	0.0493224
pas	0.0565499	0.0387195	0.0300953	0.0234317	0.0236949	0.0269019	0.0232802	0.0193575	0.0250839	0.0342923	0.0421458	0.0551965	0.0573409	0.0374884	0.038309	0.0336068	0.0357715	0.0160483	0.0192131	0.0121011	0.013077	0.0149149	0.01987	0.0215315	0.0261164	0.0117505	0.0131665	0.0164874	0.0246481	0.0313438	0.0159516	0.0288463	0.023418	0.0239869	0.0256547	0.040608
gardé	0.0510839	0.0411943	0.028571	0.0256771	0.0213285	0.0159445	0.0257871	0.0175825	0.0251491	0.0344315	0.0290052	0.0337208	0.0262707	0.0241077	0.0197472	0.0150253	0.0150649	0.0123684	0.0227192	0.0119755	0.0273448	0.0339645	0.0305333	0.0250129	0.0301618	0.0201097	0.026906	0.0288904	0.0414854	0.0417305	0.0338589	0.0340329	0.0332514	0.0304852	0.0310089	0.0344688
une	0.0346325	0.0207104	0.0174805	0.011347	0.00939422	0.00810814	0.00998319	0.00743057	0.0113272	0.0173992	0.025688	0.0300195	0.0299872	0.0259069	0.0278202	0.0312081	0.027909	0.0350359	0.056838	0.040568	0.0515139	0.0375955	0.0363967	0.0497717	0.0658864	0.052128	0.0473802	0.0363004	0.0440354	0.01718	0.016457	0.0188252	0.0119321	0.0131605	0.0144193	0.00822395
partie	0.0482658	0.0205876	0.0139975	0.00859104	0.00548605	0.00734379	0.0128989	0.00760154	0.0121983	0.0136131	0.0127326	0.018367	0.0216322	0.0225478	0.0316941	0.0387971	0.0490866	0.0303194	0.0319229	0.0326367	0.020066	0.025357	0.0363122	0.0383668	0.0643173	0.0630503	0.0505401	0.0558924	0.0623751	0.0307993	0.0235634	0.0305545	0.0156579	0.0160492	0.0176525	0.00912608
de	0.0810746	0.0394212	0.0168109	0.011159	0.00926467	0.0138813	0.0180824	0.0191624	0.0309732	0.0268926	0.0166881	0.0117388	0.0117664	0.0118968	0.00767263	0.00725439	0.00630978	0.00665884	0.0125974	0.00696533	0.0183772	0.00954626	0.0197633	0.0165832	0.0308604	0.0218228	0.0459956	0.0565076	0.0944655	0.0628971	0.0497432	0.0664688	0.0343461	0.031156	0.0446626	0.0305339
la	0.0647882	0.0401895	0.0243188	0.0150093	0.0156713	0.0242224	0.0240188	0.0186237	0.0243016	0.0186603	0.00983186	0.0086135	0.00879858	0.0118757	0.00928375	0.00778357	0.0081278	0.00757855	0.0114449	0.00872018	0.0143989	0.00816153	0.0237369	0.016161	0.0281311	0.027216	0.0326459	0.0445085	0.0702141	0.0808109	0.0654929	0.0674022	0.0380937	0.039281	0.0452821	0.036601
nourriture	0.0615413	0.0248901	0.0192764	0.011728	0.0171347	0.0160916	0.0227185	0.0111336	0.0201417	0.0151865	0.0112454	0.011751	0.0143828	0.0180839	0.0155301	0.0140227	0.0142209	0.00933415	0.0111701	0.0087301	0.00932769	0.00677017	0.0133696	0.0191342	0.0318319	0.0274029	0.0389807	0.0409514	0.0569597	0.0747635	0.0691961	0.0802129	0.0475622	0.0510455	0.0579657	0.0262125
</S>	0.0264344	0.0141298	0.00701366	0.00295574	0.00255139	0.00310407	0.00252004	0.0036706	0.00637828	0.00882513	0.0101247	0.00920714	0.00887256	0.00745726	0.00492207	0.00369016	0.00251542	0.00153525	0.00323572	0.00311291	0.00391983	0.00177162	0.00448268	0.0113073	0.035904	0.0315898	0.0315958	0.0598701	0.0843154	0.0843419	0.098982	0.0842651	0.060786	0.0895231	0.0967221	0.0883668
