 	a87	a23	a10	a87	a23	a38	a54	a47	a5	a37	a11	a90	a70	a83	a62	a24	a31	a21	a61	a62	a83	a90	a70	a83	a90	a82	a87	a23	a99	a87	a23	a87	</S>
cette	0.0434565	0.0525855	0.038978	0.0608696	0.0350875	0.0441116	0.0316662	0.0303671	0.0707883	0.0467085	0.033644	0.026445	0.0230421	0.0229385	0.0203463	0.0146067	0.015737	0.0111951	0.0161687	0.025292	0.0202761	0.0282124	0.0297553	0.0301557	0.0398476	0.0250604	0.0182061	0.0144773	0.0154578	0.0222824	0.0255785	0.0260065	0.0406496
femme	0.00715942	0.0150221	0.0200627	0.0763894	0.0604491	0.0999734	0.152574	0.244928	0.101435	0.0710585	0.0408428	0.0276347	0.0145642	0.00954789	0.00559035	0.00174803	0.00147509	0.00148678	0.00241739	0.00274863	0.00294419	0.00448907	0.00297999	0.00457104	0.00558937	0.00262193	0.00355515	0.00201128	0.00201804	0.00171569	0.00252538	0.00373181	0.00413872
qui	0.063279	0.0859933	0.0673549	0.0897573	0.0652215	0.0746161	0.0495741	0.0635466	0.100171	0.0542596	0.0393296	0.0263369	0.0220121	0.0137868	0.00400182	0.00343368	0.00402473	0.00291199	0.00194928	0.0030022	0.00202319	0.00119773	0.00237583	0.00423189	0.00633708	0.00787353	0.0197962	0.0138017	0.0190721	0.0179503	0.0124221	0.0437303	0.0146252
allaite	0.0883117	0.0694469	0.042318	0.0262793	0.0189517	0.0209957	0.012344	0.0158073	0.022378	0.0256108	0.0218652	0.0180335	0.0226596	0.0179087	0.0244564	0.024505	0.023783	0.0111405	0.00756944	0.00572877	0.00703974	0.00730533	0.00907531	0.00984218	0.0166032	0.0157784	0.026456	0.0311381	0.0411417	0.0482411	0.0516731	0.0645613	0.151051
son	0.0619101	0.0492357	0.0391685	0.0303423	0.0144708	0.0197858	0.0170852	0.0239842	0.0389194	0.0499697	0.0479065	0.0395632	0.0351267	0.0232982	0.0192192	0.0267744	0.0214064	0.0103226	0.00646298	0.0105555	0.0129606	0.00960807	0.0216124	0.0126649	0.0231642	0.0164004	0.0287663	0.024428	0.028839	0.0268966	0.037047	0.0564471	0.115658
bébé	0.0442023	0.0451093	0.0387945	0.0363269	0.0385874	0.0269934	0.0225978	0.0220385	0.0317118	0.0529396	0.0774243	0.0832695	0.0796639	0.073892	0.0387714	0.0407717	0.0252408	0.011329	0.00613851	0.00469675	0.00398598	0.00348501	0.00371143	0.00478874	0.00466	0.00708801	0.011978	0.015385	0.0276345	0.0212979	0.0233905	0.03483	0.0372656
a	0.0502509	0.0512901	0.0375192	0.0395765	0.0282974	0.0162717	0.012088	0.00999104	0.0212189	0.0280738	0.041763	0.0571353	0.0955482	0.0956334	0.0597088	0.0586819	0.0478832	0.0191344	0.00932211	0.00935351	0.00773237	0.00441385	0.00755203	0.00740388	0.00522757	0.00957831	0.0126538	0.0230014	0.0277553	0.022585	0.0176839	0.0291739	0.0364975
des	0.0314668	0.036209	0.0324808	0.0364104	0.0302531	0.026314	0.0203786	0.015723	0.0239386	0.0287009	0.0284137	0.0350174	0.05486	0.062926	0.0428619	0.0398494	0.0239082	0.0168725	0.0106431	0.0102963	0.00763237	0.00770487	0.0110995	0.0101639	0.0072154	0.013221	0.0159626	0.0383301	0.055249	0.0439981	0.0479046	0.0642408	0.0697543
pieds	0.0172644	0.0165732	0.0132369	0.00851691	0.00650824	0.00447414	0.00485516	0.00399341	0.00452181	0.00870321	0.0187564	0.033263	0.0453663	0.0367529	0.0235209	0.0249721	0.0157612	0.0166287	0.0104998	0.0119575	0.0128824	0.00933675	0.01579	0.0212515	0.0145738	0.0408134	0.0236235	0.0640856	0.0931796	0.0909459	0.113507	0.0861727	0.0877119
enflés	0.0229206	0.0292906	0.0294961	0.0294266	0.0214351	0.0169833	0.0122956	0.00545729	0.00431893	0.00392935	0.00562781	0.00572166	0.00598765	0.00613896	0.00800055	0.00893208	0.00963036	0.0129969	0.0134074	0.0144277	0.0133555	0.0184519	0.0299055	0.0356352	0.0287091	0.0430257	0.0327225	0.0491832	0.0671307	0.0814969	0.0870609	0.0946061	0.152292
</S>	0.0412322	0.0399363	0.0316168	0.028088	0.0198428	0.0155472	0.0118914	0.00773124	0.00758784	0.00898942	0.0097758	0.00914721	0.0099553	0.00788348	0.00738035	0.0109491	0.0107931	0.0143256	0.0120195	0.020858	0.0131559	0.0162018	0.0304211	0.0224171	0.0350676	0.0333874	0.0367734	0.0580364	0.07106	0.0728494	0.0851708	0.090177	0.109732
