 	a66	a87	a23	a87	a23	a40	a73	a7	a90	a93	a44	a98	a47	a85	a5	a21	a12	a43	a75	a6	a36	a44	a53	a4	a53	a15	a36	a11	a12	a18	a88	a53	a15	a7	a44	a66	a18	a71	a9	a10	a99	a97	a99	a82	</S>
les	0.0359787	0.0350452	0.0288282	0.0219296	0.030023	0.0295145	0.0270327	0.0371688	0.0319219	0.0319495	0.0731323	0.0255255	0.0223236	0.0248032	0.0361667	0.0318885	0.0320163	0.019931	0.0175904	0.00989103	0.0110765	0.0134509	0.0150464	0.0146002	0.0236978	0.0288556	0.0213964	0.0261799	0.0237147	0.0224992	0.0130514	0.0132623	0.0142982	0.0100733	0.0212243	0.0165147	0.00965499	0.0188563	0.0122265	0.0135178	0.00790709	0.00949283	0.0109617	0.00643754	0.0193429
étrangers	0.0027655	0.0043451	0.00263701	0.00403641	0.00926182	0.0167255	0.036107	0.0294208	0.0381409	0.0514183	0.076186	0.0972025	0.0845511	0.0813241	0.0330264	0.0346678	0.0242655	0.0230862	0.0236618	0.0173744	0.0364354	0.0224203	0.0449991	0.0306171	0.0309994	0.0280578	0.0284263	0.0137292	0.0127653	0.0194677	0.00627524	0.0034599	0.00313991	0.00212501	0.00515374	0.00529598	0.00381271	0.00188695	0.00142026	0.00125416	0.00135939	0.00140209	0.00125097	0.00228396	0.00175783
qui	0.021209	0.0278766	0.02908	0.0251192	0.0524542	0.0330029	0.0887638	0.0889198	0.115586	0.0289931	0.0452369	0.0325647	0.0241395	0.0327019	0.0324314	0.0447812	0.0310981	0.0424696	0.0294373	0.0188048	0.0173027	0.0187576	0.0137797	0.0127343	0.00993965	0.011967	0.00867319	0.0109953	0.00894614	0.00991911	0.00873302	0.00417506	0.00172017	0.000563066	0.000648348	0.00115403	0.000783411	0.000270013	0.000265208	0.000295039	0.00117505	0.00219744	0.00117496	0.00750963	0.00165089
sont	0.0189804	0.0104967	0.00810503	0.00690876	0.0135178	0.013899	0.0155276	0.0221511	0.0183694	0.0210124	0.0345071	0.0501179	0.0458567	0.0424303	0.0350465	0.0470577	0.0438313	0.0299452	0.0256456	0.0231117	0.0435983	0.0434553	0.0256265	0.0186882	0.017974	0.0142242	0.00694537	0.00497476	0.00504352	0.00431787	0.00475474	0.00639215	0.00447463	0.00408254	0.0065038	0.0117707	0.0153171	0.0142636	0.0131377	0.0280152	0.0323365	0.0311941	0.0378258	0.0349321	0.0436333
arrivés	0.0214039	0.0148398	0.0118608	0.0121155	0.0146682	0.0128515	0.00935035	0.0107039	0.009091	0.0153429	0.0122904	0.0128007	0.0189322	0.013488	0.0244988	0.040832	0.0278151	0.0451332	0.049182	0.0621378	0.0597043	0.071959	0.0712152	0.052318	0.0500221	0.0405672	0.0190554	0.0164167	0.0202105	0.0196528	0.0163094	0.0152129	0.00861543	0.00582735	0.00678883	0.00919347	0.0093788	0.0071915	0.00882494	0.00903158	0.0111261	0.00903198	0.00807957	0.00902555	0.00590379
dans	0.0217578	0.0127541	0.0160489	0.0126567	0.010793	0.0117026	0.0117328	0.0166868	0.0146564	0.0127561	0.0168892	0.0269106	0.0410135	0.0342773	0.0433982	0.0535216	0.0459801	0.0536329	0.0520093	0.0383572	0.0338149	0.0255442	0.024614	0.0242303	0.0277923	0.0280384	0.0157862	0.01394	0.0128969	0.0102717	0.0115193	0.0139442	0.00853017	0.00580585	0.0082536	0.0180082	0.0130405	0.0229996	0.0144232	0.015913	0.0201499	0.0184079	0.0217511	0.0166981	0.0260916
le	0.0621746	0.0325263	0.0400784	0.0173066	0.00975045	0.00481829	0.00431644	0.00416805	0.00341872	0.00296218	0.00580654	0.0127984	0.0148545	0.0168841	0.0227248	0.0325274	0.0327349	0.042877	0.0440696	0.0235612	0.0203082	0.0123044	0.0087287	0.00843923	0.0172799	0.0160496	0.0081077	0.017502	0.0081329	0.00657302	0.0114738	0.0169395	0.00934862	0.00783683	0.00961226	0.0168632	0.016191	0.0517261	0.0373625	0.0296067	0.0381263	0.0364057	0.0519547	0.0348439	0.077925
village	0.0256996	0.0167165	0.0194054	0.0143738	0.0173344	0.0194658	0.012459	0.0204744	0.0253306	0.0139063	0.00879752	0.0200306	0.023796	0.0225365	0.0203062	0.0251102	0.0221128	0.0332011	0.0515621	0.0628111	0.0449527	0.036751	0.0176672	0.0274495	0.03381	0.0282409	0.0125915	0.0144489	0.0127773	0.0116448	0.0257072	0.0246715	0.0104181	0.00879497	0.00777725	0.0182862	0.0117851	0.0248536	0.0195177	0.0153253	0.0239401	0.0267958	0.027863	0.0185353	0.0199651
ont	0.0382647	0.0273393	0.0206756	0.0121111	0.0102703	0.00574981	0.00446337	0.00426525	0.00335373	0.00389329	0.00564886	0.0208061	0.0192932	0.0186039	0.0220013	0.0206495	0.0369273	0.0463956	0.0497489	0.0425066	0.0229985	0.0203753	0.017003	0.0115888	0.0243532	0.0157635	0.0113488	0.0262697	0.01106	0.0222	0.0250487	0.0195341	0.00839382	0.00988592	0.00886446	0.0168763	0.022661	0.0335083	0.0255335	0.0255807	0.0330656	0.0429343	0.0346781	0.051575	0.0459318
débarqué	0.0193447	0.0155387	0.0173797	0.0121338	0.011622	0.00821507	0.00591354	0.00553232	0.00470908	0.00502907	0.00517949	0.0192641	0.0237843	0.0208558	0.0272218	0.0344026	0.031883	0.0507105	0.0541092	0.0481356	0.0295129	0.0314322	0.0212226	0.014377	0.025841	0.0181858	0.0124539	0.0225163	0.0107714	0.0172443	0.0140356	0.0127852	0.00491256	0.00353282	0.00587121	0.0105899	0.0102446	0.0211308	0.0260218	0.0247385	0.0412182	0.0452045	0.0433121	0.0536219	0.0582588
chez	0.0287629	0.0232863	0.0193594	0.0120816	0.0108652	0.00546362	0.00244167	0.00250571	0.00139877	0.00181491	0.00346049	0.00705305	0.00732858	0.00668345	0.0110224	0.0136639	0.0173322	0.0248166	0.0238249	0.0167314	0.00707303	0.00797794	0.00547462	0.00326725	0.00733007	0.00559822	0.00288826	0.0104627	0.00391843	0.00873451	0.00718903	0.00826733	0.00418226	0.00408397	0.00732373	0.0128803	0.0139049	0.0380181	0.0442708	0.0549279	0.0772948	0.0917405	0.0789314	0.0898904	0.164472
le	0.0297676	0.015565	0.00836165	0.00482623	0.00410219	0.00184828	0.00065849	0.000634907	0.000408374	0.000513036	0.00115877	0.00347341	0.00407746	0.00285482	0.00636096	0.0072147	0.0114588	0.0194095	0.0175846	0.0123467	0.00454423	0.004586	0.00313501	0.00168741	0.00382971	0.0024083	0.00153506	0.00465619	0.00187531	0.00382184	0.00468285	0.0112321	0.0130223	0.0203136	0.0351707	0.0478216	0.0448606	0.0853267	0.108273	0.0874228	0.0744816	0.0788588	0.0628522	0.0636446	0.0773326
notable	0.0406104	0.0215438	0.0198874	0.0125308	0.00970474	0.00865207	0.00391058	0.00366176	0.00243963	0.00188792	0.00471274	0.0197357	0.0231037	0.0182839	0.03391	0.0377168	0.0327731	0.0456724	0.0356811	0.0270499	0.0211639	0.0183688	0.0154234	0.0104597	0.0161626	0.01251	0.00797237	0.0145274	0.00945862	0.0134694	0.0137802	0.0146974	0.00834178	0.00930692	0.0166181	0.0204721	0.0192694	0.0372468	0.0319621	0.032166	0.0401769	0.0397665	0.0457744	0.0597913	0.0676454
</S>	0.0689748	0.0344146	0.0331003	0.0178165	0.0131223	0.00467965	0.00200465	0.0012549	0.00100564	0.00102592	0.00198891	0.00348598	0.0051419	0.00453787	0.00618844	0.00619049	0.00646497	0.00800793	0.00727624	0.00828596	0.00705524	0.00546712	0.00495502	0.0037164	0.00615676	0.00532552	0.0044221	0.00707574	0.00516356	0.00775961	0.00532457	0.00784756	0.00749328	0.0118953	0.0225107	0.0377631	0.0233146	0.0523776	0.0623782	0.0526297	0.0858358	0.0821993	0.0787222	0.0750071	0.102636
