 	sa	mère	en	a	marre	de	son	habitude	de	voler	</S>
a66	0.272819	0.216912	0.178235	0.116055	0.0798564	0.0540215	0.0328608	0.0209339	0.0117211	0.00957307	0.00701206
a87	0.305105	0.206586	0.123712	0.0823264	0.0712419	0.0559254	0.0433773	0.0359648	0.0262012	0.0279306	0.0216296
a10	0.316275	0.206078	0.130795	0.102103	0.0808839	0.03752	0.0236139	0.0273156	0.0212334	0.0264173	0.0277644
a87	0.296399	0.214616	0.14154	0.105128	0.087175	0.0387952	0.0257077	0.0247892	0.0228231	0.0235869	0.0194401
a23	0.308432	0.218084	0.14519	0.107738	0.0921011	0.0383418	0.0228491	0.0199021	0.0171575	0.0171486	0.0130566
a13	0.229711	0.143239	0.108012	0.0967736	0.112553	0.076114	0.0530063	0.0607502	0.0454179	0.0394262	0.0349963
a53	0.201726	0.163704	0.148675	0.125496	0.104119	0.0664992	0.0395815	0.0528223	0.0341676	0.0311907	0.0320188
a15	0.223705	0.202748	0.163028	0.130924	0.115672	0.0568785	0.0331829	0.0317288	0.0174043	0.0123466	0.0123805
a79	0.123185	0.129666	0.127313	0.135121	0.15927	0.108729	0.0723478	0.0620388	0.0344461	0.0232892	0.0245942
a44	0.107217	0.143038	0.157206	0.152007	0.151042	0.0961252	0.0617287	0.0504253	0.0297945	0.0231981	0.0282175
a56	0.12187	0.133857	0.141574	0.146814	0.147783	0.0928832	0.0605004	0.0574184	0.0333222	0.0276656	0.0363117
a43	0.133777	0.147636	0.156804	0.145536	0.132804	0.0850872	0.0546658	0.0519948	0.0307921	0.0258831	0.03502
a25	0.09107	0.0925002	0.128017	0.148552	0.161066	0.111974	0.0756817	0.063349	0.0423695	0.0380427	0.0473781
a20	0.0471012	0.0587876	0.0975988	0.118883	0.130908	0.13042	0.0996532	0.103599	0.0680465	0.0625297	0.082473
a25	0.0257099	0.0306766	0.050804	0.0719543	0.0932145	0.144674	0.121955	0.116206	0.102848	0.111503	0.130453
a69	0.0155835	0.0182718	0.0371292	0.0631565	0.084791	0.152143	0.130004	0.13351	0.112225	0.117436	0.135751
a90	0.0115189	0.0107651	0.0157439	0.0254805	0.0439785	0.106611	0.1179	0.156726	0.154752	0.168168	0.188357
a25	0.0185126	0.0163621	0.0225239	0.034228	0.0525336	0.120712	0.129164	0.151049	0.154435	0.155224	0.145256
a98	0.00394233	0.00348661	0.00521232	0.00957029	0.0169013	0.057918	0.0835805	0.144135	0.200293	0.241531	0.233429
a25	0.00478686	0.00394868	0.00578089	0.0100185	0.0178878	0.0545793	0.0759619	0.132411	0.199826	0.249556	0.245243
a15	0.00277717	0.00227878	0.00313848	0.00527448	0.00769058	0.0270292	0.0463627	0.103534	0.195158	0.28498	0.321776
a79	0.00281489	0.00226824	0.00264407	0.0041389	0.00679482	0.0274622	0.0468208	0.114732	0.1925	0.251574	0.34825
a90	0.00618493	0.00482177	0.0047216	0.00550569	0.00632878	0.025414	0.048896	0.10506	0.199282	0.26327	0.330515
a94	0.0018979	0.00155785	0.00179231	0.00247944	0.00315393	0.0147936	0.0282869	0.0718197	0.187282	0.304297	0.38264
a43	0.0013935	0.00116429	0.00135638	0.00184931	0.00188624	0.00745147	0.0136998	0.0349006	0.124182	0.32097	0.491147
a31	0.0017751	0.00143044	0.00176359	0.00251039	0.00262233	0.0133355	0.0246685	0.0587545	0.128553	0.312825	0.451762
a96	0.00120972	0.000965105	0.00113768	0.00173686	0.00202172	0.00867806	0.0166876	0.0447952	0.11012	0.310487	0.502161
a7	0.000896677	0.00076568	0.00112736	0.00203111	0.00246686	0.0139285	0.0249694	0.0688885	0.153309	0.313077	0.41854
a26	0.00499758	0.00433611	0.0052279	0.00724404	0.00689359	0.027267	0.0441739	0.102104	0.177586	0.268517	0.351653
a82	0.0318431	0.0256831	0.0265629	0.0338561	0.029579	0.0659396	0.0859615	0.119647	0.175061	0.210325	0.195541
a10	0.178649	0.116566	0.0786545	0.0709026	0.0626211	0.0711981	0.0720864	0.0827428	0.0884278	0.0939975	0.084154
a87	0.159872	0.125117	0.0927489	0.0774788	0.0615947	0.0644378	0.064716	0.0793173	0.0769872	0.0971455	0.100585
a23	0.119527	0.103885	0.0855797	0.0808136	0.0648714	0.0677712	0.0693852	0.0892112	0.0933658	0.11307	0.112519
a87	0.0254046	0.0183654	0.0137491	0.0157295	0.0185084	0.040638	0.0617893	0.124263	0.176466	0.234258	0.270829
a23	0.0118966	0.0100169	0.008977	0.0119373	0.0162595	0.0417519	0.0578313	0.120611	0.1504	0.224868	0.34545
a99	0.0250276	0.0236889	0.0217649	0.0259443	0.0297253	0.0611703	0.0775738	0.139166	0.149767	0.190837	0.255336
a87	0.0455286	0.0420759	0.0406674	0.0440165	0.0446512	0.0648948	0.0780018	0.122986	0.137083	0.171185	0.208911
a82	0.0211128	0.0161554	0.0138692	0.0168205	0.0214733	0.0474891	0.0666685	0.124115	0.1518	0.213079	0.307416
</S>	0.0432907	0.0330542	0.0252332	0.0238627	0.0243331	0.0404615	0.0544389	0.112336	0.13117	0.19571	0.316109
