 	donne-le	moi	tout	de	suite	autrement	tu	seras	puni	</S>
a79	0.182945	0.0794918	0.0411326	0.0327955	0.0607398	0.0810487	0.0962457	0.0966741	0.136367	0.19256
a41	0.518306	0.186695	0.0656823	0.0367878	0.0432468	0.0280751	0.0266355	0.0198308	0.0317725	0.0429681
a94	0.577223	0.252772	0.0767601	0.0267146	0.0223635	0.015955	0.0121907	0.00625012	0.0047293	0.00504167
a75	0.37871	0.271891	0.139481	0.0671675	0.0514557	0.0384184	0.0253519	0.0121963	0.00775705	0.00757052
a73	0.213497	0.189613	0.154475	0.108707	0.092578	0.0760703	0.0653354	0.041654	0.0300635	0.0280071
a94	0.142696	0.161073	0.174143	0.133371	0.113592	0.090424	0.0703469	0.0403285	0.0364149	0.0376111
a20	0.133458	0.160962	0.176007	0.128478	0.108712	0.0876277	0.0714754	0.0468492	0.0428408	0.0435908
a90	0.107948	0.133336	0.164867	0.137739	0.118487	0.0889903	0.0727734	0.0529195	0.0599765	0.0629648
a57	0.0849371	0.0958533	0.122229	0.112477	0.123194	0.0973506	0.096555	0.0905764	0.0927455	0.0840814
a82	0.0994477	0.122455	0.155271	0.123006	0.1341	0.0915183	0.0776766	0.0631708	0.0679594	0.0653954
a53	0.0459443	0.0811188	0.133226	0.129134	0.195203	0.121671	0.0902108	0.0517172	0.0652926	0.0864824
a69	0.0436687	0.052325	0.0705092	0.070909	0.107479	0.0846956	0.08094	0.0902199	0.169515	0.229738
a53	0.0731709	0.0697385	0.0719479	0.0665691	0.0928493	0.0772415	0.0770738	0.0922103	0.171656	0.207543
a4	0.0685604	0.0721913	0.0730619	0.065702	0.0911784	0.078077	0.07337	0.0873234	0.17265	0.217886
a58	0.0682443	0.0680764	0.0631651	0.0540922	0.0788791	0.0722374	0.0722152	0.0902872	0.18911	0.243693
a82	0.0978586	0.0904415	0.0795887	0.0625695	0.0910059	0.0867332	0.0778579	0.0766137	0.139041	0.19829
a87	0.0841964	0.0699241	0.0757745	0.0759956	0.11311	0.1142	0.0942444	0.0740837	0.112946	0.185525
a23	0.0508488	0.0348831	0.043826	0.0634543	0.119389	0.1007	0.0984029	0.0822834	0.142142	0.264071
a79	0.0488	0.0313792	0.0250976	0.0301367	0.0576378	0.0545077	0.0606626	0.0747857	0.194501	0.422492
a20	0.0737518	0.0450329	0.0311853	0.0283243	0.0752817	0.0545382	0.0471987	0.0587317	0.171842	0.414113
a84	0.0793368	0.0626054	0.0575415	0.0489825	0.0806882	0.0717495	0.0593146	0.0645427	0.151069	0.32417
a40	0.02547	0.0316934	0.0381244	0.0378637	0.0682794	0.058723	0.0566042	0.0650351	0.174616	0.443591
a54	0.0646236	0.0508025	0.0402608	0.0340869	0.0729859	0.0605885	0.0589035	0.0644364	0.174509	0.378803
a73	0.042903	0.0482544	0.0648337	0.0732235	0.122284	0.106063	0.101451	0.0927424	0.134451	0.213794
a94	0.0223372	0.0261981	0.0357466	0.0435322	0.0898222	0.0758128	0.083685	0.086342	0.182779	0.353745
a98	0.042292	0.048212	0.0540468	0.0526798	0.0741003	0.0643478	0.0819129	0.0935582	0.173984	0.314866
a13	0.0413762	0.0384465	0.0392286	0.0412151	0.0643911	0.0547054	0.0716815	0.0964257	0.194949	0.35758
a9	0.0256498	0.0290814	0.0323371	0.0341016	0.0527525	0.0467101	0.0661001	0.0937338	0.208486	0.411048
a75	0.0111211	0.0127745	0.0123254	0.013086	0.026136	0.0252084	0.0388861	0.068966	0.225507	0.565989
a41	0.0293992	0.0281469	0.0290841	0.0333333	0.05864	0.0477882	0.0653212	0.103766	0.21316	0.39136
a56	0.00985038	0.0112379	0.0163721	0.0237992	0.056869	0.0487887	0.0671769	0.0942766	0.220278	0.451351
a41	0.0123373	0.0152522	0.0211846	0.0287375	0.0543032	0.0421674	0.0535065	0.08209	0.20878	0.481641
a94	0.0128398	0.0138816	0.0175731	0.0234723	0.0470657	0.0370522	0.0528818	0.0890298	0.218425	0.487779
a4	0.00783115	0.00857214	0.0104942	0.0144484	0.0308918	0.0233903	0.0314535	0.0591122	0.210354	0.603453
a58	0.0103478	0.0110137	0.0112373	0.0152942	0.0366361	0.0294667	0.0385341	0.0700037	0.215483	0.561983
a84	0.0122283	0.0100384	0.00803624	0.00969079	0.0270383	0.0229381	0.0311876	0.0597203	0.201127	0.617995
a87	0.0122035	0.00786771	0.00420889	0.0043645	0.013096	0.0118721	0.0191966	0.0530985	0.219836	0.654256
</S>	0.0186264	0.0155072	0.00641518	0.00340234	0.00507609	0.00551825	0.0146105	0.0665232	0.269616	0.594704
