 	des	gens	se	sont	réunis	en	grand	nombre	au	milieu	du	village	pour	écouter	la	parole	de	dieu	</S>
a87	0.158844	0.096587	0.0705711	0.0677333	0.0844503	0.0734089	0.0461392	0.0650489	0.0448905	0.0479768	0.0465381	0.0498892	0.0391178	0.0320925	0.0229512	0.015846	0.0132788	0.0135018	0.0111344
a10	0.152611	0.0480783	0.0254107	0.0203151	0.0334483	0.0451412	0.0637308	0.078486	0.063462	0.0676023	0.0629859	0.0486544	0.0339462	0.0297541	0.0225174	0.0257242	0.0423172	0.0657914	0.0700232
a87	0.154129	0.09714	0.0692626	0.0530637	0.059332	0.0651029	0.0634655	0.0711904	0.0465699	0.0517463	0.0441299	0.0377684	0.0292075	0.0256158	0.0183097	0.015751	0.0205438	0.0343956	0.0432755
a23	0.189995	0.112008	0.0786378	0.0542684	0.0419936	0.0420852	0.0421804	0.0519404	0.0397439	0.0470598	0.0460816	0.044801	0.0375987	0.0374276	0.0256092	0.0213559	0.0227914	0.0297404	0.0346817
a40	0.0984949	0.0794235	0.0745881	0.0578189	0.0458562	0.0404819	0.0320754	0.0354686	0.0326037	0.0377028	0.0432186	0.0519926	0.0598845	0.0546084	0.0481037	0.0450709	0.0514998	0.0590551	0.0520525
a6	0.281581	0.130026	0.0767226	0.0472741	0.0480898	0.0423993	0.0329302	0.0419315	0.0323838	0.0337295	0.024648	0.024403	0.0230792	0.020729	0.0199955	0.021108	0.0219378	0.0328903	0.0441406
a47	0.134979	0.114784	0.105022	0.0802243	0.0674177	0.0592166	0.049622	0.061027	0.0497299	0.0570984	0.0329707	0.0295579	0.0285742	0.0296768	0.0263387	0.0215097	0.0155341	0.0161731	0.0205444
a44	0.0890887	0.0870313	0.0969111	0.0934801	0.0798208	0.0738155	0.0586989	0.0716224	0.0523579	0.0533528	0.0287296	0.0260066	0.0259767	0.0294508	0.0292398	0.0271161	0.023297	0.0237889	0.030215
a26	0.0824071	0.085659	0.111367	0.118933	0.0975122	0.0852656	0.0617697	0.0700863	0.0496056	0.045765	0.0252978	0.0228924	0.0221137	0.0239872	0.0231378	0.0205566	0.0161216	0.0168729	0.0206492
a82	0.0633398	0.0781939	0.112545	0.129395	0.096821	0.0830939	0.058705	0.0606207	0.0497108	0.0455861	0.0287606	0.0261291	0.023943	0.0251301	0.0244925	0.0248469	0.0200495	0.0212436	0.0273936
a53	0.0224718	0.0264862	0.0479645	0.0697218	0.0801389	0.0914402	0.0790792	0.0916292	0.0796894	0.0579531	0.0315459	0.0275119	0.0265294	0.027252	0.0296707	0.0371363	0.0412757	0.0523553	0.0801483
a93	0.0197407	0.0246053	0.0449739	0.0732844	0.0996412	0.109348	0.0973507	0.113394	0.0971028	0.0785741	0.0373852	0.0301827	0.0244829	0.0238182	0.0219897	0.0227026	0.0201606	0.0245641	0.036699
a34	0.0231229	0.033223	0.0601787	0.102296	0.114476	0.121606	0.102294	0.124285	0.0900964	0.07418	0.031069	0.0232577	0.0165716	0.0161435	0.0125578	0.0108839	0.0100354	0.0126937	0.0210292
a31	0.0222821	0.0304232	0.0506624	0.0846984	0.0984138	0.103558	0.0925601	0.123231	0.096216	0.0966473	0.0483842	0.0393644	0.0274094	0.0264425	0.0176541	0.0113138	0.00868442	0.00895477	0.0131001
a88	0.0169865	0.0231729	0.0387547	0.0696668	0.0964781	0.113538	0.108698	0.142654	0.0996696	0.0938134	0.048358	0.0399335	0.0272929	0.0265784	0.0174793	0.0106748	0.00802522	0.00772193	0.0105035
a0	0.0128408	0.0167668	0.0279819	0.0543557	0.0914563	0.117444	0.119116	0.151498	0.102297	0.0924373	0.0515236	0.0442979	0.0305208	0.0284039	0.0189023	0.0112197	0.00881694	0.00858306	0.0115368
a47	0.00630392	0.00885255	0.0163634	0.037944	0.087465	0.135739	0.14621	0.164455	0.105007	0.0833705	0.0467263	0.0375311	0.0270202	0.0230324	0.0166925	0.0118709	0.0116434	0.0131934	0.0205808
a61	0.0086971	0.0107473	0.0175665	0.0336211	0.0632076	0.0871798	0.0929625	0.120545	0.11084	0.120494	0.0796516	0.0719598	0.0554428	0.0478375	0.0320787	0.0152092	0.00997821	0.00881008	0.013172
a18	0.0106599	0.0124593	0.0183599	0.0315168	0.0604737	0.087526	0.101357	0.139172	0.118145	0.121503	0.073078	0.0661897	0.046877	0.0401578	0.0258272	0.013068	0.00962989	0.00959488	0.0144054
a75	0.00366003	0.00459438	0.00739985	0.0143193	0.0357239	0.0679879	0.101941	0.140102	0.137971	0.1284	0.0865223	0.0792285	0.0582489	0.0466143	0.0299153	0.0147998	0.0124041	0.0123499	0.0178182
a56	0.00670504	0.0081111	0.0121128	0.0186509	0.0288808	0.0395256	0.0504904	0.0871356	0.110063	0.139782	0.0982174	0.100394	0.0785154	0.0630568	0.0422984	0.0268492	0.0242977	0.025012	0.0399018
a43	0.00692385	0.00826285	0.0124105	0.0204114	0.0321122	0.0461672	0.0631527	0.111107	0.124711	0.140524	0.0882117	0.088174	0.0668348	0.0574113	0.0407484	0.0234982	0.018849	0.0188014	0.0316884
a75	0.00258894	0.00323483	0.00540638	0.0104868	0.0237961	0.0441609	0.070769	0.118995	0.145273	0.139748	0.0887204	0.088246	0.0689253	0.0543624	0.0391566	0.0218493	0.0186226	0.0206526	0.0350059
a25	0.00733754	0.00846357	0.012312	0.0177429	0.0245408	0.0311034	0.0360174	0.059462	0.0955599	0.125351	0.0933863	0.0970563	0.0754113	0.0613484	0.0455248	0.0405067	0.0460015	0.0515823	0.0712924
a69	0.00664058	0.00787654	0.0106159	0.0151273	0.0237779	0.0323435	0.0429822	0.0772759	0.110267	0.135872	0.100262	0.107145	0.0787621	0.0634767	0.0432045	0.0306537	0.0301146	0.0333758	0.0502261
a58	0.00347489	0.00482036	0.00796244	0.0137606	0.0211108	0.0300795	0.0393036	0.0649857	0.114137	0.146048	0.105809	0.115332	0.0875966	0.0643467	0.0477856	0.0326429	0.0277371	0.0283051	0.0447629
a93	0.00222648	0.00261105	0.0040193	0.00760378	0.0162236	0.0279162	0.0391933	0.0608369	0.116487	0.129262	0.0976522	0.115101	0.0879175	0.0572731	0.0410351	0.0257819	0.0277069	0.0460284	0.0951246
a61	0.00257792	0.00329002	0.00509049	0.0092136	0.0166433	0.026111	0.0365878	0.0635955	0.110384	0.125238	0.0817996	0.0880018	0.0720153	0.0563534	0.0463344	0.0387172	0.0417596	0.0629186	0.113369
a47	0.00417499	0.00554344	0.00906461	0.0155451	0.0231853	0.0316499	0.0433991	0.0773084	0.139106	0.153678	0.095174	0.0888237	0.0605571	0.0535575	0.0425124	0.034665	0.0322989	0.0351527	0.0546035
