 	un	grand	nombre	de	gens	est	réuni	chez	le	notable	</S>
a82	0.263529	0.275565	0.188494	0.0915216	0.0701699	0.0398182	0.0201054	0.0134095	0.0145379	0.0112154	0.0116339
a87	0.450936	0.263448	0.0726504	0.0319999	0.0330272	0.0280252	0.0177263	0.0114128	0.025525	0.0296515	0.0355977
a97	0.338284	0.196446	0.116359	0.057455	0.0582498	0.0561139	0.0280106	0.019726	0.0401193	0.0444695	0.0447671
a87	0.379024	0.223671	0.147536	0.0484785	0.0422252	0.0388805	0.0207251	0.0171122	0.0303999	0.0287359	0.0232118
a97	0.377209	0.214427	0.124053	0.0430338	0.043041	0.0441806	0.026272	0.0208898	0.0383049	0.0369142	0.0316741
a87	0.390061	0.207275	0.101784	0.0365046	0.037652	0.0426994	0.0310615	0.0258844	0.0447582	0.0436386	0.0386809
a97	0.385304	0.190526	0.0898519	0.0322458	0.035559	0.0446366	0.037	0.0305424	0.0530687	0.0534686	0.0477972
a87	0.396158	0.192292	0.0777269	0.0287729	0.0316736	0.0394971	0.0360076	0.0312441	0.0560645	0.0559323	0.0546318
a97	0.348335	0.173495	0.0804017	0.0281473	0.0344502	0.0462265	0.0450416	0.0383387	0.0646741	0.0701435	0.0707462
a99	0.417622	0.189003	0.0658421	0.026235	0.0288717	0.0348904	0.0336843	0.030042	0.0538428	0.0569523	0.0630145
a54	0.513446	0.168509	0.0442831	0.0266599	0.0333427	0.0396937	0.0278316	0.02249	0.0390623	0.0382246	0.0464566
a36	0.230189	0.159142	0.0998351	0.103172	0.092795	0.0718351	0.0393093	0.0402352	0.0509538	0.0487157	0.0638164
a6	0.122527	0.132546	0.144141	0.124865	0.0980632	0.067767	0.0486444	0.0541791	0.0672362	0.0637822	0.076248
a21	0.102608	0.144433	0.181366	0.133196	0.0988856	0.0599124	0.0442145	0.0487907	0.0562804	0.058741	0.0715722
a12	0.100439	0.157442	0.234483	0.12707	0.093234	0.0523539	0.0444797	0.0427488	0.0437235	0.0475574	0.0564691
a18	0.0979826	0.149329	0.195199	0.118908	0.0959538	0.0602113	0.0515014	0.0521699	0.0525581	0.0584109	0.0677765
a54	0.062926	0.105247	0.193636	0.118043	0.0917724	0.0605861	0.0515888	0.0601187	0.0678766	0.0845532	0.103652
a47	0.0372731	0.0641958	0.120729	0.135089	0.118162	0.0830524	0.0743488	0.077051	0.0794326	0.0924615	0.118204
a37	0.036191	0.070563	0.139856	0.13912	0.126031	0.0753724	0.0698517	0.0700723	0.0703677	0.084896	0.117678
a66	0.0285426	0.0465816	0.126008	0.131989	0.11327	0.0731871	0.0792279	0.0852045	0.0887283	0.106086	0.121176
a53	0.0200151	0.0306408	0.108384	0.136515	0.121832	0.0782919	0.0817698	0.0903838	0.0965417	0.112403	0.123223
a15	0.0170661	0.0255865	0.0841073	0.132626	0.120126	0.0865208	0.10369	0.109595	0.104827	0.110564	0.10529
a79	0.0060738	0.0121078	0.0459671	0.110255	0.115793	0.0813052	0.0974351	0.118559	0.122811	0.137558	0.152135
a7	0.00372461	0.00617056	0.0259177	0.0723309	0.0960502	0.0749296	0.102072	0.126817	0.135112	0.166644	0.190231
a44	0.00246661	0.00317798	0.0148199	0.0551289	0.0874748	0.0757113	0.103606	0.119126	0.135305	0.1826	0.220583
a4	0.00192703	0.00235857	0.00964677	0.04987	0.0808574	0.0737942	0.111843	0.13698	0.14736	0.190515	0.194848
a58	0.000736608	0.000787452	0.00320909	0.0233994	0.0495738	0.0571892	0.103258	0.134073	0.156274	0.223629	0.247871
a13	0.000406	0.000435231	0.00172241	0.012826	0.0288452	0.0370446	0.0752874	0.105849	0.151555	0.261546	0.324483
a53	0.000157462	0.00014401	0.000367168	0.00305085	0.00848319	0.0168602	0.0556235	0.0913476	0.165085	0.304886	0.353995
a15	0.000220782	0.000287791	0.00109097	0.0108097	0.0299904	0.0419801	0.0848728	0.118771	0.14373	0.241115	0.327132
a44	6.60442e-05	0.000102607	0.000520236	0.00474384	0.0132348	0.0198555	0.0532893	0.0932143	0.134372	0.275325	0.405277
a15	3.84058e-05	4.53625e-05	0.000151718	0.00144238	0.00447721	0.00837614	0.0289424	0.0588832	0.108999	0.29616	0.492484
a47	3.06046e-05	3.7525e-05	0.000148017	0.00105647	0.00370596	0.00831441	0.0332297	0.0634712	0.112685	0.274892	0.502429
a37	4.01391e-05	6.08214e-05	0.000308976	0.00270949	0.00919206	0.0159177	0.0560344	0.0964234	0.13164	0.274508	0.413165
a26	6.2681e-05	6.17928e-05	0.000181103	0.00111499	0.00344399	0.00796882	0.0310066	0.0614869	0.103162	0.277126	0.514385
a57	0.000942861	0.000655649	0.00106516	0.00321444	0.00693484	0.017273	0.0611356	0.106893	0.124672	0.270682	0.406532
a97	0.0163687	0.00929105	0.0109356	0.0154257	0.0298936	0.0499093	0.0787776	0.109629	0.120768	0.246216	0.312785
a99	0.046446	0.0299583	0.0322451	0.0390035	0.0805983	0.0962045	0.0928024	0.0956373	0.105733	0.180991	0.200381
a97	0.0367704	0.0225273	0.0279689	0.0421504	0.0752628	0.0924768	0.0918596	0.10237	0.143935	0.187062	0.177616
a87	0.0191849	0.0136005	0.0252183	0.0477241	0.0856417	0.098695	0.110666	0.110212	0.133192	0.187658	0.168207
a97	0.0190476	0.0163257	0.0402499	0.06299	0.100034	0.111156	0.114973	0.107895	0.124389	0.163816	0.139123
a87	0.0216935	0.0231898	0.0588019	0.0844393	0.10736	0.104956	0.0996307	0.097032	0.118867	0.141548	0.142481
a97	0.0265256	0.0278944	0.0521203	0.06524	0.0803409	0.0832385	0.0955261	0.0986353	0.12298	0.161878	0.18562
</S>	0.0277267	0.0341983	0.0741169	0.0941937	0.10603	0.0994915	0.091025	0.0896618	0.109987	0.130037	0.143532
