 	ce	manguier	produit	de	bons	fruits	</S>
a66	0.379333	0.287802	0.141401	0.120047	0.0458864	0.0144913	0.0110392
a87	0.384396	0.234801	0.141789	0.147527	0.0532076	0.0206189	0.0176608
a23	0.378035	0.248731	0.17724	0.126088	0.0303906	0.0174338	0.0220815
a10	0.373231	0.236744	0.1664	0.144238	0.0332726	0.0210554	0.0250598
a87	0.329857	0.245904	0.173819	0.149331	0.0391923	0.0288309	0.0330645
a23	0.338509	0.255957	0.161049	0.136644	0.0408804	0.0311227	0.0358384
a97	0.309411	0.235742	0.14752	0.125708	0.0592723	0.0533025	0.0690442
a87	0.299508	0.260994	0.154434	0.132584	0.0566507	0.0456578	0.0501716
a57	0.341512	0.2648	0.144939	0.12259	0.0510587	0.0359531	0.0391472
a87	0.362011	0.256794	0.129173	0.103808	0.0534474	0.0434321	0.0513333
a23	0.33038	0.258077	0.133537	0.116677	0.0647671	0.045918	0.050644
a87	0.264559	0.197459	0.134904	0.121272	0.094248	0.0855341	0.102025
a23	0.346032	0.25563	0.121626	0.103616	0.0658254	0.050354	0.0569161
a13	0.261345	0.197274	0.126969	0.114362	0.0879435	0.0931442	0.118962
a38	0.245957	0.29708	0.162131	0.137163	0.0578452	0.0490059	0.0508182
a24	0.314581	0.30387	0.149812	0.121973	0.0461457	0.0294731	0.034146
a11	0.267961	0.262465	0.165617	0.145726	0.0619297	0.0470462	0.0492548
a75	0.212712	0.247115	0.185183	0.16379	0.0792604	0.0530933	0.0588469
a79	0.253304	0.266272	0.201589	0.164848	0.069588	0.0226847	0.0217135
a37	0.209298	0.230478	0.210661	0.179708	0.102547	0.0346064	0.0327005
a44	0.127247	0.149709	0.194209	0.208072	0.200691	0.0632336	0.0568381
a79	0.0922313	0.112593	0.166575	0.198416	0.258679	0.0880548	0.0834505
a37	0.0849846	0.120372	0.199441	0.239953	0.2412	0.0607174	0.0533321
a44	0.0510137	0.0671465	0.135823	0.199077	0.331447	0.112247	0.103247
a79	0.0341684	0.0445189	0.11402	0.186085	0.367136	0.130144	0.123928
a44	0.05091	0.0744645	0.172382	0.252714	0.303714	0.0814349	0.0643804
a56	0.0313373	0.0381096	0.102923	0.19134	0.383326	0.135007	0.117958
a93	0.0224978	0.0271403	0.0714834	0.154789	0.396955	0.179268	0.147867
a44	0.0140501	0.0189446	0.0549453	0.11431	0.419747	0.212954	0.16505
a70	0.0143453	0.0175037	0.0531355	0.117543	0.399069	0.224932	0.173472
a94	0.00963192	0.0112736	0.0306652	0.066141	0.343727	0.29718	0.241381
a4	0.0043863	0.00519974	0.014994	0.0378573	0.292305	0.335295	0.309962
a13	0.00342517	0.00460037	0.0141485	0.0338559	0.261286	0.360829	0.321855
a4	0.00124685	0.00149417	0.00433242	0.0129232	0.180662	0.428535	0.370806
a93	0.000908576	0.00135765	0.00454818	0.0127333	0.204171	0.427104	0.349178
a44	0.000810338	0.00120612	0.00381708	0.0105689	0.174262	0.430181	0.379155
a96	0.000665823	0.00104145	0.00325533	0.00795098	0.140366	0.433674	0.413046
a62	0.000672898	0.000804685	0.00175888	0.00386281	0.0927314	0.41151	0.488659
a88	0.000483461	0.000540831	0.00104744	0.0023605	0.0634278	0.397015	0.535125
a66	0.000313752	0.000357067	0.000780049	0.00187942	0.0465123	0.389915	0.560242
a44	0.000757666	0.00079899	0.0011718	0.00185232	0.0349691	0.399876	0.560574
a79	0.000212261	0.000278604	0.00059801	0.00132671	0.0394944	0.380791	0.577299
a44	0.000205673	0.000256559	0.000564948	0.00119117	0.0385934	0.395448	0.56374
a88	0.000174523	0.000194853	0.000450961	0.00102541	0.0379982	0.354277	0.605879
a71	0.000257946	0.000276247	0.000542173	0.000965194	0.0212408	0.303837	0.672881
a38	0.000368178	0.000388421	0.000623473	0.000843745	0.0157757	0.291881	0.690119
a12	0.000685924	0.00058681	0.000890523	0.00114125	0.0179549	0.30034	0.6784
a96	0.000648012	0.000698084	0.00123809	0.00216143	0.0293607	0.321976	0.643917
a18	0.00030422	0.000327173	0.000601019	0.001044	0.0174376	0.276088	0.704198
a50	0.000359494	0.000365615	0.00063414	0.000925467	0.0153497	0.295876	0.68649
a18	0.000466231	0.000446854	0.000790282	0.00130128	0.0198208	0.322061	0.655113
a71	0.000510927	0.000481164	0.000824394	0.0012677	0.0177198	0.298247	0.680949
a82	0.00159591	0.00138419	0.00184671	0.00207716	0.0194611	0.306794	0.666841
a3	0.0448219	0.0237033	0.0226138	0.0222758	0.0636595	0.304088	0.518838
a87	0.120303	0.0595216	0.0507149	0.0516607	0.121677	0.266304	0.329819
a23	0.162291	0.100708	0.0900403	0.103592	0.138326	0.214627	0.190416
a9	0.135899	0.0749671	0.0753561	0.10476	0.164148	0.251499	0.193371
a97	0.0566082	0.041269	0.0727998	0.123099	0.152402	0.286478	0.267344
</S>	0.0570896	0.0488889	0.091521	0.144768	0.12359	0.247818	0.286325
